"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","7613","60.31%","2027","55.35%","9640","59.19%"
"White","4875","38.62%","1587","43.34%","6462","39.68%"
"Hispanic","47","0.37%","16","0.44%","63","0.39%"
"Native American","27","0.21%","7","0.19%","34","0.21%"
"Asian","38","0.30%","25","0.68%","63","0.39%"
"unknown","24","0.19%","0","0.00%","24","0.15%"
"TOTAL","12624","100.00%","3662","100.00%","16286","100.00%"
