"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","7713","60.34%","2106","55.15%","9819","59.03%"
"White","4953","38.75%","1666","43.62%","6619","39.79%"
"Hispanic","53","0.41%","17","0.45%","70","0.42%"
"Native American","28","0.22%","6","0.16%","34","0.20%"
"Asian","35","0.27%","24","0.63%","59","0.35%"
"unknown","","0.00%","","0.00%","32","0.19%"
"TOTAL","12782","100.00%","3819","100.00%","16633","100.00%"
