"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","7817","60.37%","2131","54.87%","9948","58.97%"
"White","5014","38.72%","1706","43.92%","6720","39.84%"
"Hispanic","55","0.42%","18","0.46%","73","0.43%"
"Native American","28","0.22%","6","0.15%","34","0.20%"
"Asian","34","0.26%","23","0.59%","57","0.34%"
"unknown","0","0.00%","0","0.00%","37","0.22%"
"TOTAL","12948","100.00%","3884","100.00%","16869","100.00%"
