"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","13778","59.74%","3295","47.66%","17073","56.96%"
"White","8920","38.68%","3523","50.96%","12443","41.51%"
"Hispanic","162",".70%","32",".46%","194",".65%"
"Native American","25",".11%","7",".10%","32",".11%"
"Asian","77",".33%","19",".27%","96",".32%"
"unknown","101",".44%","37",".54%","138",".46%"
"TOTAL","23063","100.00%","6913","100.00%","29976","100.00%"
