"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","10838","58.94%","2255","41.41%","13093","54.93%"
"White","7282","39.60%","3108","57.07%","10390","43.59%"
"Hispanic","158","0.86%","36",".66%","194",".81%"
"Native American","14",".08%","17",".31%","31",".13%"
"Asian","64",".35%","12",".22%","76",".32%"
"Data Unavailable","33",".18%","18",".33%","51",".21%"
"TOTAL","18389","100.00%","5446","100.00%","23835","100.00%"
