"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","12507","59.81%","3068","48.52%","15575","57.19%"
"White","8066","38.57%","3164","50.04%","11230","41.23%"
"Hispanic","145",".69%","23",".36%","168",".62%"
"Native American","14",".07%","10",".16%","24",".09%"
"Asian","65",".31%","15",".24%","80",".29%"
"unknown","115",".55%","43",".68%","158",".58%"
"TOTAL","20912","100.00%","6323","100.00%","27235","100.00%"
