"race","male","percent_of_male_pop","female","percent_of_female_pop","count","percent_of_total"
"Black","11034","58.46%","2757","49.97%","13791","56.54%"
"White","7403","39.23%","2624","47.56%","10027","41.11%"
"Hispanic","140","0.74%","25","0.45%","165","0.68%"
"Native American","24","0.13%","6","0.11%","30","0.12%"
"Asian","55","0.29%","15","0.27%","70","0.29%"
"unknown","217","1.15%","90","1.63%","307","1.26%"
"TOTAL","18873","100.00%","5517","100.00%","24390","100.00%"
