"RACE","MALE","% OF TOTAL MALE POPULATION","FEMALE","% OF TOTAL FEMALE POPULATION","NO. OF OFFENDERS","% OF TOTAL OFFENDERS"
"Black","3,646","66.32%","526","45.11%","4,172","62.61%"
"White","1,819","33.08%","631","54.12%","2,450","36.76%"
"Hispanic","24",".44%","5",".43%","29",".44%"
"Native American","1",".02%","2",".17%","3",".05%"
"Asian","6",".11%","1",".09%","7",".11%"
"Data Unavailable","2",".04%","1",".09%","3",".05%"
"TOTAL","5,498","100.00%","1,166","100.00%","6,664","100.00%",""
