"RACE","MALE","% OF TOTAL MALE POPULATION","FEMALE","% OF TOTAL FEMALE POPULATION","NO. OF OFFENDERS","% OF TOTAL OFFENDERS"
"Black","1,286","58.83%","162","36.65%","1,448","55.10%"
"White","882","40.35%","275","62.22%","1,157","44.03%"
"Hispanic","8","0.37%","3","0.68%","11","0.42%"
"Native American","8","0.37%","2","0.45%","10","0.38%"
"Asian","2","0.09%","0","0.00%","2","0.08%"
"Data Unavailable","0","0.00%","0","0.00%","0","0.00%"
"TOTAL","2,186","100.00%","442","100.00%","2,628","100.00%"
