"RACE","MALE","% OF TOTAL MALE POPULATION","FEMALE","% OF TOTAL FEMALE POPULATION","NO. OF OFFENDERS","% OF TOTAL OFFENDERS"
"Black","5,077","61.75%","537","35.82%","5,614","57.75%"
"White","3,087","37.55%","948","63.24%","4,035","41.51%"
"Hispanic","28",".34%","10",".67%","38",".39%"
"Native American","12",".15%","2",".13%","14",".14%"
"Asian","14",".17%","0",".00%","14",".14%"
"Data Unavailable","4",".05%","2",".13%","6",".06%"
"TOTAL","8,222","100.00%","1,499","100.00%","9,721","100.00%"
