"FEMALES","","","","",""
"BLACK","WHITE","HISPANIC","OTHER","TOTAL","PERCENT"
"54","115","0","0","3,239","13.31%"
"120","75","0","1","2,468","10.14%"
"159","323","8","3","4,068","16.72%"
"298","121","3","1","4,229","17.38%"
"70","24","0","0","2,750","11.30%"
"6","17","0","0","1,919","7.89%"
"88","30","1","0","1,600","6.58%"
"375","448","1","3","4,029","16.56%"
"0","1","0","0","29",".12%"
"1,170","1,154","13","8","24,331","100.00%"
