"FEMALES","","","","",""
"BLACK","WHITE","HISPANIC","OTHER","TOTAL","PERCENT"
"31","81","0","0","1,629","50.29%"
"11","11","0","0","674","20.81%"
"0","0","0","0","13",".40%"
"0","1","0","0","47","1.45%"
"4","5","0","0","364","11.24%"
"4","7","0","0","142","4.38%"
"0","3","0","0","75","2.32%"
"0","0","0","0","37","1.14%"
"0","0","0","0","10",".31%"
"0","0","0","0","1",".03%"
"3","7","0","0","233","7.19%"
"1","0","0","0","14",".43%"
"54","115","0","0","3,239","100.00%"
