"FEMALES","","","","",""
"BLACK","WHITE","HISPANIC","OTHER","TOTAL","PERCENT"
"4","10","0","0","67","1.66%"
"2","1","0","0","30",".74%"
"0","0","0","0","3",".07%"
"0","0","0","0","2",".05%"
"0","0","0","0","1",".02%"
"0","0","0","0","1",".02%"
"0","3","0","0","78","1.94%"
"0","0","0","0","10",".25%"
"0","0","0","0","2",".05%"
"6","9","0","0","54","1.34%"
"0","0","0","0","5",".12%"
"8","5","0","0","39",".97%"
"4","24","0","0","114","2.83%"
"0","1","0","0","1",".02%"
