"FEMALES","","","","",""
"BLACK","WHITE","HISPANIC","OTHER","TOTAL","PERCENT"
"7","5","0","0","188","7.62%"
"43","34","0","0","1,366","55.35%"
"0","0","0","0","1","0.04%"
"69","35","0","1","893","36.18%"
"1","1","0","0","19","0.77%"
"0","0","0","0","1","0.04%"
"120","75","0","1","2,468","100.00%"
