"","Northern County with highest number convictions","Desoto","51"
"","Central Counties with highest number convictions","Hinds, Rankin","41"
"","Southern County with highest number convictions","Harrison","79"
"RECAP","","",""
"","Northern County with lowest number convictions","Quitman","0"
"","","Franklin, Humphreys,",""
"","Central Counties with lowest number convictions","","0"
"","","Issaquena, Wilkinson",""
"","Southern County with lowest number convictions","Noxubee","0"
