"COUNTY","OFFENDERS","%"
"Adams","1","3.45"
"Lincoln","1","3.45"
"Amite","0",".00"
"Madison","6","20.69"
"Claiborne","2","6.90"
"Pike","4","13.79"
"Copiah","1","3.45"
"Rankin","0",".00"
"Franklin","1","3.45"
"Sharkey","0",".00"
"Hinds","7","24.14"
"Walthall","2","6.90"
"Holmes","0",".00"
"Warren","3","10.34"
"Humphreys","0",".00"
"Wilkinson","1","3.45"
"Issaquena","0",".00"
"Yazoo","0","0.00"
"Jefferson","0",".00"
"TOTAL","29","38.16"
