"","Northern County with highest number convictions","Desoto","24"
"","Central County with highest number convictions","Hinds","41"
"","Southern County with highest number convictions","Harrison","41"
"RECAP","","",""
"","Northern Counties with lowest number convictions","Attala, Carroll","0"
"","","Franklin, Issaquena,",""
"","Central Counties with lowest number convictions","","0"
"","","Jefferson, Wilkinson",""
"","Southern Counties with lowest number convictions","Greene, Kemper","0"
