"","Northern County with highest number convictions","Desoto","4"
"","Central County with highest number convictions","Hinds","7"
"","Southern County with highest number convictions","Lauderdale","7"
"RECAP","","",""
"","Northern Counties with lowest number convictions","Includes 19 Counties","0"
"","Central Counties with lowest number convictions","Includes 8 Counties","0"
"","Southern Counties with lowest number convictions","Includes 18 Counties","0"
