"","Northern County with highest number convictions","Desoto","211"
"","Central County with highest number convictions","Rankin","227"
"","Southern County with highest number convictions","Harrison","452"
"RECAP","","",""
"","","Carroll,",""
"","Northern County with lowest number convictions","","4"
"","","Webster",""
"","Central County with lowest number convictions","Issaquena","0"
"","Southern County with lowest number convictions","Kemper","2"
