"FEMALES","","","","",""
"BLACK","WHITE","HISPANIC","OTHER","TOTAL","PERCENT"
"1","0","0","0","38","1.40%"
"38","15","0","0","1,653","60.86%"
"1","0","0","0","26","0.96%"
"33","14","0","1","999","36.78%"
"73","29","0","1","2,716","100.00%"
