"FEMALES","","","","",""
"BLACK","WHITE","HISPANIC","OTHER","TOTAL","PERCENT"
"31","64","0","0","1,685","48.80%"
"5","18","0","0","745","21.58%"
"0","0","0","0","10","0.29%"
"0","0","0","0","57","1.65%"
"3","6","0","0","423","12.25%"
"2","5","0","0","136","3.94%"
"1","3","0","0","64","1.85%"
"0","0","0","0","30","0.87%"
"0","0","0","0","1","0.03%"
"1","0","0","0","7","0.20%"
"3","9","0","0","288","8.34%"
"0","2","0","0","7","0.20%"
"46","107","0","0","3,453","100.00%"
