"FEMALES","","","","",""
"BLACK","WHITE","HISPANIC","OTHER","TOTAL","PERCENT"
"0","0","0","0","1","0.02%"
"218","30","0","0","2,670","63.47%"
"59","23","1","0","651","15.47%"
"0","1","0","0","13","0.31%"
"11","10","1","0","340","8.08%"
"0","6","0","0","36","0.86%"
"1","13","0","0","134","3.19%"
"22","28","1","1","362","8.60%"
"311","111","3","1","4,207","100.00%"
