"FEMALES","","","","",""
"BLACK","WHITE","HISPANIC","OTHER","TOTAL","PERCENT"
"0","0","0","0","2","0.05%"
"0","0","0","0","1","0.02%"
"114","112","0","0","621","14.20%"
"5","8","0","0","162","3.71%"
"0","0","0","0","3","0.07%"
"0","0","0","0","17","0.39%"
"12","10","0","0","49","1.12%"
"400","454","1","5","4,372","100.00%"
