"FEMALES","","","","",""
"BLACK","WHITE","HISPANIC","OTHER","TOTAL","PERCENT"
"0","0","0","0","2","0.08%"
"72","31","0","1","867","35.65%"
"6","6","0","0","166","6.83%"
"1","3","0","0","27","1.11%"
"0","0","0","0","1","0.04%"
"44","42","0","0","1,369","56.29%"
"123","82","0","1","2,432","100.00%"
