"COUNTY","OFFENDERS","%"
"Adams","64","1.68"
"Lincoln","58","1.52"
"Amite","7",".18"
"Madison","82","2.15"
"Claiborne","10",".26"
"Pike","95","2.49"
"Copiah","46","1.21"
"Rankin","131","3.44"
"Franklin","7",".18"
"Sharkey","3",".08"
"Hinds","241","6.33"
"Walthall","17",".45"
"Holmes","10",".26"
"Warren","50","1.31"
"Humphreys","11",".29"
"Wilkinson","2",".05"
"Issaquena","0",".00"
"Yazoo","26",".68"
"Jefferson","15",".39"
"TOTAL","875","22.98"
