"OFFENSE","AVERAGE AGE AT TIME OF OFFENSE","",""
"Sale of Drugs","","17.55",""
"Possession of Drugs","","17.41",""
"Burglary","","17.21",""
"Property","","16.92",""
"Violent","","16.64",""
"Homicide/Manslaughter","","16.51",""
"Sex Offense","","16.40",""
"Robbery","","16.28",""
