"OFFENSE","AVERAGE AGE AT TIME OF OFFENSE","",""
"Sex Offense","","57.55",""
"Homicide/Manslaughter","","55.37",""
"Sale of Drugs","","54.83",""
"Property","","54.70",""
"Possession of Drugs","","54.05",""
"Violent","","53.76",""
"Burglary","","52.71",""
"Robbery","","51.12",""
