"OFFENSE","AVERAGE SENTENCE LENGTH IN YEARS","",""
"Homicide/Manslaughter","","27.06",""
"Sex Offense","","10.50",""
"Robbery","","9.70",""
"Violent","","6.51",""
"Drug Sale","","6.48",""
"Burglary","","5.29",""
"Drug Possession","","4.65",""
"Property","","3.58",""
