"","Northern County with highest number convictions","Lee","25"
"","Central County with highest number convictions","Hinds","35"
"","Southern County with highest number convictions","Harrison","67"
"RECAP","","",""
"","Northern Counties with lowest number convictions","Carroll, Quitman","1"
"","Central Counties with lowest number convictions","Franklin, Wilkinson","1"
"","Southern Counties with lowest number convictions","Jasper, Noxubee,",""
"","","","1"
"","","Perry",""
