"","","","Offenders Age 50 and Over","","",""
"","","","County of Conviction","","",""
"","COUNTY","OFFENDERS","%","COUNTY","OFFENDERS","%"
"","Clarke","5",".75","Lawrence","4",".60"
"","Clay","7","1.05","Leake","6",".90"
"","Covington","3",".45","Lowndes","19","2.84"
"","Forrest","19","2.84","Marion","13","1.94"
"","George","3",".45","Neshoba","10","1.49"
"","Greene","2",".30","Newton","2",".30"
"","Hancock","4",".60","Noxubee","1",".15"
"Southern","","","","","",""
"","Harrison","67","10.01","Oktibbeha","10","1.49"
"Counties","","","","","",""
"","Jackson","22","3.29","Pearl River","13","1.94"
"","Jasper","1",".15","Perry","1",".15"
"","Jeff Davis","4",".60","Scott","2",".30"
"","Jones","13","1.94","Simpson","2",".30"
"","Kemper","5",".75","Smith","0",".00"
"","Lamar","10","1.49","Stone","3",".45"
"","Lauderdale","35","5.23","Wayne","4",".60"
"","","","","TOTAL","290","43.35"
