"OFFENSE","AVERAGE SENTENCE LENGTH IN YEARS","",""
"Homicide/Manslaughter","","36.71",""
"Sex Offense","","24.60",""
"Sale of Drugs","","10.33",""
"Robbery","","8.52",""
"Burglary","","6.49",""
"Possession of Drugs","","4.67",""
"Violent","","4.14",""
"Property","","3.33",""
