"COUNTY","OFFENDERS","%"
"Adams","0",".00"
"Lincoln","0",".00"
"Amite","0",".00"
"Madison","8","7.34"
"Claiborne","0",".00"
"Pike","5","4.59"
"Copiah","2","1.83"
"Rankin","0",".00"
"Franklin","0",".00"
"Sharkey","1",".92"
"Hinds","10","9.17"
"Walthall","2","1.83"
"Holmes","0",".00"
"Warren","1",".92"
"Humphreys","0",".00"
"Wilkinson","0",".00"
"Issaquena","0",".00"
"Yazoo","1",".92"
"Jefferson","0",".00"
"TOTAL","30","27.52"
