"COUNTY","OFFENDERS","%"
"Adams","9","1.35"
"Lincoln","8","1.20"
"Amite","2",".30"
"Madison","18","2.69"
"Claiborne","0",".00"
"Pike","20","2.99"
"Copiah","3",".45"
"Rankin","26","3.89"
"Franklin","1",".15"
"Sharkey","2",".30"
"Hinds","35","5.23"
"Walthall","4",".60"
"Holmes","2",".30"
"Warren","13","1.94"
"Humphreys","0",".00"
"Wilkinson","1",".15"
"Issaquena","0",".00"
"Yazoo","6",".90"
"Jefferson","3",".45"
"TOTAL","153","22.87"
