year,total_pop,total_pop_15to64,total_jail_adm,total_jail_adm_dcrp,total_jail_pop,total_jail_pretrial,jail_from_state_prison,jail_from_other_state_prison,jail_from_state_jail,jail_from_other_state_jail,jail_from_fed,jail_from_ice,total_jail_pop_dcrp
1970,19255,9942,0.0,,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
1971,18975,9842,0.0,,5.625,2.625,0.0,0.0,0.0,0.0,0.0,0.0,
1972,18559,9685,0.0,,6.25,3.25,0.0,0.0,0.0,0.0,0.0,0.0,
1973,18659,9846,0.0,,6.875,3.875,0.0,0.0,0.0,0.0,0.0,0.0,
1974,18480,9835,0.0,,7.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,
1975,18123,9721,0.0,,8.125,5.125,0.0,0.0,0.0,0.0,0.0,0.0,
1976,17801,9652,0.0,,8.75,5.75,0.0,0.0,0.0,0.0,0.0,0.0,
1977,17651,9682,0.0,,9.375,6.375,0.0,0.0,0.0,0.0,0.0,0.0,
1978,17520,9691,1042.857,,10.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,
1979,17305,9697,931.4857,,14.8,7.0,5.2,0.0,0.0,0.0,0.0,0.0,
1980,16994,9601,820.1143,,19.6,7.0,9.4,0.0,0.0,0.0,0.0,0.0,
1981,16418,9308,708.7428,,24.4,7.0,13.6,0.0,0.0,0.0,0.0,0.0,
1982,16184,9196,597.3714,,29.2,7.0,17.8,0.0,0.0,0.0,0.0,0.0,
1983,16068,9140,486.0,,34.0,7.0,22.0,0.0,8.0,0.0,0.0,0.0,
1984,16007,9121,528.4,,33.8,9.4,19.2,0.0,7.3,0.0,0.0,0.0,
1985,15914,9086,570.8,,33.6,11.8,16.4,0.0,6.6,0.0,0.0,0.0,
1986,15743,9043,613.2,,33.4,14.2,13.6,0.0,5.9,0.0,0.0,0.0,
1987,16253,9386,655.6,,33.2,16.6,10.8,0.0,5.2,0.0,0.0,0.0,
1988,15571,9029,698.0,,33.0,19.0,8.0,0.0,4.5,0.0,0.0,0.0,
1989,15419,8965,667.7273,,35.0,21.6,7.0,0.0,3.8,0.0,0.0,0.0,
1990,15200,8955,637.4545,,37.0,24.2,6.0,0.0,3.1,0.0,0.0,0.0,
1991,15138,8935,607.1818,,39.0,26.8,5.0,0.0,2.4,0.0,0.0,0.0,
1992,14842,8724,576.9091,,41.0,29.4,4.0,0.0,1.7,0.0,0.0,0.0,
1993,14948,8834,546.6364,,43.0,32.0,3.0,0.0,1.0,0.0,0.0,0.0,
1994,14727,8760,516.3636,,43.33333,31.66667,5.0,0.0,2.5,0.0,0.0,0.0,
1995,15033,9013,486.0909,,43.66667,31.33333,7.0,0.0,4.0,0.0,0.0,0.0,
1996,15134,9165,455.8182,,44.0,31.0,9.0,0.0,5.5,0.0,0.0,0.0,
1997,15078,9206,425.5454,,44.33333,30.66667,11.0,0.0,7.0,0.0,0.0,0.0,
1998,15039,9223,395.2727,,44.66667,30.33333,13.0,0.0,8.5,0.0,0.0,0.0,
1999,14905,9175,365.0,,45.0,30.0,15.0,0.0,10.0,0.0,0.0,0.0,
2000,14927,9274,391.0714,296.0,45.83333,26.66667,17.16667,0.0,0.0,0.0,0.0,0.0,27.0
2001,14981,9463,417.1429,494.0,46.66667,23.33333,19.33333,0.0,0.0,0.0,0.0,0.0,140.0
2002,15025,9626,443.2143,775.0,47.5,20.0,21.5,0.0,0.0,0.0,0.0,0.0,130.0
2003,15124,9868,469.2857,360.0,48.33333,16.66667,23.66667,0.0,0.0,0.0,0.0,0.0,38.0
2004,15249,10054,495.3571,300.0,49.16667,13.333329999999998,25.83333,0.0,0.0,0.0,0.0,0.0,50.0
2005,15348,10279,521.4286,300.0,50.0,10.0,28.0,0.0,0.0,0.0,0.0,0.0,40.0
2006,15283,10357,521.4286,300.0,50.0,10.0,28.0,0.0,0.0,0.0,0.0,0.0,50.0
2007,15231,10456,521.4286,300.0,50.0,10.0,28.0,0.0,0.0,0.0,0.0,0.0,47.0
2008,15225,10569,521.4286,300.0,50.0,10.0,28.0,0.0,0.0,0.0,0.0,0.0,50.0
2009,15266,10633,521.4286,300.0,50.0,10.0,28.0,0.0,0.0,0.0,0.0,0.0,35.0
2010,15383,10763,521.4286,200.0,50.0,10.0,28.0,0.0,0.0,0.0,0.0,0.0,35.0
2011,15338,10741,521.4286,300.0,50.0,10.0,28.0,0.0,0.0,0.0,0.0,0.0,45.0
2012,15317,10727,521.4286,300.0,50.0,10.0,28.0,0.0,0.0,0.0,0.0,0.0,33.0
2013,15040,10472,521.4286,300.0,50.0,10.0,28.0,0.0,0.0,0.0,0.0,0.0,33.0
2014,14960,10437,521.4286,,50.0,10.0,28.0,0.0,0.0,0.0,0.0,0.0,
2015,14701,10224,521.4286,,50.0,10.0,28.0,0.0,0.0,0.0,0.0,0.0,
2016,14591,10136,,,,,,,,,,,
