year,total_pop,total_pop_15to64,total_jail_adm,total_jail_adm_dcrp,total_jail_pop,total_jail_pretrial,jail_from_state_prison,jail_from_other_state_prison,jail_from_state_jail,jail_from_other_state_jail,jail_from_fed,jail_from_ice,total_jail_pop_dcrp
1970,37443,21872,0.0,,20.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,
1971,38065,22376,0.0,,21.625,4.5,0.0,0.0,0.0,0.0,0.0,0.0,
1972,37851,22409,0.0,,23.25,5.0,0.0,0.0,0.0,0.0,0.0,0.0,
1973,37392,22273,0.0,,24.875,5.5,0.0,0.0,0.0,0.0,0.0,0.0,
1974,37668,22660,0.0,,26.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,
1975,38394,23340,0.0,,28.125,6.5,0.0,0.0,0.0,0.0,0.0,0.0,
1976,37985,23344,0.0,,29.75,7.0,0.0,0.0,0.0,0.0,0.0,0.0,
1977,37861,23451,0.0,,31.375,7.5,0.0,0.0,0.0,0.0,0.0,0.0,
1978,37875,23669,1303.572,,33.0,8.0,13.0,0.0,0.0,0.0,0.0,0.0,
1979,37713,23724,1440.057,,37.8,11.2,16.0,0.0,0.0,0.0,0.0,0.0,
1980,38180,24126,1576.543,,42.6,14.4,19.0,0.0,0.0,0.0,0.0,0.0,
1981,38697,24399,1713.029,,47.4,17.6,22.0,0.0,0.0,0.0,0.0,0.0,
1982,39175,24621,1849.514,,52.2,20.8,25.0,0.0,0.0,0.0,0.0,0.0,
1983,38843,24300,1986.0,,57.0,24.0,28.0,0.0,1.0,0.0,0.0,0.0,
1984,39009,24315,2044.4,,53.2,22.0,25.6,0.0,1.0,0.0,0.0,0.0,
1985,38823,24107,2102.8,,49.4,20.0,23.2,0.0,1.0,0.0,0.0,0.0,
1986,37693,23381,2161.2,,45.6,18.0,20.8,0.0,1.0,0.0,0.0,0.0,
1987,36540,22638,2219.6,,41.8,16.0,18.4,0.0,1.0,0.0,0.0,0.0,
1988,35795,22114,2278.0,,38.0,14.0,16.0,0.0,1.0,0.0,0.0,0.0,
1989,35768,22022,2345.844,,47.4,24.2,13.4,0.0,4.0,0.0,0.0,0.0,
1990,35294,21891,2413.688,,56.8,34.4,10.8,0.0,7.0,0.0,0.0,0.0,
1991,35390,21869,2481.532,,66.2,44.6,8.2,0.0,10.0,0.0,0.0,0.0,
1992,34899,21465,2549.377,,75.6,54.8,5.6,0.0,13.0,0.0,0.0,0.0,
1993,35013,21565,2617.221,,85.0,65.0,3.0,0.0,16.0,0.0,0.0,0.0,
1994,35151,21696,2685.065,,88.33334,56.666669999999996,6.6666669999999995,0.0,14.75,0.0,0.0,0.0,
1995,34976,21645,2752.909,,91.66666,48.33333,10.33333,0.0,13.5,0.0,0.0,0.0,
1996,35105,21847,2820.7529999999997,,95.0,40.0,14.0,0.0,12.25,0.0,0.0,0.0,
1997,35242,21958,2888.597,,98.33334,31.66667,17.66667,0.0,11.0,0.0,0.0,0.0,
1998,34969,21882,2956.441,,101.6667,23.33333,21.33333,0.0,9.75,0.0,0.0,0.0,
1999,34591,21656,3024.2859999999996,,105.0,15.0,25.0,0.0,8.5,0.0,1.0,0.0,
2000,34246,21462,3024.2859999999996,4196.0,100.8333,16.83333,23.83333,0.0,7.25,0.0,1.0,0.0,138.0
2001,33945,21395,3024.2859999999996,4196.0,96.66666,18.66667,22.66667,0.0,6.0,0.0,1.0,0.0,113.0
2002,33730,21313,3024.2859999999996,4196.0,92.5,20.5,21.5,0.0,4.75,0.0,1.0,0.0,114.0
2003,33482,21283,3024.2859999999996,4227.0,88.33334,22.33333,20.33333,0.0,3.5,0.0,1.0,0.0,93.0
2004,32785,21008,3024.2859999999996,3515.0,84.16666,24.16667,19.16667,0.0,2.25,0.0,1.0,0.0,78.0
2005,32674,21060,3024.2859999999996,3157.0,80.0,26.0,18.0,0.0,1.0,0.0,1.0,0.0,53.0
2006,33220,21433,3012.875,3023.0,80.875,31.375,16.125,0.0,8.125,0.0,1.0,0.0,125.0
2007,32889,21315,3001.4640000000004,2890.0,81.75,36.75,14.25,0.0,15.25,0.0,1.0,0.0,97.0
2008,32629,21315,2990.053,3090.0,82.625,42.125,12.375,0.0,22.375,0.0,1.0,0.0,102.0
2009,32305,21199,2978.643,2790.0,83.5,47.5,10.5,0.0,29.5,0.0,1.0,0.0,115.0
2010,32297,21303,2967.232,3090.0,84.375,52.875,8.625,0.0,36.625,0.0,1.0,0.0,145.0
2011,32566,21594,2955.821,3790.0,85.25,58.25,6.75,0.0,43.75,0.0,1.0,0.0,139.0
2012,32413,21463,2944.4109999999996,3080.0,86.125,63.625,4.875,0.0,50.875,0.0,1.0,0.0,126.0
2013,32175,21220,2933.0,2764.0,87.0,69.0,3.0,0.0,58.0,0.0,1.0,0.0,124.0
2014,32111,21221,2933.0,,87.0,69.0,3.0,0.0,58.0,0.0,1.0,0.0,
2015,31962,21028,2933.0,,87.0,69.0,3.0,0.0,58.0,0.0,1.0,0.0,
2016,31400,20463,,,,,,,,,,,
