year,total_pop,total_pop_15to64,total_jail_adm,total_jail_adm_dcrp,total_jail_pop,total_jail_pretrial,jail_from_state_prison,jail_from_other_state_prison,jail_from_state_jail,jail_from_other_state_jail,jail_from_fed,jail_from_ice,total_jail_pop_dcrp
1970,27876,16700,0.0,,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,
1971,28211,16962,0.0,,13.625,4.875,0.0,0.0,0.0,0.0,0.0,0.0,
1972,28244,17074,0.0,,15.25,4.75,0.0,0.0,0.0,0.0,0.0,0.0,
1973,28585,17390,0.0,,16.875,4.625,0.0,0.0,0.0,0.0,0.0,0.0,
1974,29028,17744,0.0,,18.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,
1975,29648,18204,0.0,,20.125,4.375,0.0,0.0,0.0,0.0,0.0,0.0,
1976,30453,18883,0.0,,21.75,4.25,0.0,0.0,0.0,0.0,0.0,0.0,
1977,31393,19645,0.0,,23.375,4.125,0.0,0.0,0.0,0.0,0.0,0.0,
1978,32346,20343,260.7143,,25.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,
1979,33209,20995,271.8429,,26.3,4.9,13.6,0.0,0.0,0.0,0.0,0.0,
1980,34012,21558,282.9714,,27.6,5.8,13.2,0.0,0.0,0.0,0.0,0.0,
1981,34774,22076,294.1,,28.9,6.7,12.8,0.0,0.0,0.0,0.0,0.0,
1982,35510,22571,305.2286,,30.2,7.6,12.4,0.0,0.0,0.0,0.0,0.0,
1983,36517,23209,316.3571,,31.5,8.5,12.0,0.0,0.0,0.0,0.0,0.0,
1984,37171,23650,327.4857,,32.8,9.4,11.6,0.0,0.0,0.0,0.0,0.0,
1985,37856,24106,338.6143,,34.1,10.3,11.2,0.0,0.0,0.0,0.0,0.0,
1986,38173,24403,349.7429,,35.4,11.2,10.8,0.0,0.0,0.0,0.0,0.0,
1987,38548,24722,360.8714,,36.7,12.1,10.4,0.0,0.0,0.0,0.0,0.0,
1988,38345,24645,372.0,,38.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,
1989,38584,24831,527.7286,,43.6,14.4,11.8,0.0,0.0,0.0,0.0,0.0,
1990,38830,25208,683.4572,,49.2,15.8,13.6,0.0,0.0,0.0,0.0,0.0,
1991,39125,25300,839.1857,,54.8,17.2,15.4,0.0,0.0,0.0,0.0,0.0,
1992,39674,25576,994.9142,,60.4,18.6,17.2,0.0,0.0,0.0,0.0,0.0,
1993,40674,26211,1150.643,,66.0,20.0,19.0,0.0,0.0,0.0,0.0,0.0,
1994,41964,27112,1306.371,,74.0,31.25,18.0,0.0,0.0,0.0,0.0,0.0,
1995,43361,28128,1462.1,,65.0,42.5,17.0,0.0,0.0,0.0,0.0,0.0,
1996,44441,28929,1617.828,,52.0,53.75,16.0,0.0,0.0,0.0,0.0,0.0,
1997,45793,29806,1773.557,,77.0,65.0,15.0,0.0,0.0,0.0,0.0,0.0,
1998,46939,30650,1929.286,,47.0,35.0,14.0,0.0,0.0,0.0,0.0,0.0,
1999,48098,31407,2242.143,,102.0,64.0,13.0,2.0,0.0,0.0,0.0,0.0,
2000,48621,31709,2120.476,3882.0,127.6667,54.0,19.5,0.0,0.0,0.0,0.0,0.0,88.0
2001,49083,32153,1998.81,4245.0,153.3333,44.0,26.0,0.0,0.0,0.0,0.0,0.0,98.0
2002,49659,32552,1877.1429999999998,4608.0,179.0,34.0,32.5,0.0,0.0,0.0,0.0,0.0,115.0
2003,49968,32734,1755.476,6692.0,204.6667,24.0,39.0,0.0,0.0,0.0,0.0,0.0,143.0
2004,50624,33143,1633.81,5331.0,230.3333,14.0,45.5,0.0,0.0,0.0,0.0,0.0,141.0
2005,50990,33472,1512.1429999999998,4643.0,256.0,4.0,52.0,0.0,0.0,0.0,17.0,0.0,258.0
2006,55153,36313,1833.875,5749.0,266.375,30.625,63.0,0.0,0.0,0.0,17.375,0.0,360.0
2007,56053,36807,2155.607,5513.0,276.75,57.25,74.0,0.0,0.0,0.0,17.75,0.0,406.0
2008,56538,36951,2477.339,5246.0,287.125,83.875,85.0,0.0,0.0,0.0,18.125,0.0,361.0
2009,56085,36469,2799.072,4831.0,297.5,110.5,96.0,0.0,0.0,0.0,18.5,0.0,400.0
2010,55747,36287,3120.804,4704.0,307.875,137.125,107.0,0.0,0.0,0.0,18.875,0.0,314.0
2011,55699,36253,3442.5359999999996,3923.0,318.25,163.75,118.0,0.0,0.0,0.0,19.25,0.0,256.0
2012,55432,35932,3764.268,4108.0,328.625,190.375,129.0,0.0,0.0,0.0,19.625,0.0,301.0
2013,54996,35277,4086.0,4086.0,339.0,217.0,140.0,0.0,158.0,0.0,20.0,0.0,339.0
2014,54830,35078,4047.5,,318.0,258.5,112.5,0.0,171.0,0.0,22.0,0.0,
2015,55130,35114,4009.0,,297.0,300.0,85.0,0.0,184.0,0.0,24.0,0.0,
2016,54941,34830,,,,,,,,,,,
