year,total_pop,total_pop_15to64,total_jail_adm,total_jail_adm_dcrp,total_jail_pop,total_jail_pretrial,jail_from_state_prison,jail_from_other_state_prison,jail_from_state_jail,jail_from_other_state_jail,jail_from_fed,jail_from_ice,total_jail_pop_dcrp
1970,30058,16483,0.0,,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,
1971,31411,17446,0.0,,15.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,
1972,33131,18709,0.0,,19.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,
1973,33637,19203,0.0,,22.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,
1974,34283,19802,0.0,,26.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,
1975,35764,20926,0.0,,29.5,9.5,0.0,0.0,0.0,0.0,0.0,0.0,
1976,36927,21866,0.0,,33.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,
1977,38397,22994,0.0,,36.5,10.5,0.0,0.0,0.0,0.0,0.0,0.0,
1978,39930,24160,2085.714,,40.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,
1979,40915,24923,2084.572,,41.2,11.4,13.2,0.0,0.0,0.0,0.0,0.0,
1980,41719,25560,2083.429,,42.4,11.8,14.4,0.0,0.0,0.0,0.0,0.0,
1981,42307,26172,2082.286,,43.6,12.2,15.6,0.0,0.0,0.0,0.0,0.0,
1982,42829,26687,2081.143,,44.8,12.6,16.8,0.0,0.0,0.0,0.0,0.0,
1983,42892,26883,2080.0,,46.0,13.0,18.0,0.0,1.0,0.0,0.0,0.0,
1984,43460,27414,1799.2,,45.8,24.6,19.6,0.0,5.7,0.0,0.0,0.0,
1985,45657,28958,1518.4,,45.6,36.2,21.2,0.0,10.4,0.0,0.0,0.0,
1986,47338,30292,1237.6,,45.4,47.8,22.8,0.0,15.1,0.0,0.0,0.0,
1987,48223,31098,956.8,,45.2,59.4,24.4,0.0,19.8,0.0,0.0,0.0,
1988,51128,33163,676.0,,45.0,71.0,26.0,0.0,24.5,0.0,0.0,0.0,
1989,52563,34243,850.9412,,76.0,82.6,27.2,0.0,29.2,0.0,0.0,0.0,
1990,54271,35748,1025.882,,107.0,94.2,28.4,0.0,33.9,0.0,0.0,0.0,
1991,55698,36595,1200.823,,138.0,105.8,29.6,0.0,38.6,0.0,0.0,0.0,
1992,57978,38018,1375.765,,169.0,117.4,30.8,0.0,43.3,0.0,0.0,0.0,
1993,60846,40005,1550.7060000000001,,200.0,129.0,32.0,0.0,48.0,0.0,26.0,0.0,
1994,63358,41731,1725.6470000000002,,205.0,147.5833,30.58333,0.0,52.7,0.0,33.58333,0.0,
1995,65915,43553,1900.588,,210.0,166.1667,29.16667,0.0,57.4,0.0,41.16667,0.0,
1996,67875,44916,2075.529,,215.0,184.75,27.75,0.0,62.1,0.0,48.75,0.0,
1997,70321,46508,2250.471,,220.0,203.3333,26.33333,0.0,66.8,0.0,56.333330000000004,0.0,
1998,72232,47764,2425.4120000000003,,225.0,221.9167,24.91667,0.0,71.5,0.0,63.916669999999996,0.0,
1999,73640,48725,2600.353,,230.0,240.5,23.5,0.0,76.2,0.0,71.5,0.0,
2000,75089,49714,2775.2940000000003,3907.0,251.6667,259.0833,22.08333,0.0,80.9,0.0,79.08334,0.0,190.0
2001,76580,50733,2950.235,3907.0,273.3333,277.6667,20.66667,0.0,85.6,0.0,86.66666,0.0,251.0
2002,78092,51789,3125.177,4802.0,295.0,296.25,19.25,0.0,90.3,0.0,94.25,0.0,304.0
2003,79997,53243,3300.118,4802.0,316.6667,314.8333,17.83333,0.0,95.0,0.0,101.8333,0.0,304.0
2004,82283,54938,3475.059,3750.0,338.3333,333.4167,16.41667,0.0,99.7,0.0,109.4167,0.0,265.0
2005,84846,56678,3650.0,4125.0,360.0,352.0,15.0,5.0,104.4,0.0,117.0,5.0,440.0
2006,87844,58701,3883.5,4500.0,357.875,346.75,15.875,5.0,109.1,0.0,111.375,0.0,450.0
2007,90195,60389,4117.0,4875.0,355.75,341.5,16.75,5.0,113.8,0.0,105.75,0.0,450.0
2008,92274,61906,4350.5,5250.0,353.625,336.25,17.625,5.0,118.5,0.0,100.125,0.0,355.0
2009,94071,63045,4584.0,5625.0,351.5,331.0,18.5,5.0,123.2,0.0,94.5,0.0,360.0
2010,95203,63946,4817.5,6000.0,349.375,325.75,19.375,5.0,127.9,0.0,88.875,0.0,380.0
2011,95530,64317,5051.0,5200.0,347.25,320.5,20.25,5.0,132.6,0.0,83.25,0.0,300.0
2012,96872,65320,5284.5,5700.0,345.125,315.25,21.125,5.0,137.3,0.0,77.625,0.0,325.0
2013,98004,65905,5518.0,5518.0,343.0,310.0,22.0,5.0,142.0,0.0,72.0,0.0,343.0
2014,99417,66946,5518.0,,343.0,310.0,22.0,5.0,142.0,0.0,72.0,0.0,
2015,100788,67568,5518.0,,343.0,310.0,22.0,5.0,142.0,0.0,72.0,0.0,
2016,102364,68568,,,,,,,,,,,
