year,total_pop,total_pop_15to64,total_jail_adm,total_jail_adm_dcrp,total_jail_pop,total_jail_pretrial,jail_from_state_prison,jail_from_other_state_prison,jail_from_state_jail,jail_from_other_state_jail,jail_from_fed,jail_from_ice,total_jail_pop_dcrp
1970,11789,5804,0.0,,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,
1971,11575,5737,0.0,,7.875,3.875,0.0,0.0,0.0,0.0,0.0,0.0,
1972,11527,5795,0.0,,7.75,3.75,0.0,0.0,0.0,0.0,0.0,0.0,
1973,11161,5668,0.0,,7.625,3.625,0.0,0.0,0.0,0.0,0.0,0.0,
1974,10753,5532,0.0,,7.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,
1975,10528,5481,0.0,,7.375,3.375,0.0,0.0,0.0,0.0,0.0,0.0,
1976,10398,5456,0.0,,7.25,3.25,0.0,0.0,0.0,0.0,0.0,0.0,
1977,10094,5340,0.0,,7.125,3.125,0.0,0.0,0.0,0.0,0.0,0.0,
1978,9870,5239,1825.0,,7.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,
1979,9698,5184,1568.8,,11.6,2.6,4.4,0.0,0.0,0.0,0.0,0.0,
1980,9584,5178,1312.6,,16.2,2.2,7.8,0.0,0.0,0.0,0.0,0.0,
1981,9360,5079,1056.4,,20.8,1.8,11.2,0.0,0.0,0.0,0.0,0.0,
1982,9435,5140,800.2,,25.4,1.4,14.6,0.0,0.0,0.0,0.0,0.0,
1983,9232,5039,544.0,,30.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,
1984,9154,5012,578.8,,30.0,1.8,17.6,0.0,0.0,0.0,0.0,0.0,
1985,8804,4830,613.6,,30.0,2.6,17.2,0.0,0.0,0.0,0.0,0.0,
1986,8704,4817,648.4,,30.0,3.4,16.8,0.0,0.0,0.0,0.0,0.0,
1987,8550,4768,683.2,,30.0,4.2,16.4,0.0,0.0,0.0,0.0,0.0,
1988,8180,4588,718.0,,30.0,5.0,16.0,0.0,0.0,0.0,0.0,0.0,
1989,8332,4686,783.1177,,31.6,4.2,14.4,0.0,0.0,0.0,0.0,0.0,
1990,8167,4642,848.2353,,33.2,3.4,12.8,0.0,0.0,0.0,0.0,0.0,
1991,8186,4721,913.3530000000001,,34.8,2.6,11.2,0.0,0.0,0.0,0.0,0.0,
1992,8268,4800,978.4706,,36.4,1.8,9.6,0.0,0.0,0.0,0.0,0.0,
1993,8463,4965,1043.588,,38.0,1.0,8.0,0.0,0.0,0.0,1.0,0.0,
1994,8736,5190,1108.7060000000001,,41.16667,6.3333330000000005,7.875,0.0,0.0,0.0,0.0,0.0,
1995,8661,5215,1173.823,,44.33333,11.66667,7.75,0.0,0.0,0.0,0.0,0.0,
1996,8776,5363,1238.941,,47.5,17.0,7.625,0.0,0.0,0.0,0.0,0.0,
1997,8939,5530,1304.059,,50.66667,22.33333,7.5,0.0,0.0,0.0,0.0,0.0,
1998,9060,5682,1369.1770000000001,,53.833330000000004,27.66667,7.375,0.0,0.0,0.0,0.0,0.0,
1999,9091,5752,1434.2939999999999,,57.0,33.0,7.25,0.0,0.0,0.0,0.0,0.0,
2000,9242,5905,1499.412,2652.0,61.833330000000004,38.33333,7.125,0.0,0.0,0.0,0.0,0.0,82.0
2001,9416,5992,1564.529,2559.0,66.66666,43.66667,7.0,0.0,0.0,0.0,0.0,0.0,82.0
2002,9823,6227,1629.6470000000002,2429.0,71.5,49.0,6.875,0.0,0.0,0.0,0.0,0.0,82.0
2003,10142,6377,1694.765,2100.0,76.33334,54.333330000000004,6.75,0.0,0.0,0.0,0.0,0.0,93.0
2004,10221,6468,1759.882,2250.0,81.16666,59.666669999999996,6.625,0.0,0.0,0.0,0.0,0.0,78.0
2005,10425,6646,1825.0,2277.0,86.0,65.0,6.5,0.0,0.0,0.0,0.0,0.0,133.0
2006,10723,6855,1772.8570000000002,2303.0,70.0,65.5,6.375,0.0,0.0,0.0,0.0,0.0,88.0
2007,10853,6880,11080.36,2330.0,70.0,66.0,6.25,0.0,0.0,0.0,0.0,0.0,63.0
2008,10910,7020,20387.86,2356.0,57.0,57.0,6.125,0.0,0.0,0.0,0.0,0.0,68.0
2009,10862,7072,3128.571,2383.0,74.0,70.0,6.0,0.0,0.0,0.0,0.0,0.0,76.0
2010,10778,7011,2085.714,2145.0,65.0,58.0,5.0,0.0,58.0,0.0,0.0,0.0,58.0
2011,10761,6998,2085.714,1900.0,50.0,1.0,1.0,0.0,58.0,0.0,0.0,0.0,61.0
2012,10580,6897,2242.143,2074.0,58.0,21.0,8.0,0.0,58.0,0.0,0.0,0.0,66.0
2013,10430,6755,2252.0,2252.0,68.0,41.0,2.0,0.0,58.0,0.0,0.0,0.0,68.0
2014,10448,6744,5318.571,,72.0,61.0,5.0,0.0,58.0,0.0,0.0,0.0,
2015,10491,6745,5318.571,,72.0,61.0,5.0,0.0,58.0,0.0,0.0,0.0,
2016,10260,6555,,,,,,,,,,,
