year,total_pop,total_pop_15to64,total_jail_adm,total_jail_adm_dcrp,total_jail_pop,total_jail_pretrial,jail_from_state_prison,jail_from_other_state_prison,jail_from_state_jail,jail_from_other_state_jail,jail_from_fed,jail_from_ice,total_jail_pop_dcrp
1970,20398,12373,0.0,,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,
1971,21478,13075,0.0,,5.125,4.875,0.0,0.0,0.0,0.0,0.0,0.0,
1972,21614,13159,0.0,,5.25,4.75,0.0,0.0,0.0,0.0,0.0,0.0,
1973,21655,13191,0.0,,5.375,4.625,0.0,0.0,0.0,0.0,0.0,0.0,
1974,22082,13468,0.0,,5.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,
1975,22542,13764,0.0,,5.625,4.375,0.0,0.0,0.0,0.0,0.0,0.0,
1976,22843,14037,0.0,,5.75,4.25,0.0,0.0,0.0,0.0,0.0,0.0,
1977,23259,14372,0.0,,5.875,4.125,0.0,0.0,0.0,0.0,0.0,0.0,
1978,23546,14601,260.7143,,6.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,
1979,24050,14973,270.9714,,6.2,3.8,0.0,0.0,0.0,0.0,0.0,0.0,
1980,24075,15001,281.2286,,6.4,3.6,0.0,0.0,0.0,0.0,0.0,0.0,
1981,24193,15133,291.4857,,6.6,3.4,0.0,0.0,0.0,0.0,0.0,0.0,
1982,23939,15029,301.7429,,6.8,3.2,0.0,0.0,0.0,0.0,0.0,0.0,
1983,24157,15199,312.0,,7.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,
1984,23918,15102,349.0,,6.6,3.6,2.8,0.0,0.0,0.0,0.0,0.0,
1985,23725,15027,386.0,,6.2,4.2,3.6,0.0,0.0,0.0,0.0,0.0,
1986,24078,15342,423.0,,5.8,4.8,4.4,0.0,0.0,0.0,0.0,0.0,
1987,23818,15252,460.0,,5.4,5.4,5.2,0.0,0.0,0.0,0.0,0.0,
1988,23885,15364,497.0,,5.0,6.0,6.0,0.0,2.0,0.0,0.0,0.0,
1989,23526,15186,480.2597,,7.0,7.8,7.272727000000001,0.0,2.181818,0.0,0.0,0.0,
1990,23300,15184,463.5195,,9.0,9.6,8.545455,0.0,2.363636,0.0,0.0,0.0,
1991,23652,15397,446.7792,,11.0,11.4,9.818182,0.0,2.545455,0.0,0.0,0.0,
1992,23721,15420,430.0389,,13.0,13.2,11.090910000000001,0.0,2.727273,0.0,0.0,0.0,
1993,23973,15608,413.2987,,15.0,15.0,12.36364,0.0,2.909091,0.0,0.0,0.0,
1994,24094,15735,396.5584,,19.16667,17.66667,13.63636,0.0,3.090909,0.0,0.0,0.0,
1995,24276,15889,379.8181,,23.33333,20.33333,14.909089999999999,0.0,3.272727,0.0,0.0,0.0,
1996,24630,16146,363.0779,,27.5,23.0,16.181820000000002,0.0,3.4545449999999995,0.0,0.0,0.0,
1997,25019,16365,346.3376,,31.66667,25.66667,17.45455,0.0,3.636364,0.0,0.0,0.0,
1998,25233,16482,329.5974,,35.83333,28.33333,18.72727,0.0,3.818182,0.0,0.0,0.0,
1999,25388,16575,312.8571,,40.0,31.0,20.0,0.0,4.0,0.0,0.0,0.0,
2000,25662,16780,634.4047,3000.0,43.33333,30.07143,18.66667,0.0,7.5,0.0,0.0,0.0,32.0
2001,25452,16642,955.9523,2441.0,46.66667,29.14286,17.33333,0.0,11.0,0.0,0.0,0.0,43.0
2002,25463,16699,1277.5,2820.0,50.0,28.21428,16.0,0.0,14.5,0.0,0.0,0.0,43.0
2003,25611,16756,1599.0479999999998,2324.0,53.333330000000004,27.28572,14.666670000000002,0.0,18.0,0.0,0.0,0.0,45.0
2004,25568,16750,1920.595,1250.0,56.666669999999996,26.35714,13.333329999999998,0.0,21.5,0.0,0.0,0.0,55.0
2005,25608,16824,2242.143,2384.0,60.0,25.42857,12.0,1.0,25.0,0.0,0.0,0.0,66.0
2006,25463,16689,2219.875,3200.0,61.375,24.5,14.75,1.0,22.125,0.0,0.0,0.0,77.0
2007,25370,16607,2197.607,2800.0,62.75,23.57143,17.5,1.0,19.25,0.0,0.0,0.0,73.0
2008,25481,16701,2175.339,2500.0,64.125,22.64286,20.25,1.0,16.375,0.0,0.0,0.0,72.0
2009,25553,16691,2153.071,2276.0,65.5,21.71428,23.0,1.0,13.5,0.0,0.0,0.0,76.0
2010,25276,16467,2130.803,3295.0,66.875,20.78572,25.75,1.0,10.625,0.0,0.0,0.0,70.0
2011,25227,16416,2108.536,3185.0,68.25,19.85714,28.5,1.0,7.75,0.0,0.0,0.0,64.0
2012,25353,16437,2086.268,2120.0,69.625,18.92857,31.25,1.0,4.875,0.0,0.0,0.0,58.0
2013,25351,16220,2064.0,2064.0,71.0,18.0,34.0,1.0,2.0,0.0,0.0,0.0,71.0
2014,25468,16257,2064.0,,71.0,18.0,34.0,1.0,2.0,0.0,0.0,0.0,
2015,25405,16218,2064.0,,71.0,18.0,34.0,1.0,2.0,0.0,0.0,0.0,
2016,25417,16220,,,,,,,,,,,
