year,total_pop,total_pop_15to64,total_jail_adm,total_jail_adm_dcrp,total_jail_pop,total_jail_pretrial,jail_from_state_prison,jail_from_other_state_prison,jail_from_state_jail,jail_from_other_state_jail,jail_from_fed,jail_from_ice,total_jail_pop_dcrp
1970,15163,8748,0.0,,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,
1971,15668,9115,0.0,,8.625,8.375,0.0,0.0,0.0,0.0,0.0,0.0,
1972,15626,9139,0.0,,8.25,7.75,0.0,0.0,0.0,0.0,0.0,0.0,
1973,15648,9211,0.0,,7.875,7.125,0.0,0.0,0.0,0.0,0.0,0.0,
1974,15542,9173,0.0,,7.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,
1975,15761,9357,0.0,,7.125,5.875,0.0,0.0,0.0,0.0,0.0,0.0,
1976,16128,9629,0.0,,6.75,5.25,0.0,0.0,0.0,0.0,0.0,0.0,
1977,16370,9764,0.0,,6.375,4.625,0.0,0.0,0.0,0.0,0.0,0.0,
1978,16658,9932,365.0,,6.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,
1979,16826,10016,405.0,,6.6,3.8,2.0,0.0,0.0,0.0,0.0,0.0,
1980,16908,10096,445.0,,7.2,3.6,3.0,0.0,0.0,0.0,0.0,0.0,
1981,16774,10039,485.0,,7.8,3.4,4.0,0.0,0.0,0.0,0.0,0.0,
1982,17066,10234,525.0,,8.4,3.2,5.0,0.0,0.0,0.0,0.0,0.0,
1983,17116,10274,565.0,,9.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,
1984,17147,10306,565.0,,10.0,4.2,6.2,0.0,0.0,0.0,0.0,0.0,
1985,17128,10307,565.0,,11.0,5.4,6.4,0.0,0.0,0.0,0.0,0.0,
1986,17139,10358,565.0,,12.0,6.6,6.6,0.0,0.0,0.0,0.0,0.0,
1987,17075,10361,565.0,,13.0,7.8,6.8,0.0,0.0,0.0,0.0,0.0,
1988,17004,10342,565.0,,14.0,9.0,7.0,0.0,4.0,0.0,0.0,0.0,
1989,17228,10499,594.2208,,17.2,10.2,7.2,0.0,6.8,0.0,0.0,0.0,
1990,17293,10656,623.4416,,20.4,11.4,7.4,0.0,9.6,0.0,0.0,0.0,
1991,17264,10636,652.6624,,23.6,12.6,7.6,0.0,12.4,0.0,0.0,0.0,
1992,17281,10620,681.8831,,26.8,13.8,7.8,0.0,15.2,0.0,0.0,0.0,
1993,17274,10654,711.1039,,30.0,15.0,8.0,0.0,18.0,0.0,0.0,0.0,
1994,17358,10720,740.3247,,29.16667,18.33333,10.0,0.0,0.0,0.0,0.0,0.0,
1995,17553,10905,769.5455,,28.33333,21.66667,12.0,0.0,0.0,0.0,0.0,0.0,
1996,17612,10966,798.7662,,27.5,25.0,14.0,0.0,0.0,0.0,0.0,0.0,
1997,17746,11080,827.987,,26.66667,28.33333,16.0,0.0,0.0,0.0,0.0,0.0,
1998,17880,11212,857.2078,,25.83333,31.66667,18.0,0.0,0.0,0.0,0.0,0.0,
1999,17990,11303,886.4286,,25.0,35.0,20.0,0.0,0.0,0.0,0.0,0.0,
2000,17749,11187,825.5953,416.0,27.5,33.0,16.83333,0.0,0.0,0.0,0.0,0.0,65.0
2001,17556,11015,764.7619,416.0,30.0,31.0,13.666670000000002,0.0,0.0,0.0,0.0,0.0,34.0
2002,17402,10911,703.9286,416.0,32.5,29.0,10.5,0.0,0.0,0.0,0.0,0.0,50.0
2003,17235,10767,643.0953,416.0,35.0,27.0,7.3333330000000005,0.0,0.0,0.0,0.0,0.0,50.0
2004,17133,10695,582.2619,792.0,37.5,25.0,4.1666669999999995,0.0,0.0,0.0,0.0,0.0,32.0
2005,16905,10674,521.4286,809.0,40.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,40.0
2006,16976,10749,521.4286,851.0,40.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,60.0
2007,16857,10668,521.4286,850.0,40.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,60.0
2008,16772,10589,521.4286,1002.0,40.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,51.0
2009,16671,10498,521.4286,962.0,40.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,42.0
2010,16732,10595,521.4286,826.0,40.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,48.0
2011,16731,10587,521.4286,820.0,40.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,46.0
2012,16696,10531,521.4286,730.0,40.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,43.0
2013,16532,10384,521.4286,730.0,40.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,43.0
2014,16421,10267,521.4286,,40.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,
2015,16277,10147,521.4286,,40.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,
2016,16023,9987,,,,,,,,,,,
