year,total_pop,total_pop_15to64,total_jail_adm,total_jail_adm_dcrp,total_jail_pop,total_jail_pretrial,jail_from_state_prison,jail_from_other_state_prison,jail_from_state_jail,jail_from_other_state_jail,jail_from_fed,jail_from_ice,total_jail_pop_dcrp
1970,24050,13126,0.0,,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
1971,24217,13380,0.0,,4.375,1.875,0.0,0.0,0.0,0.0,0.0,0.0,
1972,25930,14600,0.0,,4.75,1.75,0.0,0.0,0.0,0.0,0.0,0.0,
1973,27502,15767,0.0,,5.125,1.625,0.0,0.0,0.0,0.0,0.0,0.0,
1974,28340,16481,0.0,,5.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,
1975,28581,16795,0.0,,5.875,1.375,0.0,0.0,0.0,0.0,0.0,0.0,
1976,28575,16978,0.0,,6.25,1.25,0.0,0.0,0.0,0.0,0.0,0.0,
1977,28406,17035,0.0,,6.625,1.125,0.0,0.0,0.0,0.0,0.0,0.0,
1978,28765,17438,1929.286,,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
1979,28950,17713,2006.229,,9.6,2.6,0.0,0.0,0.0,0.0,0.0,0.0,
1980,29332,18065,2083.1710000000003,,12.2,4.2,0.0,0.0,0.0,0.0,0.0,0.0,
1981,29600,18297,2160.114,,14.8,5.8,0.0,0.0,0.0,0.0,0.0,0.0,
1982,29814,18479,2237.0570000000002,,17.4,7.4,0.0,0.0,0.0,0.0,0.0,0.0,
1983,30065,18660,2314.0,,20.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,
1984,30031,18686,1770.5,,19.5,9.5,8.6,0.0,0.0,0.0,0.0,0.0,
1985,30059,18731,1227.0,,19.0,10.0,7.2,0.0,0.0,0.0,0.0,0.0,
1986,30532,19134,700.0,,18.0,11.0,5.8,0.0,0.0,0.0,0.0,0.0,
1987,30088,18946,860.0,,15.0,5.0,4.4,0.0,0.0,0.0,0.0,0.0,
1988,30461,19249,3148.0,,34.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,
1989,30411,19258,1163.0,,25.0,15.0,3.764706,0.0,0.0,0.0,0.0,0.0,
1990,30471,19510,1407.0,,31.0,28.0,4.529412000000001,0.0,0.0,0.0,0.0,0.0,
1991,31181,19977,1200.0,,30.0,14.0,5.294117,0.0,0.0,0.0,0.0,0.0,
1992,31487,20142,1207.3980000000001,,25.0,17.0,6.0588239999999995,0.0,0.0,0.0,0.0,0.0,
1993,31783,20420,1214.796,,56.0,19.0,6.823529,0.0,0.0,0.0,0.0,0.0,
1994,32085,20703,1222.194,,57.333330000000004,21.0,7.588235000000001,0.0,0.0,0.0,0.0,0.0,
1995,32706,21205,1229.5919999999999,,58.666669999999996,23.0,8.352942,0.0,0.0,0.0,0.0,0.0,
1996,33034,21478,1236.99,,60.0,25.0,9.117647,0.0,0.0,0.0,0.0,0.0,
1997,33113,21616,1244.388,,61.333330000000004,27.0,9.882353,0.0,0.0,0.0,0.0,0.0,
1998,34325,22827,1251.786,,62.666669999999996,29.0,10.64706,0.0,0.0,0.0,0.0,0.0,
1999,34639,23103,1259.184,,64.0,31.0,11.411769999999999,0.0,0.0,0.0,0.0,0.0,
2000,35004,23428,1266.5819999999999,2529.0,65.33334,33.0,12.17647,0.0,0.0,0.0,0.0,0.0,240.0
2001,35052,23481,1273.98,2011.0,66.66666,35.0,12.941180000000001,0.0,0.0,0.0,0.0,0.0,188.0
2002,35345,23780,1281.378,1761.0,68.0,37.0,13.705879999999999,0.0,0.0,0.0,0.0,0.0,87.0
2003,35767,24206,1288.776,2105.0,69.33334,39.0,14.47059,0.0,0.0,0.0,0.0,0.0,99.0
2004,35720,24297,1296.173,1959.0,70.66666,41.0,15.235289999999999,0.0,0.0,0.0,0.0,0.0,99.0
2005,36052,24471,1303.5710000000001,2094.0,72.0,43.0,16.0,0.0,0.0,0.0,0.0,0.0,100.0
2006,36374,24747,1348.265,1945.0,85.0,48.0,37.0,0.0,0.0,0.0,0.0,0.0,100.0
2007,36950,25170,1392.9589999999998,1796.0,90.0,55.0,34.57143,0.0,0.0,0.0,0.0,0.0,100.0
2008,37351,25347,1437.6529999999998,1648.0,90.0,57.0,32.14286,0.0,0.0,0.0,0.0,0.0,87.0
2009,37231,25279,1482.3470000000002,1499.0,72.0,50.0,29.71428,0.0,0.0,0.0,0.0,0.0,62.0
2010,37139,25281,1527.0410000000002,1350.0,74.0,47.33333,27.28572,0.0,0.0,0.0,0.0,0.0,100.0
2011,37050,25226,1571.735,1525.0,71.5,44.66667,24.85714,0.0,0.0,0.0,0.0,0.0,100.0
2012,36742,24955,1616.4289999999999,1686.0,69.0,42.0,22.42857,0.0,15.0,0.0,0.0,0.0,100.0
2013,36543,24646,25.0,1686.0,85.0,62.0,20.0,0.0,27.5,0.0,0.0,0.0,100.0
2014,36451,24473,521.4286,,45.0,40.0,10.0,0.0,40.0,0.0,0.0,0.0,
2015,36166,24094,521.4286,,45.0,40.0,10.0,0.0,40.0,0.0,0.0,0.0,
2016,35887,23745,,,,,,,,,,,
