year,total_pop,total_pop_15to64,total_jail_adm,total_jail_adm_dcrp,total_jail_pop,total_jail_pretrial,jail_from_state_prison,jail_from_other_state_prison,jail_from_state_jail,jail_from_other_state_jail,jail_from_fed,jail_from_ice,total_jail_pop_dcrp
1970,36063,20343,0.0,,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,
1971,36782,21019,0.0,,12.625,4.75,0.0,0.0,0.0,0.0,0.0,0.0,
1972,39857,23214,0.0,,13.25,5.5,0.0,0.0,0.0,0.0,0.0,0.0,
1973,45180,26872,0.0,,13.875,6.25,0.0,0.0,0.0,0.0,0.0,0.0,
1974,47523,28656,0.0,,14.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,
1975,48587,29588,0.0,,15.125,7.75,0.0,0.0,0.0,0.0,0.0,0.0,
1976,50022,30934,0.0,,15.75,8.5,0.0,0.0,0.0,0.0,0.0,0.0,
1977,50969,31911,0.0,,16.375,9.25,0.0,0.0,0.0,0.0,0.0,0.0,
1978,51877,32844,3597.857,,17.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,
1979,53094,34019,3595.886,,19.4,11.4,0.0,0.0,0.0,0.0,0.0,0.0,
1980,54012,34855,3593.914,,21.8,12.8,0.0,0.0,0.0,0.0,0.0,0.0,
1981,54207,35182,3591.9429999999998,,24.2,14.2,0.0,0.0,0.0,0.0,0.0,0.0,
1982,54530,35575,3589.9709999999995,,26.6,15.6,0.0,0.0,0.0,0.0,0.0,0.0,
1983,55183,36127,3588.0,,29.0,17.0,10.0,0.0,0.0,0.0,0.0,0.0,
1984,55568,36542,3388.5,,30.0,18.5,11.9,0.0,0.0,0.0,0.0,0.0,
1985,57465,37945,3189.0,,31.0,20.0,13.8,0.0,0.0,0.0,0.0,0.0,
1986,58402,38837,2780.0,,58.0,37.0,15.7,0.0,0.0,0.0,0.0,0.0,
1987,61750,41322,3359.0,,56.0,32.0,17.6,0.0,0.0,0.0,0.0,0.0,
1988,63863,42950,3051.0,,62.0,13.0,19.5,0.0,4.0,0.0,0.0,0.0,
1989,66074,44608,3129.156,,73.6,17.8,21.4,0.0,3.857143,0.0,0.0,0.0,
1990,68620,46809,3207.312,,85.2,22.6,23.3,0.0,3.714286,0.0,0.0,0.0,
1991,71358,48466,3285.468,,96.8,27.4,25.2,0.0,3.571429,0.0,0.0,0.0,
1992,73888,49905,3363.623,,108.4,32.2,27.1,0.0,3.428571,0.0,0.0,0.0,
1993,76921,51911,3441.7790000000005,,120.0,37.0,29.0,0.0,3.285714,0.0,0.0,0.0,
1994,80629,54228,3519.935,,133.3333,53.333330000000004,31.58333,0.0,3.142857,0.0,0.0,0.0,
1995,84217,56643,3598.091,,146.6667,69.66666,34.16667,0.0,3.0,0.0,0.0,0.0,
1996,88550,59567,3676.2470000000003,,160.0,86.0,36.75,0.0,2.857143,0.0,0.0,0.0,
1997,93282,62619,3754.403,,173.3333,102.3333,39.33333,0.0,2.714286,0.0,0.0,0.0,
1998,98339,66062,3832.559,,186.6667,118.6667,41.91667,0.0,2.571429,0.0,0.0,0.0,
1999,103344,69439,3910.7140000000004,,200.0,135.0,44.5,0.0,2.428571,0.0,0.0,0.0,
2000,108714,73114,4588.571,7284.0,225.0,148.8333,47.08333,0.0,2.285714,0.0,0.0,0.0,153.0
2001,113401,76332,5266.429,7284.0,250.0,162.6667,49.66667,0.0,2.142857,0.0,0.0,0.0,275.0
2002,118603,79581,5944.286,7284.0,275.0,176.5,52.25,0.0,2.0,0.0,0.0,0.0,275.0
2003,124347,83372,6622.143,7284.0,300.0,190.3333,54.833330000000004,0.0,1.857143,0.0,0.0,0.0,410.0
2004,130767,87628,7300.0,7284.0,325.0,204.1667,57.416669999999996,0.0,1.714286,0.0,0.0,0.0,275.0
2005,136915,91569,7977.857,7284.0,350.0,218.0,60.0,0.0,1.5714290000000002,0.0,0.0,0.0,371.0
2006,145220,97046,9229.286,7284.0,371.0,256.0,56.5,0.0,1.4285709999999998,0.0,0.0,0.0,368.0
2007,150688,100630,9542.143,7284.0,391.0,351.0,53.0,0.0,1.285714,0.0,0.0,0.0,350.0
2008,156214,104077,10115.71,7284.0,390.0,313.0,49.5,0.0,1.142857,0.0,0.0,0.0,413.0
2009,159706,106222,9125.0,7284.0,434.0,149.0,46.0,0.0,1.0,0.0,0.0,0.0,375.0
2010,161264,107108,9646.429,7284.0,405.0,397.0,44.5,0.0,79.5,0.0,0.0,0.0,375.0
2011,161771,107512,8447.143,7284.0,395.0,390.0,43.0,0.0,158.0,0.0,14.0,14.0,380.0
2012,163977,109144,7143.571,6536.0,365.0,341.0,31.0,0.0,236.5,0.0,14.0,0.0,359.0
2013,166356,110398,9068.0,9068.0,333.0,315.0,19.0,0.0,315.0,0.0,14.0,0.0,333.0
2014,168314,111813,9020.714,,350.0,323.0,23.0,0.0,323.0,0.0,14.0,0.0,
2015,170640,113455,9020.714,,350.0,323.0,23.0,0.0,323.0,0.0,14.0,0.0,
2016,173084,114941,,,,,,,,,,,
