yfips,year,fips,state,us_state_or_territory,county_name,total_pop,total_pop_15to64,female_pop_15to64,male_pop_15to64,asian_pop_15to64,black_pop_15to64,latino_pop_15to64,native_pop_15to64,other_pop_15to64,white_pop_15to64,urbanicity,region,division,commuting_zone,metro_area,land_area,total_jail_adm,total_jail_adm_dcrp,female_jail_adm_dcrp,male_jail_adm_dcrp,total_jail_pop,female_jail_pop,male_jail_pop,asian_jail_pop,black_jail_pop,latino_jail_pop,native_jail_pop,white_jail_pop,total_jail_pretrial,female_jail_pretrial,male_jail_pretrial,jail_from_state_prison,jail_from_other_state_prison,jail_from_state_jail,jail_from_other_state_jail,jail_from_fed,jail_from_ice,total_jail_pop_dcrp,female_jail_pop_dcrp,male_jail_pop_dcrp,total_prison_pop,female_prison_pop,male_prison_pop,asian_prison_pop,black_prison_pop,latino_prison_pop,native_prison_pop,other_prison_pop,white_prison_pop,total_prison_adm,female_prison_adm,male_prison_adm,asian_prison_adm,black_prison_adm,latino_prison_adm,native_prison_adm,other_prison_adm,white_prison_adm,num_facilites,num_employees,confined_pop,capacity,ucr_population,index_crime,violent_crime,property_crime,murder_crime,rape_crime,robbery_crime,agr_assault_crime,burglary_crime,larceny_crime,mv_theft_crime,arson_crime
200728093,2007,28093,MS,Mississippi,Marshall County,36950,25170,12404,12766,52,12501,583,53,,11981,suburban,South,East South Central,389,32820,706.177,1392.959,1796,267,1529,90,5,102,0,79,4,0,24,55,1,54,34.57143,0,0,0,0,0,100,5,95,220.333333333,16.3333333333,204,0,158.333333333,0,0,0,62,144,11,111,0,92,0,0,0,30,1,197,993,1000,8684,539,131,408,0,6,18,107,137,247,23,1
200828093,2008,28093,MS,Mississippi,Marshall County,37351,25347,12515,12832,53,12423,592,58,,12221,suburban,South,East South Central,389,32820,706.177,1437.653,1648,212,1436,90,2,105,0,79,4,0,24,57,1,56,32.14286,0,0,0,0,0,87,2,85,232.5,17.25,215.25,0,165.5,0,0,0,67,149.75,11,111.25,0,91.5,0,0,0,30.75,1,197,993,1000,37013,1142,170,972,2,4,32,132,377,507,88,0
200928093,2009,28093,MS,Mississippi,Marshall County,37231,25279,12500,12779,52,12235,712,57,,12223,suburban,South,East South Central,389,32820,706.177,1482.347,1499,156,1343,72,7,65,0,58,3.25,0,14,50,5,45,29.71428,0,0,0,0,0,62,6,56,244.666666667,18.1666666667,226.5,0,172.666666667,0,0,0,72,155.5,11,111.5,0,91,0,0,0,31.5,1,197,993,1000,37346,852,180,672,1,1,29,149,311,307,54,0
201028093,2010,28093,MS,Mississippi,Marshall County,37139,25281,12467,12814,53,12167,763,58,,12240,suburban,South,East South Central,389,32820,706.177,1527.041,1350,100,1250,74,9,65,0,47,2.5,0,23.66667,47.33333,5,45,27.28572,0,0,0,0,0,100,5,95,256.833333333,19.0833333333,237.75,0,179.833333333,0,0,0,77,161.25,11,111.75,0,90.5,0,0,0,32.25,1,197,993,1000,9001,427,76,351,1,3,16,56,131,189,30,1
201128093,2011,28093,MS,Mississippi,Marshall County,37050,25226,12451,12775,52,12177,750,60,,12187,suburban,South,East South Central,389,32820,706.177,1571.735,1525,150,1375,71.5,6.5,65,0,36,1.75,0,33.33333,44.66667,5,45,24.85714,0,0,0,0,0,100,5,95,269,20,249,0,187,0,0,0,82,167,11,112,0,90,0,0,0,33,1,197,993,1000,9035,462,109,353,4,2,21,82,124,211,18,0
201228093,2012,28093,MS,Mississippi,Marshall County,36742,24955,12317,12638,52,12150,739,63,,11951,suburban,South,East South Central,389,32820,706.177,1616.429,1686,193,1493,69,4,65,0,25,1,0,43,42,5,45,22.42857,0,15,0,0,0,100,7,93,249,24,225,0,180,0,0,0,69,118,10,108,0,89,0,0,0,29,1,197,993,1000,8943,440,97,343,1,2,23,71,109,220,14,0
201328093,2013,28093,MS,Mississippi,Marshall County,36543,24646,12182,12464,51,12100,782,60,,11653,suburban,South,East South Central,389,32820,706.177,25,1686,193,1493,85,7,90,0,77,1.5,0,20,62,5,45,20,0,27.5,0,0,0,100,7,93,214,17,197,0,162,0,0,0,52,123,14,109,0,91,0,0,0,32,1,197,993,1000,8775,486,94,392,0,0,15,79,124,249,19,0
201428093,2014,28093,MS,Mississippi,Marshall County,36451,24473,12109,12364,57,12062,797,62,,11495,suburban,South,East South Central,389,32820,706.177,521.4286,,,,45,3,47,0,36,2,0,12,40,5,45,10,0,40,0,0,0,,,,191,14,177,0,142,0,0,0,49,132,10,122,0,103,0,0,0,29,1,197,993,1000,36342,1055,154,901,4,9,28,113,265,578,51,7
201528093,2015,28093,MS,Mississippi,Marshall County,36166,24094,11928,12166,52,11961,785,60,,11236,suburban,South,East South Central,389,32820,706.177,521.4286,,,,45,3,47,0,36,2,0,12,40,5,45,10,0,40,0,0,0,,,,183,10,173,0,135,,0,1,47,71,4,67,0,54,,0,1,16,1,197,993,1000,,,,,,,,,,,,
201628093,2016,28093,MS,Mississippi,Marshall County,35887,23745,11737,12008,51,11848,820,68,,10958,suburban,South,East South Central,389,32820,706.177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,197,993,1000,,,,,,,,,,,,
197028095,1970,28095,MS,Mississippi,Monroe County,34117,19842,10436,9406,,5207,,,6,14629,rural,South,East South Central,166,,765.093,0,,,,29,1,27,,,,,,11,0,10,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197128095,1971,28095,MS,Mississippi,Monroe County,34453,20076,10523,9553,,5272,,,7,14797,rural,South,East South Central,166,,765.093,0,,,,29.25,1.25,27.5,,,,,,11.125,0,9,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197228095,1972,28095,MS,Mississippi,Monroe County,35494,20828,10880,9948,,5473,,,8,15347,rural,South,East South Central,166,,765.093,0,,,,29.5,1.5,28,,,,,,11.25,0,8,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197328095,1973,28095,MS,Mississippi,Monroe County,35693,21035,10969,10066,,5532,,,9,15494,rural,South,East South Central,166,,765.093,0,,,,29.75,1.75,28.5,,,,,,11.375,0,7,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197428095,1974,28095,MS,Mississippi,Monroe County,35625,21058,10963,10095,,5539,,,11,15508,rural,South,East South Central,166,,765.093,0,,,,30,2,29,,,,,,11.5,0,6,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197528095,1975,28095,MS,Mississippi,Monroe County,35316,20907,10873,10034,,5518,,,14,15375,rural,South,East South Central,166,,765.093,0,,,,30.25,2.25,29.5,,,,,,11.625,0,5,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197628095,1976,28095,MS,Mississippi,Monroe County,35199,20966,10889,10077,,5532,,,15,15419,rural,South,East South Central,166,,765.093,0,,,,30.5,2.5,30,,,,,,11.75,0,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197728095,1977,28095,MS,Mississippi,Monroe County,35864,21534,11176,10358,,5686,,,17,15831,rural,South,East South Central,166,,765.093,0,,,,30.75,2.75,30.5,,,,,,11.875,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,16029,281,73,208,4,1,3,65,57,144,7,0
197828095,1978,28095,MS,Mississippi,Monroe County,36192,21813,11311,10502,,5753,,,19,16041,rural,South,East South Central,166,,765.093,782.1429,,,,31,3,31,,,,,,12,1,2,0,0,3,0,1,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,14631,255,68,187,3,1,0,64,56,127,4,0
197928095,1979,28095,MS,Mississippi,Monroe County,36646,22219,11511,10708,,5857,,,20,16342,rural,South,East South Central,166,,765.093,781.7143,,,,38.8,2.6,38.6,,,,,,13.6,1,3.6,0,0,2.866667,0,1,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
198028095,1980,28095,MS,Mississippi,Monroe County,36475,22162,11475,10687,,5911,,,21,16230,rural,South,East South Central,166,,765.093,781.2857,,,,46.6,2.2,46.2,,,,,,15.2,1,5.2,0,0,2.733333,0,1,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,14490,418,93,325,1,1,5,86,75,239,11,0
198128095,1981,28095,MS,Mississippi,Monroe County,36754,22391,11604,10787,,6024,,,23,16344,rural,South,East South Central,166,,765.093,780.8572,,,,54.4,1.8,53.8,,,,,,16.8,1,6.8,0,0,2.6,0,1,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,14597,480,112,368,1,0,6,105,133,223,12,0
198228095,1982,28095,MS,Mississippi,Monroe County,37172,22682,11760,10922,,6146,,,23,16513,rural,South,East South Central,166,,765.093,780.4286,,,,62.2,1.4,61.4,,,,,,18.4,1,8.4,0,0,2.466667,0,1,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,14718,543,125,418,3,3,4,115,140,265,13,0
198328095,1983,28095,MS,Mississippi,Monroe County,36838,22487,11664,10823,,6131,,,27,16329,rural,South,East South Central,166,,765.093,780,,,,70,1,69,,,,,,20,1,10,50,0,2.333333,0,1,0,,,,22,0,22,0,16,0,0,0,6,21,0,21,0,14,0,0,0,7,0,0,0,0,14924,573,134,439,0,3,7,124,158,270,10,1
198428095,1984,28095,MS,Mississippi,Monroe County,36954,22596,11726,10870,,6201,,,28,16367,rural,South,East South Central,166,,765.093,818.4,,,,71,1.2,71.6,,,,,,16.2,1,11.6,45,0,2.2,0,2,0,,,,21,0,21,0,16,0,0,0,5,37,0,37,0,25,0,0,1,11,0,0,0,0,37661,690,137,553,1,5,16,115,201,331,17,4
198528095,1985,28095,MS,Mississippi,Monroe County,36829,22532,11709,10823,,6217,,,29,16286,rural,South,East South Central,166,,765.093,856.8,,,,72,1.4,74.2,,,,,,12.4,1,13.2,40,0,2.066667,0,3,0,,,,30,,,0,25,0,0,0,5,28,,,0,18,0,0,0,10,0,0,0,0,36813,731,161,570,4,6,9,142,167,374,28,1
198628095,1986,28095,MS,Mississippi,Monroe County,36881,22665,11770,10895,,6299,,,31,16335,rural,South,East South Central,166,,765.093,895.2,,,,73,1.6,76.8,,,,,,8.6,1,14.8,35,0,1.933333,0,4,0,,,,38,,,0,30,0,0,0,8,25,,,0,12,0,0,1,12,0,0,0,0,36976,587,136,451,2,2,3,129,124,305,21,1
198728095,1987,28095,MS,Mississippi,Monroe County,36867,22735,11812,10923,,6366,,,32,16337,rural,South,East South Central,166,,765.093,933.6,,,,74,1.8,79.4,,,,,,4.8,1,16.4,30,0,1.8,0,5,0,,,,42,,,0,31,0,0,0,11,33,,,0,21,0,0,0,12,0,0,0,0,14510,515,117,398,1,3,2,111,123,250,21,4
198828095,1988,28095,MS,Mississippi,Monroe County,36676,22681,11800,10881,,6413,,,36,16232,rural,South,East South Central,166,,765.093,972,,,,75,2,82,,,,,,1,1,18,25,0,1.666667,0,6,0,,,,43,,,0,33,0,0,0,10,23,,,0,13,0,0,0,10,0,0,0,0,14601,499,115,384,2,4,5,104,154,218,11,1
198928095,1989,28095,MS,Mississippi,Monroe County,36541,22630,11781,10849,,6449,,,36,16145,rural,South,East South Central,166,,765.093,1006.84,,,,74,2,79.2,,,,,,7,1.8,19.6,23,0,1.533333,0,6.2,0,,,,38,4,34,0,30,0,0,0,8,17,,,0,9,0,0,0,8,0,0,0,0,14317,437,75,362,1,3,9,62,110,240,9,3
199028095,1990,28095,MS,Mississippi,Monroe County,36608,22905,11932,10973,17,6540,85,12,,16251,rural,South,East South Central,166,,765.093,1041.681,,,,73,2,76.4,0,60,0,0,16.4,13,2.6,21.2,21,0,1.4,0,6.4,0,,,,48,4,44,0,33,0,0,0,15,31.5,4.5,27,0,22,0,0,0,9.5,0,0,0,0,13930,455,106,349,0,5,14,87,139,179,29,2
199128095,1991,28095,MS,Mississippi,Monroe County,36681,22900,11908,10992,19,6600,84,12,,16185,rural,South,East South Central,166,,765.093,1076.521,,,,72,2,73.6,0,55,0,0,17.6,19,3.4,22.8,19,0,1.266667,0,6.6,0,,,,66,7,59,0,49,0,0,0,17,46,7,39,0,35,0,0,0,11,0,0,0,0,14030,500,64,436,4,6,12,42,164,253,19,0
199228095,1992,28095,MS,Mississippi,Monroe County,36566,22770,11836,10934,18,6644,86,12,,16010,rural,South,East South Central,166,,765.093,1111.361,,,,71,2,70.8,0,50,0,0,18.8,25,4.2,24.4,17,0,1.133333,0,6.8,0,,,,57,5,52,0,42,0,0,0,15,25,4,21,0,19,0,0,0,6,0,0,0,0,14148,502,70,432,0,5,13,52,137,277,16,2
199328095,1993,28095,MS,Mississippi,Monroe County,36911,23075,11966,11109,20,6787,94,12,,16162,rural,South,East South Central,166,,765.093,1146.202,,,,70,2,68,0,45,0,0,20,31,5,26,15,0,1,0,7,0,,,,41,,,0,35,0,0,0,6,45,,,0,39,0,0,0,6,0,0,0,0,,,,,,,,,,,,
199428095,1994,28095,MS,Mississippi,Monroe County,37095,23277,12047,11230,19,6919,96,14,,16229,rural,South,East South Central,166,,765.093,1181.042,,,,73.33334,3.333333,68,0,47.5,0,0,22.75,35.66667,5.5,30.16667,17.16667,0,1.583333,0,6.916667,0,,,,47,,,0,41,0,0,0,6,26,,,0,18,0,0,0,8,0,0,0,0,14160,699,129,570,2,3,11,113,242,296,22,10
199528095,1995,28095,MS,Mississippi,Monroe County,37463,23639,12230,11409,19,7085,97,13,,16425,rural,South,East South Central,166,,765.093,1215.882,,,,76.66666,4.666667,68,0,50,0,0,25.5,40.33333,6,34.33333,19.33333,0,2.166667,0,6.833333,0,,,,50,,,0,36,0,0,0,14,55,,,0,38,0,0,0,17,0,0,0,0,14670,749,107,642,1,5,11,90,263,359,19,1
199628095,1996,28095,MS,Mississippi,Monroe County,37580,23795,12288,11507,26,7182,117,14,,16456,rural,South,East South Central,166,,765.093,1250.723,,,,80,6,68,0,52.5,0,0,28.25,45,6.5,38.5,21.5,0,2.75,0,6.75,0,,,,89,,,0,60,0,0,0,29,61,,,0,34,0,0,0,27,0,0,0,0,14773,916,97,819,0,4,13,80,212,582,24,1
199728095,1997,28095,MS,Mississippi,Monroe County,37853,24039,12410,11629,28,7299,125,14,,16573,rural,South,East South Central,166,,765.093,1285.563,,,,83.33334,7.333333,68,0,55,0,0,31,49.66667,7,42.66667,23.66667,0,3.333333,0,6.666667,0,,,,104,,,0,67,0,0,0,37,82,7,75,0,56,0,0,0,26,0,0,0,0,14854,1001,132,869,0,8,17,107,207,625,35,2
199828095,1998,28095,MS,Mississippi,Monroe County,37843,24139,12469,11670,28,7363,140,13,,16595,rural,South,East South Central,166,,765.093,1320.403,,,,86.66666,8.666667,68,0,57.5,0,0,33.75,54.33333,7.5,46.83333,25.83333,0,3.916667,0,6.583333,0,,,,136,6,130,0,95,0,0,0,41,108,7,101,0,77,0,0,0,31,0,0,0,0,14323,655,53,602,0,5,10,38,137,448,15,2
199928095,1999,28095,MS,Mississippi,Monroe County,38013,24266,12535,11731,27,7453,144,18,,16624,rural,South,East South Central,166,,765.093,1355.244,,,,90,10,68,0,60,0,0,36.5,59,8,51,28,0,4.5,0,6.5,0,,,,133,8,125,0,90,0,0,0,43,85,5,80,0,61,0,0,0,24,0,0,0,0,14144,591,40,551,0,3,8,29,104,429,16,2
200028095,2000,28095,MS,Mississippi,Monroe County,37981,24260,12521,11739,56,7475,167,25,,16537,rural,South,East South Central,166,,765.093,1390.084,1760,310,1450,90.33334,11.16667,75.16666,0,62.5,0,0,39.25,63.66667,8.5,55.16667,30.16667,0,5.083333,0,6.416667,0,90,10,80,142.25,8.91666666667,133.333333333,0,92.8333333333,,0,0.166666666667,49.25,88,4,84,0,56,0,0,0,32,0,0,0,0,13371,735,52,683,0,1,12,39,126,537,18,2
200128095,2001,28095,MS,Mississippi,Monroe County,38005,24281,12543,11738,52,7432,178,25,,16594,rural,South,East South Central,166,,765.093,1424.924,2339,357,1982,90.66666,12.33333,82.33334,0,65,0,0,42,68.33334,9,59.33333,32.33333,0,5.666667,0,6.333333,0,75,4,71,151.5,9.83333333333,141.666666667,0,95.6666666667,,0,0.333333333333,55.5,94,9,85,0,62,0,0,0,32,0,0,0,0,13434,734,53,681,1,1,11,40,153,497,29,2
200228095,2002,28095,MS,Mississippi,Monroe County,37690,24232,12517,11715,54,7413,180,25,,16560,rural,South,East South Central,166,,765.093,1459.765,948,48,900,91,13.5,89.5,0,67.5,0,0,44.75,73,9.5,63.5,34.5,0,6.25,0,6.25,0,79,4,75,160.75,10.75,150,0,98.5,,0,0.5,61.75,122,10,112,0,94,,0,1,27,0,0,0,0,38376,1182,93,1089,2,13,16,62,294,734,56,5
200328095,2003,28095,MS,Mississippi,Monroe County,37646,24230,12495,11735,58,7363,199,29,,16581,rural,South,East South Central,166,,765.093,1494.605,2138,338,1800,91.33334,14.66667,96.66666,0,70,0,0,47.5,77.66666,10,67.66666,36.66667,0,6.833333,0,6.166667,0,82,9,73,170,11.6666666667,158.333333333,0,101.333333333,,0,0.666666666667,68,133,8,125,0,85,,0,1,47,0,0,0,0,13136,690,35,655,3,4,10,18,124,514,14,3
200428095,2004,28095,MS,Mississippi,Monroe County,37678,24226,12536,11690,55,7456,181,31,,16503,rural,South,East South Central,166,,765.093,1529.445,1220,125,1095,91.66666,15.83333,103.8333,0,72.5,0,0,50.25,82.33334,10.5,71.83334,38.83333,0,7.416667,0,6.083333,0,84,8,76,179.25,12.5833333333,166.666666667,0,104.166666667,,0,0.833333333333,74.25,131.5,8.875,120.75,0,80.625,,0,1,48,0,0,0,0,13176,660,43,617,1,9,8,25,124,482,9,2
200528095,2005,28095,MS,Mississippi,Monroe County,37464,24115,12467,11648,62,7508,211,36,,16298,rural,South,East South Central,166,,765.093,1564.286,1200,188,1148,92,17,111,0,75,0,0,53,87,11,76,41,0,8,0,6,0,100,9,100,188.5,13.5,175,0,107,,0,1,80.5,130,9.75,116.5,0,76.25,,0,1,49,0,0,0,0,13185,675,33,642,1,6,8,18,137,486,16,3
200628095,2006,28095,MS,Mississippi,Monroe County,37454,24070,12418,11652,61,7459,214,35,,16301,rural,South,East South Central,166,,765.093,1387.5,1450,250,1200,94.375,15.875,108.25,0,72.25,0,0,51.75,82.25,11,76,40.625,0,7.5,0,5.875,0,115,10,105,197.75,14.4166666667,183.333333333,0,109.833333333,,0,1.16666666667,86.75,128.5,10.625,112.25,0,71.875,,0,1,50,0,0,0,0,13593,495,32,463,1,6,7,18,92,352,17,2
200728095,2007,28095,MS,Mississippi,Monroe County,37355,24052,12348,11704,64,7589,214,38,,16147,rural,South,East South Central,166,,765.093,1210.714,1585,254,1331,96.75,14.75,105.5,0,69.5,0,0,50.5,77.5,11,76,40.25,0,7,0,5.75,0,106,11,95,207,15.3333333333,191.666666667,0,112.666666667,,0,1.33333333333,93,127,11.5,108,0,67.5,,0,1,51,0,0,0,0,13470,568,28,540,0,4,6,18,134,390,16,0
200828095,2008,28095,MS,Mississippi,Monroe County,37453,24094,12368,11726,65,7660,208,38,,16123,rural,South,East South Central,166,,765.093,1033.928,1720,258,1462,99.125,13.625,102.75,0,66.75,0,0,49.25,72.75,11,76,39.875,0,6.5,0,5.625,0,88,6,82,216.25,16.25,200,0,115.5,,0,1.5,99.25,125.5,12.375,103.75,0,63.125,,0,1,52,0,0,0,0,13244,476,47,429,0,4,20,23,97,315,16,1
200928095,2009,28095,MS,Mississippi,Monroe County,37258,23980,12328,11652,58,7684,217,39,,15982,rural,South,East South Central,166,,765.093,857.1428,1854,261,1593,101.5,12.5,100,0,64,0,0,48,68,11,76,39.5,0,6,0,5.5,0,102,14,88,225.5,17.1666666667,208.333333333,0,118.333333333,,0,1.66666666667,105.5,124,13.25,99.5,0,58.75,,0,1,53,0,0,0,0,13280,592,42,550,0,1,17,24,143,393,12,2
201028095,2010,28095,MS,Mississippi,Monroe County,36989,23770,12226,11544,61,7674,221,39,,15775,rural,South,East South Central,166,,765.093,680.3571,1989,265,1724,103.875,11.375,97.25,0,61.25,0,0,46.75,63.25,11,76,39.125,0,5.5,0,5.375,0,89,8,81,234.75,18.0833333333,216.666666667,0,121.166666667,,0,1.83333333333,111.75,122.5,14.125,95.25,0,54.375,,0,1,54,0,0,0,0,12928,520,21,499,0,1,8,12,155,331,13,0
201128095,2011,28095,MS,Mississippi,Monroe County,36928,23728,12206,11522,54,7677,221,38,,15738,rural,South,East South Central,166,,765.093,503.5714,1481,81,1400,106.25,10.25,94.5,0,58.5,0,0,45.5,58.5,11,76,38.75,0,5,0,5.25,0,108,6,102,244,19,225,0,124,,0,2,118,121,15,91,0,50,,0,1,55,0,0,0,0,12977,579,35,544,0,1,11,23,170,346,27,1
201228095,2012,28095,MS,Mississippi,Monroe County,36610,23527,12109,11418,55,7561,239,45,,15627,rural,South,East South Central,166,,765.093,326.7857,1668,132,1536,108.625,9.125,91.75,0,55.75,0,0,44.25,53.75,11,76,38.375,0,4.5,0,5.125,0,135,9,126,243,17,226,0,133,,0,1,109,127,11,116,0,73,,0,2,52,0,0,0,0,12832,507,27,480,0,1,11,15,140,331,9,0
201328095,2013,28095,MS,Mississippi,Monroe County,36416,23193,11886,11307,57,7473,235,49,,15379,rural,South,East South Central,166,,765.093,150,1668,132,1536,111,8,89,0,53,0,0,43,49,11,76,38,0,4,0,5,0,111,11,100,211,12,199,0,116,,0,1,94,104,13,91,0,50,,0,1,53,0,0,0,0,12640,453,14,439,0,2,6,6,121,308,8,2
201428095,2014,28095,MS,Mississippi,Monroe County,36158,22874,11726,11148,63,7414,251,50,,15096,rural,South,East South Central,166,,765.093,150,,,,111,8,89,0,53,0,0,43,49,11,76,38,0,4,0,5,0,,,,181,14,167,0,95,0,0,0,86,100,15,85,0,43,0,0,0,57,0,0,0,0,12555,454,25,429,1,0,5,19,106,318,5,0
201528095,2015,28095,MS,Mississippi,Monroe County,36065,22701,11694,11007,57,7391,257,51,,14945,rural,South,East South Central,166,,765.093,150,,,,111,8,89,0,53,0,0,43,49,11,76,38,0,4,0,5,0,,,,182,11,171,0,98,0,0,0,84,78,8,70,0,40,0,0,0,38,0,0,0,0,,,,,,,,,,,,
201628095,2016,28095,MS,Mississippi,Monroe County,35830,22491,11584,10907,65,7297,257,60,,14812,rural,South,East South Central,166,,765.093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197028097,1970,28097,MS,Mississippi,Montgomery County,12966,7294,3858,3436,,2983,,,4,4307,rural,South,East South Central,156,,406.981,0,,,,8,0,8,,,,,,8,0,8,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197128097,1971,28097,MS,Mississippi,Montgomery County,13179,7434,3921,3513,,3020,,,4,4410,rural,South,East South Central,156,,406.981,0,,,,9.125,0,9.125,,,,,,7.375,0,7.375,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197228097,1972,28097,MS,Mississippi,Montgomery County,13570,7724,4061,3663,,3119,,,4,4601,rural,South,East South Central,156,,406.981,0,,,,10.25,0,10.25,,,,,,6.75,0,6.75,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197328097,1973,28097,MS,Mississippi,Montgomery County,13567,7757,4069,3688,,3115,,,4,4638,rural,South,East South Central,156,,406.981,0,,,,11.375,0,11.375,,,,,,6.125,0,6.125,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197428097,1974,28097,MS,Mississippi,Montgomery County,13199,7545,3958,3587,,3002,,,4,4539,rural,South,East South Central,156,,406.981,0,,,,12.5,0,12.5,,,,,,5.5,0,5.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197528097,1975,28097,MS,Mississippi,Montgomery County,13244,7607,3985,3622,,3011,,,4,4592,rural,South,East South Central,156,,406.981,0,,,,13.625,0,13.625,,,,,,4.875,0,4.875,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197628097,1976,28097,MS,Mississippi,Montgomery County,13487,7797,4096,3701,,3057,,,4,4736,rural,South,East South Central,156,,406.981,0,,,,14.75,0,14.75,,,,,,4.25,0,4.25,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197728097,1977,28097,MS,Mississippi,Montgomery County,13371,7751,4082,3669,,3010,,,5,4736,rural,South,East South Central,156,,406.981,0,,,,15.875,0,15.875,,,,,,3.625,0,3.625,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5668,14,2,12,1,0,0,1,4,5,3,0
197828097,1978,28097,MS,Mississippi,Montgomery County,13152,7629,4030,3599,,2925,,,4,4700,rural,South,East South Central,156,,406.981,625.7143,,,,17,0,17,,,,,,3,0,3,14,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5694,30,8,22,0,1,0,7,6,14,2,0
197928097,1979,28097,MS,Mississippi,Montgomery County,13097,7599,4021,3578,,2879,,,4,4716,rural,South,East South Central,156,,406.981,584.5714,,,,15,0,15,,,,,,3.2,0,4.2,11.8,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
198028097,1980,28097,MS,Mississippi,Montgomery County,13334,7776,4119,3657,,2958,,,4,4814,rural,South,East South Central,156,,406.981,543.4286,,,,13,0,13,,,,,,3.4,0,5.4,9.6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6175,32,10,22,1,0,2,7,9,12,1,0
198128097,1981,28097,MS,Mississippi,Montgomery County,13212,7723,4087,3636,,2973,,,4,4746,rural,South,East South Central,156,,406.981,502.2857,,,,11,0,11,,,,,,3.6,0,6.6,7.4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6221,49,17,32,0,1,0,16,12,12,8,0
198228097,1982,28097,MS,Mississippi,Montgomery County,13268,7772,4107,3665,,3015,,,6,4751,rural,South,East South Central,156,,406.981,461.1429,,,,9,0,9,,,,,,3.8,0,7.8,5.2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,13577,124,20,104,1,6,0,13,45,57,1,1
198328097,1983,28097,MS,Mississippi,Montgomery County,13235,7761,4101,3660,,3032,,,8,4721,rural,South,East South Central,156,,406.981,420,,,,7,0,7,,,,,,4,0,9,3,0,0,0,0,0,,,,11,0,11,0,7,0,0,0,4,,,,,,,,,,0,0,0,0,6360,39,19,20,0,0,0,19,10,10,0,0
198428097,1984,28097,MS,Mississippi,Montgomery County,13036,7664,4045,3619,,3022,,,8,4634,rural,South,East South Central,156,,406.981,441.6,,,,9.2,0,8.8,,,,,,6.2,0,10.2,2.8,0,0,0,0,0,,,,9,0,9,0,6,0,0,3,,11,0,11,0,7,0,0,0,4,0,0,0,0,6040,34,12,22,1,0,0,11,1,21,0,0
198528097,1985,28097,MS,Mississippi,Montgomery County,12927,7611,4019,3592,,3027,,,16,4568,rural,South,East South Central,156,,406.981,463.2,,,,11.4,0,10.6,,,,,,8.4,0,11.4,2.6,0,0,0,0,0,,,,17,,,0,11,0,0,0,6,13,,,0,5,0,0,0,8,0,0,0,0,12874,59,18,41,4,0,0,14,10,29,2,0
