index,yfips,year,county_name,total_pop,total_pop_15to64,female_pop_15to64,male_pop_15to64,asian_pop_15to64,black_pop_15to64,latino_pop_15to64,native_pop_15to64,other_pop_15to64,white_pop_15to64,total_jail_adm,total_jail_adm_dcrp,female_jail_adm_dcrp,male_jail_adm_dcrp,total_jail_pop,female_jail_pop,male_jail_pop,asian_jail_pop,black_jail_pop,latino_jail_pop,native_jail_pop,white_jail_pop,total_jail_pretrial,female_jail_pretrial,male_jail_pretrial,jail_from_state_prison,jail_from_other_state_prison,jail_from_state_jail,jail_from_other_state_jail,jail_from_fed,jail_from_ice,total_jail_pop_dcrp,female_jail_pop_dcrp,male_jail_pop_dcrp,total_prison_pop,female_prison_pop,male_prison_pop,asian_prison_pop,black_prison_pop,latino_prison_pop,native_prison_pop,other_prison_pop,white_prison_pop,total_prison_adm,female_prison_adm,male_prison_adm,asian_prison_adm,black_prison_adm,latino_prison_adm,native_prison_adm,other_prison_adm,white_prison_adm,num_facilites,num_employees,confined_pop,capacity,ucr_population,index_crime,violent_crime,property_crime,murder_crime,rape_crime,robbery_crime,agr_assault_crime,burglary_crime,larceny_crime,mv_theft_crime,arson_crime,asian_jail_pop_rate,female_jail_pop_rate,female_jail_adm_dcrp_rate,female_jail_pretrial_rate,female_jail_pop_dcrp_rate,female_prison_pop_rate,female_prison_adm_rate,male_jail_adm_dcrp_rate,male_jail_pop_rate,male_jail_pretrial_rate,male_jail_pop_dcrp_rate,male_prison_pop_rate,male_prison_adm_rate,asian_prison_pop_rate,asian_prison_adm_rate,other_prison_pop_rate,other_prison_adm_rate,white_jail_pop_rate,white_prison_pop_rate,white_prison_adm_rate,black_jail_pop_rate,black_prison_pop_rate,black_prison_adm_rate,latino_jail_pop_rate,latino_prison_pop_rate,latino_prison_adm_rate,native_jail_pop_rate,native_prison_pop_rate,native_prison_adm_rate,total_jail_adm_rate,total_jail_adm_dcrp_rate,total_jail_pop_rate,total_jail_pop_dcrp_rate,total_jail_pretrial_rate,total_prison_pop_rate,total_prison_adm_rate,total_jail_pop_v2,total_jail_pop_v2_rate
1583,200228067,2002,Jones,64916,42084,21348,20736,161,10847,1290,170,,29616,3442.572,1650,150,1500,130,6,118.5,0,72.75,10.42857,0,22.75,93.5,5,88.5,5.5,0,8.411765,0,0,0,130,10,120,268,13,255,0,191,,,2.5,74.5,178,26,152,0,109,,0,2,67,0,0,0,0,18568,1924,164,1760,1,10,63,90,271,1424,61,4,0,28.10567735,702.6419337,23.42139779,46.84279558,60.89563425,121.7912685,7233.796296,571.4699074,426.7939815,578.7037037,1229.74537,733.0246914,0,0,,,76.81658563,251.5532145,226.2290654,670.6923573,1760.855536,1004.886144,808.4162791,,,0,,0,8180.239521,3920.729969,308.9059975,308.9059975,222.1746982,636.8215949,422.9635966,130,308.9059975
1584,200328067,2003,Jones,64913,42070,21310,20760,166,10956,1383,166,,29399,3511.714,1635,266,1369,128.3333,5.666667,117.3333,0,75.83334,11.28571,0,23.5,99,5,94,5.333333,0,8.941176,0,0,0,134,4,130,278.3333333,13.66666667,264.6666667,0,196.6666667,,,3,78.66666667,133,16,117,0,88,0,0,0,45,0,0,0,0,18136,1818,119,1699,5,30,47,37,265,1403,22,9,0,26.59158611,1248.240263,23.46316283,18.77053027,64.1326451,75.08212107,6594.412331,565.1893064,452.7938343,626.2042389,1274.887605,563.583815,0,0,,,79.93469166,267.5827976,153.0664308,692.1626506,1795.059024,803.2128514,816.0310918,,0,0,,0,8347.311623,3886.379843,305.0470644,318.5167578,235.3220822,661.595753,316.1397671,128.3333,305.0470644
1585,200428067,2004,Jones,65296,42364,21439,20925,176,11242,1500,164,,29282,3580.857,1040,260,780,126.6667,5.333333,116.1667,0,78.91666,12.14286,0,24.25,104.5,5,99.5,5.166667,0,9.470589,0,0,0,118,8,110,288.6666667,14.33333333,274.3333333,0,202.3333333,3.083333333,,0.416666667,82.83333333,136.625,15.25,118.5,0,88.625,,0,0.5,44.625,0,0,0,0,18180,2114,105,2009,7,15,41,42,225,1714,64,6,0,24.87678063,1212.743132,23.3219833,37.31517328,66.85635212,71.13204907,3727.598566,555.1574671,475.5077658,525.6869773,1311.031461,566.3082437,0,0,,,82.81538146,282.8814061,152.3973772,701.9806084,1799.798375,788.338374,809.524,205.5555555,,0,,0,8452.594184,2454.91455,298.9960816,278.5383816,246.6717024,681.396154,322.5025965,126.6667,298.9960816
1586,200528067,2005,Jones,65871,42747,21611,21136,187,11448,1660,161,,29291,3650,1070,270,800,125,5,115,0,82,13,0,25,110,5,105,5,0,10,0,0,0,128,8,120,299,15,284,0,208,3.5,,0.5,87,140.25,14.5,120,0,89.25,,0,1,44.25,0,0,0,0,19099,2112,375,1737,1,21,52,301,220,1441,70,6,0,23.13636574,1249.36375,23.13636574,37.01818518,69.40909722,67.09546065,3785.011355,544.0953823,496.7827403,567.7517033,1343.679031,567.7517033,0,0,,,85.35044894,297.0195623,151.0702946,716.2823201,1816.911251,779.6121593,783.1325301,210.8433735,,0,,0,8538.610897,2503.099633,292.4181814,299.4362177,257.3279996,699.4642899,328.0931995,125,292.4181814
1587,200628067,2006,Jones,66330,42920,21600,21320,210,11579,1908,173,,29050,3652.2,1903,416,1487,134.2,7.7,122.2,0,83.9,12.3,0,33.7,119.7,5,105,5,0,10,0,0,0,150,13,150,309.3333333,15.66666667,293.6666667,0,213.6666667,3.916666667,,0.583333333,91.16666667,143.875,13.75,121.5,0,89.875,,0,1.5,43.875,0,0,0,0,18232,1718,183,1535,4,19,121,39,508,962,62,3,0,35.64814815,1925.925926,23.14814815,60.18518519,72.53086421,63.65740741,6974.67167,573.1707317,492.4953096,703.564728,1377.42339,569.8874296,0,0,,,116.0068847,313.8267355,151.0327022,724.5876155,1845.294643,776.1896537,644.6540881,205.2760308,,0,,0,8509.319664,4433.830382,312.6747437,349.4874185,278.8909599,720.7207206,335.2166822,134.2,312.6747437
1588,200728067,2007,Jones,66760,43218,21766,21452,200,11901,2039,169,,28909,3654.4,2736,563,2174,143.4,10.4,129.4,0,85.8,11.6,0,42.4,129.4,5,105,5,0,10,0,0,0,178,17,178,319.6666667,16.33333333,303.3333333,0,219.3333333,4.333333333,,0.666666667,95.33333333,147.5,13,123,0,90.5,,0,2,43.5,0,0,0,0,18437,1301,123,1178,4,22,62,35,415,686,77,0,0,47.78094275,2586.602959,22.97160709,78.10346412,75.04058316,59.72617844,10134.25322,603.2071602,489.4648518,829.759463,1414.009572,573.3731121,0,0,,,146.6671279,329.770429,150.4721713,720.9478195,1842.982382,760.4402991,568.9063266,212.5224783,,0,,0,8455.736036,6330.695544,331.8061919,411.8654264,299.4122819,739.6609438,341.2929798,143.4,331.8061919
1589,200828067,2008,Jones,67318,43273,21866,21407,206,12037,2084,155,,28791,3656.6,3570,710,2860,152.6,13.1,136.6,0,87.7,10.9,0,51.1,139.1,5,105,5,0,10,0,0,0,187,22,165,330,17,313,0,225,4.75,,0.75,99.5,151.125,12.25,124.5,0,91.125,,0,2.5,43.125,0,0,0,0,62588,1810,147,1663,4,22,61,60,522,1073,63,5,0,59.91036312,3247.050215,22.86655081,100.6128236,77.74627275,56.02304948,13360.11585,638.1090298,490.4937637,770.7759144,1462.138553,581.5854627,0,0,,,177.4860199,345.5941093,149.7863916,728.5868572,1869.236521,757.0407909,523.0326296,227.9270633,,0,,0,8450.072794,8249.948005,352.6448363,432.1401336,321.4475539,762.6002357,349.2362443,152.6,352.6448363
1590,200928067,2009,Jones,67443,43217,21812,21405,218,12171,2145,177,,28506,3658.8,4403,856,3547,161.8,15.8,143.8,0,89.6,10.2,0,59.8,148.8,5,105,5,0,10,0,0,0,152,18,134,340.3333333,17.66666667,322.6666667,0,230.6666667,5.166666667,,0.833333333,103.6666667,154.75,11.5,126,0,91.75,,0,3,42.75,0,0,0,0,62236,1993,227,1766,4,50,99,74,588,1094,76,8,0,72.43719054,3924.445259,22.92316156,82.52338162,80.99517087,52.72327159,16570.89465,671.8056529,490.5395936,626.0219575,1507.435957,588.6475123,0,0,,,209.7803971,363.6661289,149.9684277,736.1761564,1895.215403,753.8410977,475.5244755,240.8702409,,0,,0,8466.112872,10188.12042,374.3897078,351.7134461,344.3089525,787.4987466,358.0766828,161.8,374.3897078
1591,201028067,2010,Jones,67761,43394,21990,21404,217,12356,2115,180,,28526,3661,6000,500,5500,171,18.5,151,0,91.5,9.5,0,68.5,158.5,5,105,5,0,10,0,0,0,170,20,150,350.6666667,18.33333333,332.3333333,0,236.3333333,5.583333333,,0.916666667,107.8333333,158.375,10.75,127.5,0,92.375,3.5,0,0,42.375,0,0,0,0,62582,2211,204,2007,3,48,56,97,697,1254,53,3,0,84.12914961,2273.7608,22.737608,90.95043201,83.37122933,48.88585721,25696.13156,705.475612,490.5625117,700.8035881,1552.669283,595.6830499,0,0,,,240.1318096,378.0177147,148.5486924,740.5309162,1912.700982,747.612496,449.1725768,263.9873916,165.4846336,0,,0,8436.650228,13826.79633,394.0636954,391.7592294,365.2578698,808.0994301,364.9698115,171,394.0636954
1592,201128067,2011,Jones,67797,43425,22028,21397,215,12414,2060,182,,28554,3663.2,3409,674,2735,180.2,21.2,158.2,0,93.4,8.8,0,77.2,168.2,5,105,5,0,10,0,0,0,196,26,170,361,19,342,0,242,6,,1,112,162,10,129,0,93,4,0,0,42,0,0,0,0,62818,2306,160,2146,2,39,48,71,787,1314,42,3,0,96.24114763,3059.742146,22.69838388,118.0315962,86.25385873,45.39676775,12782.16572,739.3559845,490.7229986,794.5039024,1598.35491,602.8882554,0,0,,,270.3649226,392.239266,147.0897247,752.3763493,1949.411954,749.1541808,427.184466,291.2621359,194.1747573,0,,0,8435.693725,7850.316638,414.9683362,451.3529073,387.3344847,831.318365,373.0569948,180.2,414.9683362
1593,201228067,2012,Jones,67903,43379,22039,21340,221,12456,1838,188,,28676,3665.4,3328,670,2658,189.4,23.9,165.4,0,95.3,8.1,0,85.9,177.9,5,105,5,0,10,0,0,0,191,26,165,395,25,370,0,248,6,,1,140,208,20,188,0,119,,0,2,87,0,0,0,0,63012,1971,157,1814,1,25,42,89,678,1107,26,3,0,108.4441218,3040.065339,22.68705477,117.9726848,113.4352738,90.74821907,12455.48266,775.0702905,492.0337395,773.1958763,1733.833177,880.9746954,0,0,,,299.5536337,488.2131399,303.3895941,765.0931278,1991.008349,955.3628773,440.6964091,326.4417845,,0,,0,8449.71069,7671.914982,436.6167961,440.3052168,410.1062726,910.5788515,479.4946864,189.4,436.6167961
1594,201328067,2013,Jones,68326,43464,22127,21337,218,12736,1709,186,,28615,3667.6,3328,670,2658,198.6,26.6,172.6,0,97.2,7.4,0,94.6,187.6,5,105,5,0,10,0,0,0,191,26,165,363,21,342,0,224,,0,3,136,175,14,161,0,107,0,0,0,68,0,0,0,0,63508,1834,168,1666,2,22,42,102,627,1017,20,2,0,120.2151218,3027.974872,22.59682741,117.5035025,94.9066751,63.27111674,12457.23391,808.9234663,492.1029198,773.3045883,1602.84951,754.5578104,0,0,,,330.5958413,475.2752053,237.6376027,763.1909548,1758.79397,840.138191,433.0017554,,0,0,0,0,8438.247745,7656.911467,456.929873,439.4441377,431.6215719,835.1739371,402.6320633,198.6,456.929873
1595,201428067,2014,Jones,68862,43508,22131,21377,222,12976,1621,189,,28500,3669.8,,,,207.8,29.3,179.8,0,99.1,6.7,0,103.3,197.3,5,105,5,0,10,0,0,0,,,,292,16,276,0,173,,0,3,116,168,17,151,0,95,5,0,0,68,0,0,0,0,63812,1844,143,1701,9,35,22,77,651,1016,27,7,0,132.3934752,,22.59274321,,72.29677827,76.81532692,,841.0908921,491.1821116,,1291.107265,706.3666558,0,0,,,362.4561404,407.0175439,238.5964912,763.7176326,1333.23058,732.1208385,413.325108,,308.4515731,0,0,0,8434.770617,,477.6133125,,453.4798198,671.1409396,386.1358831,207.8,477.6133125
1596,201528067,2015,Jones,68303,43014,21952,21062,220,12867,1539,189,,28199,3672,,,,217,32,187,0,101,6,0,112,207,5,105,5,0,10,0,0,0,,,,344,23,321,0,200,,0,2,142,228,24,204,0,132,,0,1,95,0,0,0,0,,,,,,,,,,,,,0,145.7725948,,22.77696793,,104.7740525,109.3294461,,887.8549046,498.528155,,1524.071788,968.5689868,0,0,,,397.1772049,503.5639562,336.8913791,784.9537577,1554.363877,1025.880159,389.8635478,,,0,0,0,8536.755475,,504.4869112,,481.2386665,799.7396197,530.0599805,217,504.4869112
1597,201628067,2016,Jones,68366,42922,21933,20989,222,13042,1555,199,,27904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1598,197028069,1970,Kemper,10223,5678,2853,2825,,2801,,,83,2794,0,,,,3,0,3,,,,,,2,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,0,,0,,,,,106.1946903,70.79646018,,,,,,,,,,,,,,,,,,,,0,,52.83550546,,35.22367031,,,3,52.83550546
1599,197128069,1971,Kemper,10220,5704,2865,2839,,2811,,,78,2815,0,,,,2.923077,0,2.923077,,,,,,2.166667,0,2.166667,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,0,,0,,,,,102.9615005,76.31796407,,,,,,,,,,,,,,,,,,,,0,,51.24609046,,37.98504558,,,2.923077,51.24609046
1600,197228069,1972,Kemper,10257,5755,2894,2861,,2840,,,76,2839,0,,,,2.846154,0,2.846154,,,,,,2.333333,0,2.333333,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,0,,0,,,,,99.48109053,81.55655365,,,,,,,,,,,,,,,,,,,,0,,49.4553258,,40.54444831,,,2.846154,49.4553258
1601,197328069,1973,Kemper,10427,5902,2972,2930,,2917,,,72,2913,0,,,,2.769231,0,2.769231,,,,,,2.5,0,2.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,0,,0,,,,,94.51300341,85.32423208,,,,,,,,,,,,,,,,,,,,0,,46.92021349,,42.35852253,,,2.769231,46.92021349
1602,197428069,1974,Kemper,10404,5896,2978,2918,,2910,,,71,2915,0,,,,2.692308,0,2.692308,,,,,,2.666667,0,2.666667,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,0,,0,,,,,92.26552433,91.38680603,,,,,,,,,,,,,,,,,,,,0,,45.66329715,,45.22840909,,,2.692308,45.66329715
1603,197528069,1975,Kemper,10414,5915,2992,2923,,2930,,,67,2918,0,,,,2.615385,0,2.615385,,,,,,2.833333,0,2.833333,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,0,,0,,,,,89.476052,96.93236401,,,,,,,,,,,,,,,,,,,,0,,44.21614539,,47.9008115,,,2.615385,44.21614539
1604,197628069,1976,Kemper,10799,6196,3136,3060,,3081,,,69,3046,0,,,,2.538461,0,2.538461,,,,,,3,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,0,,0,,,,,82.95624183,98.03921569,,,,,,,,,,,,,,,,,,,,0,,40.96935119,,48.41833441,,,2.538461,40.96935119
1605,197728069,1977,Kemper,10424,5972,3031,2941,,2980,,,64,2928,0,,,,2.461539,0,2.461539,,,,,,3.166667,0,3.166667,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,0,,0,,,,,83.69734784,107.6731384,,,,,,,,,,,,,,,,,,,,0,,41.21800067,,53.02523443,,,2.461539,41.21800067
1606,197828069,1978,Kemper,10262,5871,2982,2889,,2942,,,58,2871,0,,,,2.384615,0,2.384615,,,,,,3.333333,0,3.333333,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,10439,10,2,8,1,0,0,1,7,0,1,0,,0,,0,,,,,82.54119072,115.3801661,,,,,,,,,,,,,,,,,,,,0,,40.61684551,,56.77623914,,,2.384615,40.61684551
1607,197928069,1979,Kemper,10206,5848,2973,2875,,2942,,,56,2850,0,,,,2.307692,0,2.307692,,,,,,3.5,0,3.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,0,,0,,,,,80.26754783,121.7391304,,,,,,,,,,,,,,,,,,,,0,,39.46121751,,59.8495212,,,2.307692,39.46121751
1608,198028069,1980,Kemper,10166,5838,2972,2866,,2968,,,56,2814,0,,,,2.230769,0,2.230769,,,,,,3.666667,0,3.666667,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8941,20,8,12,2,2,2,2,2,4,4,2,,0,,0,,,,,77.83562456,127.9367411,,,,,,,,,,,,,,,,,,,,0,,38.21118534,,62.80690305,,,2.230769,38.21118534
1609,198128069,1981,Kemper,10300,5949,3033,2916,,3052,,,65,2832,0,,,,2.153846,0,2.153846,,,,,,3.833333,0,3.833333,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,10169,125,11,114,1,1,1,8,94,18,1,1,,0,,0,,,,,73.86303155,131.4586077,,,,,,,,,,,,,,,,,,,,0,,36.20517734,,64.43659439,,,2.153846,36.20517734
1610,198228069,1982,Kemper,10221,5928,3024,2904,,3071,,,71,2786,0,,,,2.076923,0,2.076923,,,,,,4,0,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,10254,199,13,186,0,0,2,11,146,33,2,5,,0,,0,,,,,71.51938705,137.7410468,,,,,,,,,,,,,,,,,,,,0,,35.03581309,,67.47638327,,,2.076923,35.03581309
1611,198328069,1983,Kemper,10451,6078,3105,2973,,3175,,,81,2822,320,,,,2,0,2,,,,,,4.166667,0,4.166667,0,0,0,0,0,0,,,,12,0,12,0,12,0,0,0,0,5,0,5,0,5,0,0,0,0,0,0,0,0,10398,94,9,85,1,0,2,6,78,6,1,0,,0,,0,,0,0,,67.27211571,140.1502523,,403.6326942,168.1802893,,,0,0,,0,0,,377.9527559,157.480315,,,,,,,5264.889766,,32.90556104,,68.55325765,197.4333662,82.2639026,2,32.90556104
1612,198428069,1984,Kemper,10412,6076,3107,2969,,3196,,,87,2793,320,,,,2.4,0,3,,,,,,4.333333,0,4.333333,0,0,0,0,0,0,,,,8,0,8,0,8,0,0,0,0,10,,,0,10,0,0,0,0,0,0,0,0,10236,139,43,96,0,2,11,30,86,8,1,1,,0,,0,,0,,,101.0441226,145.9526103,,269.4509936,,,,0,0,,0,0,,250.3128911,312.8911139,,,,,,,5266.622778,,39.49967084,,71.31884463,131.6655695,164.5819618,2.4,39.49967084
1613,198528069,1985,Kemper,10377,6075,3114,2961,,3216,,,95,2764,320,,,,2.8,0,4,,,,,,4.5,0,4.5,0,0,0,0,0,0,,,,17,,,0,15,0,0,2,,20,,,0,18,0,0,2,,0,0,0,0,1112,6,0,6,0,0,0,0,0,0,6,0,,0,,0,,,,,135.0894968,151.9756839,,,,,,2105.263158,2105.263158,,,,,466.4179104,559.7014925,,,,,,,5267.489712,,46.09053498,,74.07407407,279.8353909,329.218107,2.8,46.09053498
1614,198628069,1986,Kemper,10446,6160,3155,3005,,3294,,,101,2765,320,,,,3.2,0,5,,,,,,4.666667,0,4.666667,0,0,0,0,0,0,,,,14,,,0,10,0,0,0,4,11,0,11,0,7,0,0,0,4,0,0,0,0,1112,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,,166.3893511,155.2967388,,,366.0565724,,,0,0,,144.6654611,144.6654611,,303.5822708,212.5075896,,,,,,,5194.805195,,51.94805195,,75.75758117,227.2727273,178.5714286,3.2,51.94805195
1615,198728069,1987,Kemper,10763,6388,3274,3114,,3441,,,107,2840,320,,,,3.6,0,6,,,,,,4.833333,0,4.833333,0,0,0,0,0,0,,,,10,0,10,0,10,0,0,0,0,8,0,8,0,6,0,0,2,,0,0,0,0,1010,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,,192.6782274,155.2130058,,321.1303789,256.9043031,,,0,1869.158879,,0,,,290.6131938,174.3679163,,,,,,,5009.392611,,56.35566688,,75.66269568,156.5435191,125.2348153,3.6,56.35566688
1616,198828069,1988,Kemper,10422,6218,3192,3026,,3385,,,115,2718,320,,,,4,0,7,,,,,,5,0,5,0,0,0,0,0,0,,,,17,,,0,16,0,0,1,,13,,,0,12,0,0,1,,0,0,0,0,1011,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,,,231.3284865,165.2346332,,,,,,869.5652174,869.5652174,,,,,472.6735598,354.5051699,,,,,,,5146.349308,,64.32936636,,80.41170794,273.399807,209.0704407,4,64.32936636
1617,198928069,1989,Kemper,10381,6222,3201,3021,,3407,,,125,2690,333.5714,,,,4.8,0,7.2,,,,,,5.363636,0,5.363636,0,0,0,0,0,0,,,,15,0,15,0,14,0,0,1,,7,0,7,0,6,0,0,1,,0,0,0,0,990,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,,238.3316783,177.5450513,,496.5243297,231.7113539,,,800,800,,,,,410.9186968,176.1080129,,,,,,,5361.160399,,77.14561234,,86.20437158,241.0800386,112.504018,4.8,77.14561234
1618,199028069,1990,Kemper,10334,6269,3239,3030,1,3453,12,122,,2681,347.1429,,,,5.6,0,7.4,0,6.454545,0,0,2.909091,5.727273,0,5.727273,0,0,0,0,0,0,,,,19,0,19,0,18,0,0,1,,8,,,0,6.5,0,0,1.5,,0,0,0,0,1073,3,1,2,0,1,0,0,2,0,0,0,0,0,,0,,0,,,244.2244224,189.0189109,,627.0627063,,0,0,,,108.5076837,,,186.9257168,521.2858384,188.2421083,0,0,0,0,0,0,5537.452544,,89.32844154,,91.35863774,303.0786409,127.6120593,5.6,89.32844154
1619,199128069,1991,Kemper,10326,6290,3235,3055,1,3476,12,110,,2691,360.7143,,,,6.4,0,7.6,0,7.181818,0,0,3.363636,6.090909,0,6.090909,0,0,0,0,0,0,,,,20,,,0,17,0,0,3,,9,,,0,7,0,0,2,,0,0,0,0,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,248.7725041,199.37509,,,,0,0,,,124.9957637,,,206.611565,489.0678941,201.3808976,0,0,0,0,0,0,5734.72655,,101.7488076,,96.83480127,317.9650238,143.0842607,6.4,101.7488076
1620,199228069,1992,Kemper,10198,6217,3194,3023,1,3475,8,113,,2620,374.2857,,,,7.2,0,7.8,0,7.909091,0,0,3.818182,6.454545,0,6.454545,0,0,0,0,0,0,,,,24,,,0,19,0,0,0,5,16,,,0,12,0,,4,,0,0,0,0,1089,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,258.0218326,213.5145551,,,,0,0,,,145.7321374,190.8396947,,227.599741,546.7625899,345.323741,0,0,0,0,0,,6020.358694,,115.8114846,,103.8208943,386.0382821,257.3588548,7.2,115.8114846
1621,199328069,1993,Kemper,10305,6338,3250,3088,1,3555,10,126,,2646,387.8571,,,,8,0,8,0,8.636364,0,0,4.272727,6.818182,0,6.818182,0,0,0,0,0,0,,,,23,,,0,20,0,0,3,,18,0,18,0,16,0,0,2,,0,0,0,0,,,,,,,,,,,,,0,0,,0,,,0,,259.0673575,220.7960492,,,582.9015544,0,0,,,161.4787226,,,242.9356962,562.5879044,450.0703235,0,0,0,0,0,0,6119.550331,,126.2227832,,107.5762386,362.8905017,284.0012622,8,126.2227832
1622,199428069,1994,Kemper,10292,6370,3260,3110,1,3593,8,123,,2645,401.4286,,,,9.833333,0,10,0,9.363636,0,0,4.727273,7.181818,0,7.181818,0,0,0,0,0,0,,,,27,,,0,23,0,0,0,4,10,0,10,0,9,0,0,1,,0,0,0,0,1070,81,8,73,0,1,2,5,18,50,5,0,0,0,,0,,,0,,321.5434084,230.9266238,,,321.5434084,0,0,,,178.7248771,151.2287335,,260.6077373,640.1335931,250.4870582,0,0,0,0,0,0,6301.861852,,154.3694349,,112.7443956,423.8618524,156.9858713,9.833333,154.3694349
1623,199528069,1995,Kemper,10438,6552,3349,3203,1,3725,10,119,,2697,415,,,,11.66667,0,12,0,10.09091,0,0,5.181818,7.545455,0,7.545455,0,0,0,0,0,0,,,,21,,,0,18,0,0,3,,11,,,0,9,0,0,2,,0,0,0,0,9322,128,23,105,1,2,2,18,50,49,5,1,0,0,,0,,,,,374.6487668,235.5746175,,,,0,0,,,192.1326659,,,270.8969128,483.2214765,241.6107383,0,0,0,0,0,0,6333.943834,,178.0627289,,115.1626221,320.5128205,167.8876679,11.66667,178.0627289
1624,199628069,1996,Kemper,10469,6619,3384,3235,1,3784,9,124,,2701,428.5714,,,,13.5,0,14,0,10.81818,0,0,5.636364,7.909091,0,7.909091,0,0,0,0,0,0,,,,25,,,0,19,0,0,0,6,20,0,20,0,12,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,432.7666151,244.4850386,,,618.2380216,0,0,,,208.6769345,222.1399482,296.1865976,285.8927061,502.1141649,317.1247357,0,0,0,0,0,0,6474.866294,,203.9583019,,119.4907237,377.700559,302.1604472,13.5,203.9583019
1625,199728069,1997,Kemper,10457,6649,3400,3249,1,3818,10,122,,2698,442.1429,,,,15.33333,0,16,0,11.54545,0,0,6.090909,8.272727,0,8.272727,0,0,0,0,0,0,,,,27,,,0,21,0,0,0,6,17,,,0,13,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,492.4592182,254.6237919,,,,0,0,,,225.7564492,222.3869533,148.2579689,302.3952331,550.0261917,340.4924044,0,0,0,0,0,0,6649.765378,,230.6110693,,124.4206196,406.0761017,255.6775455,15.33333,230.6110693
1626,199828069,1998,Kemper,10606,6780,3459,3321,1,3912,10,129,,2728,455.7143,,,,17.16667,0,18,0,12.27273,0,0,6.545455,8.636364,0,8.636364,0,0,0,0,0,0,,,,42,4,38,0,33,0,0,0,9,37,,,0,30,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,115.6403585,,,542.0054201,260.0531165,,1144.233665,,0,0,,,239.9360337,329.9120235,256.5982405,313.720092,843.5582822,766.8711656,0,0,0,0,0,0,6721.449853,,253.1957227,,127.38,619.4690265,545.7227139,17.16667,253.1957227
1627,199928069,1999,Kemper,10533,6747,3446,3301,1,3905,9,136,,2696,469.2857,,,,19,0,20,0,13,0,0,7,9,0,9,11,0,0,0,0,0,,,,36,,,0,25,0,0,0,11,26,,,0,16,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,605.877007,272.6446531,,,,0,0,,,259.6439169,408.0118694,370.9198813,332.9065301,640.2048656,409.731114,0,0,0,0,0,0,6955.472062,,281.60664,,133.3926189,533.5704758,385.3564547,19,281.60664
1628,200028069,2000,Kemper,10443,6709,3420,3289,9,3866,49,139,,2646,542.2857,856,84,772,79.25,0,90,0,77.25,0,0,12.75,10,0,9.8,73.75,0,0,0,0,0,211,1,210,36.5,,,0,25.83333333,0,,0.083333333,10.58333333,23,,,0,18,0,0,0,5,0,0,0,0,9481,172,25,147,1,2,3,19,62,74,9,2,0,0,2456.140351,0,29.23976608,,,23472.17999,2736.394041,297.9629067,6384.919428,,,0,0,,,481.8594104,399.9748046,188.9644747,1998.189343,668.2186583,465.5975168,0,0,0,0,,0,8082.958712,12758.98047,1181.249068,3145.029065,149.0535102,544.0453123,342.8230735,79.25,1181.249068
