year,total_pop,total_pop_15to64,total_jail_adm,total_jail_adm_dcrp,total_jail_pop,total_jail_pretrial,jail_from_state_prison,jail_from_other_state_prison,jail_from_state_jail,jail_from_other_state_jail,jail_from_fed,jail_from_ice,total_jail_pop_dcrp
1970,67573,41362,0.0,,58.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,
1971,69551,42635,0.0,,59.375,46.75,0.0,0.0,0.0,0.0,0.0,0.0,
1972,71663,44096,0.0,,60.75,44.5,0.0,0.0,0.0,0.0,0.0,0.0,
1973,72992,45047,0.0,,62.125,42.25,0.0,0.0,0.0,0.0,0.0,0.0,
1974,73762,45721,0.0,,63.5,40.0,0.0,0.0,0.0,0.0,0.0,0.0,
1975,74921,46624,0.0,,64.875,37.75,0.0,0.0,0.0,0.0,0.0,0.0,
1976,75851,47342,0.0,,66.25,35.5,0.0,0.0,0.0,0.0,0.0,0.0,
1977,76200,47670,0.0,,67.625,33.25,0.0,0.0,0.0,0.0,0.0,0.0,
1978,76156,47794,4692.857,,69.0,31.0,32.0,0.0,0.0,0.0,0.0,0.0,
1979,76938,48476,4378.286,,66.8,28.0,31.8,0.0,0.0,0.0,0.0,0.0,
1980,77515,48895,4063.7140000000004,,64.6,25.0,31.6,0.0,0.0,0.0,0.0,0.0,
1981,78379,49495,3749.143,,62.4,22.0,31.4,0.0,0.0,0.0,0.0,0.0,
1982,78070,49286,3434.571,,60.2,19.0,31.2,0.0,0.0,0.0,0.0,0.0,
1983,78161,49285,3120.0,,58.0,16.0,31.0,0.0,0.0,0.0,0.0,0.0,
1984,78767,49635,2834.4,,73.6,25.6,38.6,0.0,0.0,0.0,0.0,0.0,
1985,78373,49337,2548.8,,89.2,35.2,46.2,0.0,0.0,0.0,0.0,0.0,
1986,78196,49338,2263.2,,104.8,44.8,53.8,0.0,0.0,0.0,0.0,0.0,
1987,78001,49289,1977.6,,120.4,54.4,61.4,0.0,0.0,0.0,0.0,0.0,
1988,77748,49158,1692.0,,136.0,64.0,69.0,0.0,0.0,0.0,12.0,10.0,
1989,75859,47935,1218.0,,112.0,60.0,65.0,0.0,2.0,0.0,11.63636,9.636364,
1990,75569,48115,1373.0,,126.0,62.0,57.0,0.0,4.0,0.0,11.272730000000001,9.272727,
1991,75959,48193,1678.0,,132.0,101.0,19.0,0.0,3.5,0.0,10.909089999999999,8.909091,
1992,76743,48596,2172.179,,150.0,85.0,24.0,0.0,3.0,0.0,10.54545,8.545455,
1993,77129,48895,2666.357,,158.0,77.0,35.0,0.0,3.714286,0.0,10.18182,8.181818,
1994,77374,48989,3160.5359999999996,,171.3333,89.83334,36.08333,0.0,4.428571,0.0,9.818182,7.818182000000001,
1995,78076,49577,3654.7140000000004,,184.6667,102.6667,37.16667,0.0,5.142857,0.0,9.454545,7.4545449999999995,
1996,78161,49806,4148.893,,198.0,115.5,38.25,0.0,5.857143,0.0,9.090909,7.090909,
1997,78202,49803,4643.071,,211.3333,128.3333,39.33333,0.0,6.571428999999999,0.0,8.727273,6.727272999999999,
1998,77743,49552,5137.25,,224.6667,141.1667,40.41667,0.0,7.285714,0.0,8.363636,6.363636,
1999,78224,49996,5631.429,,238.0,154.0,41.5,0.0,8.0,0.0,8.0,6.0,
2000,78195,50004,5388.095,4803.0,244.1667,164.1667,42.58333,0.0,7.125,0.0,7.636364,5.636364,205.0
2001,77780,49822,5144.762,5228.0,250.3333,174.3333,43.66667,0.0,6.25,0.0,7.272727000000001,5.272727,247.0
2002,77979,50148,4901.429,5475.0,256.5,184.5,44.75,0.0,5.375,0.0,6.909091,4.909091,261.0
2003,78082,50418,4658.095,6094.0,262.6667,194.6667,45.83333,0.0,4.5,0.0,6.5454550000000005,4.5454550000000005,286.0
2004,78055,50500,4414.762,6060.0,268.8333,204.8333,46.91667,0.0,3.625,0.0,6.181818,4.181818,254.0
2005,78082,50705,4171.429,6031.0,275.0,215.0,48.0,0.0,2.75,0.0,5.818182,3.818182,298.0
2006,78063,50724,3650.0,5571.0,280.0,210.0,56.0,0.0,1.875,0.0,5.4545449999999995,3.4545449999999995,307.0
2007,78794,51401,4953.571,5111.0,285.0,259.0,43.0,0.0,1.0,0.0,5.090909,3.090909,270.0
2008,79665,52034,3285.0,4651.0,275.0,228.0,45.0,0.0,1.5,0.0,4.727273,2.727273,282.0
2009,80275,52357,3545.7140000000004,4191.0,260.0,212.0,35.0,0.0,2.0,1.0,4.363636,2.363636,349.0
2010,80261,52358,3806.429,4196.0,266.0,201.0,26.0,0.0,1.0,1.0,4.0,2.0,250.0
2011,80422,52524,4536.429,4100.0,250.0,214.0,39.0,0.0,3.0,2.0,3.5,2.5,243.0
2012,80626,52776,5683.571,4694.0,292.0,264.0,22.0,1.0,36.0,2.0,3.0,3.0,280.0
2013,80253,52290,4056.0,4056.0,333.0,265.0,23.0,1.0,4.0,2.0,2.0,2.0,333.0
2014,80236,52053,4380.0,,312.0,269.0,19.0,1.0,4.0,2.0,1.0,1.0,
2015,79213,51114,4380.0,,312.0,269.0,19.0,1.0,4.0,2.0,1.0,0.0,
2016,78275,50279,,,,,,,,,,,
