year,total_pop,total_pop_15to64,total_jail_adm,total_jail_adm_dcrp,total_jail_pop,total_jail_pretrial,jail_from_state_prison,jail_from_other_state_prison,jail_from_state_jail,jail_from_other_state_jail,jail_from_fed,jail_from_ice,total_jail_pop_dcrp
1970,10028,5904,0.0,,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,
1971,9817,5789,0.0,,12.25,3.25,0.0,0.0,0.0,0.0,0.0,0.0,
1972,10799,6488,0.0,,12.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,
1973,10723,6470,0.0,,12.75,3.75,0.0,0.0,0.0,0.0,0.0,0.0,
1974,11423,6968,0.0,,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,
1975,11567,7084,0.0,,13.25,4.25,0.0,0.0,0.0,0.0,0.0,0.0,
1976,12405,7751,0.0,,13.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,
1977,12588,7928,0.0,,13.75,4.75,0.0,0.0,0.0,0.0,0.0,0.0,
1978,12601,7968,521.4286,,14.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,
1979,12302,7767,481.9429,,13.0,4.4,6.0,0.0,0.0,0.0,0.0,0.0,
1980,12265,7773,442.4572,,12.0,3.8,6.0,0.0,0.0,0.0,0.0,0.0,
1981,12314,7833,402.9714,,11.0,3.2,6.0,0.0,0.0,0.0,0.0,0.0,
1982,12400,7906,363.4857,,10.0,2.6,6.0,0.0,0.0,0.0,0.0,0.0,
1983,12282,7839,324.0,,9.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,
1984,12081,7730,355.4,,10.4,3.4,6.1875,0.0,0.0,0.0,0.0,0.0,
1985,11950,7650,386.8,,11.8,4.8,6.375,0.0,0.0,0.0,0.0,0.0,
1986,11942,7681,418.2,,13.2,6.2,6.5625,0.0,0.0,0.0,0.0,0.0,
1987,12118,7824,449.6,,14.6,7.6,6.75,0.0,0.0,0.0,0.0,0.0,
1988,11458,7419,481.0,,16.0,9.0,6.9375,0.0,1.0,0.0,0.0,0.0,
1989,11484,7444,503.6364,,15.8,11.0,7.125,0.0,0.0,0.0,0.0,0.0,
1990,11384,7443,526.2727,,15.6,13.0,7.3125,0.0,0.0,0.0,0.0,0.0,
1991,11705,7718,548.9091,,15.4,15.0,7.5,0.0,0.0,0.0,0.0,0.0,
1992,11206,7214,571.5455,,15.2,17.0,7.6875,0.0,0.0,0.0,0.0,0.0,
1993,11276,7282,594.1818,,15.0,19.0,7.875,0.0,0.0,0.0,0.0,0.0,
1994,11571,7581,616.8182,,15.5,16.66667,8.0625,0.0,0.0,0.0,0.0,0.0,
1995,11810,7859,639.4545,,16.0,14.333329999999998,8.25,0.0,0.0,0.0,0.0,0.0,
1996,11874,7944,662.0909,,16.5,12.0,8.4375,0.0,0.0,0.0,0.0,0.0,
1997,11870,7955,684.7273,,17.0,9.666667,8.625,0.0,0.0,0.0,0.0,0.0,
1998,11788,7917,707.3636,,17.5,7.3333330000000005,8.8125,0.0,0.0,0.0,0.0,0.0,
1999,11779,7940,730.0,,18.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,
2000,11792,8018,712.6189999999999,777.0,16.16667,5.6666669999999995,0.0,0.0,0.0,0.0,0.0,0.0,17.0
2001,11519,7871,695.2381,660.0,14.333329999999998,6.3333330000000005,0.0,0.0,0.0,0.0,0.0,0.0,12.0
2002,11277,7647,677.8572,778.0,12.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
2003,10889,7416,660.4762,628.0,10.66667,7.6666669999999995,0.0,0.0,0.0,0.0,0.0,0.0,10.0
2004,10772,7268,643.0952,674.0,8.833333,8.333333,0.0,0.0,0.0,0.0,0.0,0.0,10.0
2005,10646,7175,625.7143,630.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
2006,10358,6988,625.7143,712.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
2007,9962,6686,625.7143,820.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0
2008,9940,6753,625.7143,844.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
2009,9822,6714,625.7143,689.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
2010,9598,6594,625.7143,712.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
2011,9583,6569,625.7143,766.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
2012,9781,6721,625.7143,275.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
2013,9354,6356,625.7143,275.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
2014,9145,6209,625.7143,,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015,9164,6242,625.7143,,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,
2016,9143,6177,,,,,,,,,,,
