year,total_pop,total_pop_15to64,total_jail_adm,total_jail_adm_dcrp,total_jail_pop,total_jail_pretrial,jail_from_state_prison,jail_from_other_state_prison,jail_from_state_jail,jail_from_other_state_jail,jail_from_fed,jail_from_ice,total_jail_pop_dcrp
1970,23302,12381,0.0,,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,
1971,24105,12943,0.0,,12.25,3.5,0.0,0.0,0.0,0.0,0.0,0.0,
1972,23062,12390,0.0,,15.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,
1973,23187,12560,0.0,,18.75,4.5,0.0,0.0,0.0,0.0,0.0,0.0,
1974,23288,12710,0.0,,22.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,
1975,23512,12931,0.0,,25.25,5.5,0.0,0.0,0.0,0.0,0.0,0.0,
1976,23388,12935,0.0,,28.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,
1977,23209,12887,0.0,,31.75,6.5,0.0,0.0,0.0,0.0,0.0,0.0,
1978,23175,12929,782.1429,,35.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,
1979,23206,13044,781.7143,,30.2,6.6,7.6,0.0,0.0,0.0,0.0,0.0,
1980,22962,12924,781.2857,,25.4,6.2,7.2,0.0,0.0,0.0,0.0,0.0,
1981,23040,12977,780.8572,,20.6,5.8,6.8,0.0,0.0,0.0,0.0,0.0,
1982,22867,12871,780.4286,,15.8,5.4,6.4,0.0,0.0,0.0,0.0,0.0,
1983,23130,13005,780.0,,11.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,
1984,23261,13072,727.2,,12.4,5.2,5.6,0.0,0.0,0.0,0.0,0.0,
1985,22777,12782,674.4,,13.8,5.4,5.2,0.0,0.0,0.0,0.0,0.0,
1986,22316,12571,621.6,,15.2,5.6,4.8,0.0,0.0,0.0,0.0,0.0,
1987,22284,12592,568.8,,16.6,5.8,4.4,0.0,0.0,0.0,0.0,0.0,
1988,21933,12418,516.0,,18.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,
1989,21747,12302,147.0,,20.0,3.0,3.4,0.0,0.0,0.0,0.0,0.0,
1990,21568,12325,765.0,,20.0,12.0,2.8,0.0,0.0,0.0,0.0,0.0,
1991,21386,12269,750.0,,18.0,13.0,2.2,0.0,0.0,0.0,0.0,0.0,
1992,21306,12204,708.3929,,30.0,7.0,1.6,0.0,0.0,0.0,0.0,0.0,
1993,21007,12112,666.7857,,28.0,25.0,1.0,0.0,14.0,0.0,0.0,0.0,
1994,21037,12227,625.1786,,32.5,26.5,3.166667,0.0,12.5,0.0,0.0,0.0,
1995,21380,12600,583.5715,,37.0,28.0,5.3333330000000005,0.0,11.0,0.0,0.0,0.0,
1996,21475,12833,541.9643,,41.5,29.5,7.5,0.0,9.5,0.0,0.0,0.0,
1997,21564,12983,500.3572,,46.0,31.0,9.666667,0.0,8.0,0.0,0.0,0.0,
1998,21632,13103,458.7501,,50.5,32.5,11.83333,0.0,6.5,0.0,0.0,0.0,
1999,21643,13217,417.1429,,55.0,34.0,14.0,0.0,5.0,0.0,0.0,0.0,
2000,21564,13251,643.0953,963.0,59.0,39.66667,9.666667,0.0,3.666667,0.0,0.0,0.0,255.0
2001,21091,13056,869.0476,843.0,63.0,45.33333,5.3333330000000005,0.0,2.333333,0.0,0.0,0.0,58.0
2002,20837,12968,1095.0,853.0,67.0,51.0,1.0,0.0,1.0,0.0,1.0,0.0,281.0
2003,20399,12868,834.2857,1073.0,279.0,37.0,92.75,0.0,2.0,0.0,0.0,0.0,315.0
2004,20257,12835,886.4286,927.0,305.0,39.0,184.5,0.0,2.0,0.0,0.0,0.0,271.0
2005,20052,12694,782.1429,336.0,300.0,55.5,276.25,0.0,3.333333,0.0,0.0,0.0,324.0
2006,19932,12620,938.5714,1111.0,370.0,72.0,368.0,0.0,4.6666669999999995,0.0,0.0,0.0,377.0
2007,19710,12507,1251.4289999999999,1273.0,355.0,55.0,280.0,0.0,6.0,0.0,0.0,0.0,371.0
2008,19755,12602,1199.286,1292.0,340.0,49.0,280.0,0.0,5.0,0.0,0.0,0.0,392.0
2009,19461,12354,834.2857,1310.0,376.0,80.0,255.0,0.0,4.0,0.0,0.0,0.0,373.0
2010,19478,12493,1407.8570000000002,1328.0,280.0,29.0,224.0,0.0,3.0,0.0,0.0,0.0,338.0
2011,19400,12435,1251.4289999999999,1347.0,318.0,99.0,224.0,0.0,2.0,0.0,0.0,0.0,304.0
2012,19076,12214,1095.0,1485.0,339.0,67.0,301.0,0.0,1.0,0.0,0.0,0.0,387.0
2013,18920,12087,1251.428,1485.0,351.5,80.5,290.5,0.0,48.5,0.0,0.0,0.0,319.0
2014,18803,12041,1407.8570000000002,,364.0,94.0,280.0,0.0,96.0,0.0,0.0,0.0,
2015,18509,11858,406.0,,340.0,60.0,280.0,0.0,60.0,0.0,0.0,0.0,
2016,18325,11746,,,,,,,,,,,
