year,total_pop,total_pop_15to64,total_jail_adm,total_jail_adm_dcrp,total_jail_pop,total_jail_pretrial,jail_from_state_prison,jail_from_other_state_prison,jail_from_state_jail,jail_from_other_state_jail,jail_from_fed,jail_from_ice,total_jail_pop_dcrp
1970,8811,4569,0.0,,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
1971,8338,4330,0.0,,4.25,2.125,0.0,0.0,0.0,0.0,0.0,0.0,
1972,8542,4498,0.0,,5.5,2.25,0.0,0.0,0.0,0.0,0.0,0.0,
1973,8467,4509,0.0,,6.75,2.375,0.0,0.0,0.0,0.0,0.0,0.0,
1974,8146,4374,0.0,,8.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,
1975,7970,4319,0.0,,9.25,2.625,0.0,0.0,0.0,0.0,0.0,0.0,
1976,8307,4582,0.0,,10.5,2.75,0.0,0.0,0.0,0.0,0.0,0.0,
1977,8334,4633,0.0,,11.75,2.875,0.0,0.0,0.0,0.0,0.0,0.0,
1978,8316,4658,208.5714,,13.0,3.0,5.0,0.0,1.0,0.0,0.0,0.0,
1979,8208,4612,246.8571,,12.6,4.4,4.6,0.0,0.0,0.0,0.0,0.0,
1980,7946,4467,285.1428,,12.2,5.8,4.2,0.0,0.0,0.0,0.0,0.0,
1981,7926,4474,323.4286,,11.8,7.2,3.8,0.0,0.0,0.0,0.0,0.0,
1982,8048,4542,361.7143,,11.4,8.6,3.4,0.0,0.0,0.0,0.0,0.0,
1983,8005,4524,400.0,,11.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,
1984,7958,4501,384.2,,10.4,8.6,2.6,0.0,0.0,0.0,0.0,0.0,
1985,7757,4391,368.4,,9.8,7.2,2.2,0.0,0.0,0.0,0.0,0.0,
1986,7571,4315,352.6,,9.2,5.8,1.8,0.0,0.0,0.0,0.0,0.0,
1987,7343,4209,336.8,,8.6,4.4,1.4,0.0,0.0,0.0,0.0,0.0,
1988,7196,4139,321.0,,8.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,
1989,7159,4123,301.2987,,9.6,4.8,1.2,0.0,0.0,0.0,0.0,0.0,
1990,7031,4068,281.5974,,11.2,6.6,1.4,0.0,0.0,0.0,0.0,0.0,
1991,7020,4097,261.8961,,12.8,8.4,1.6,0.0,0.0,0.0,0.0,0.0,
1992,6999,4098,242.1948,,14.4,10.2,1.8,0.0,0.0,0.0,0.0,0.0,
1993,7013,4140,222.4935,,16.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,
1994,6910,4115,202.7922,,15.666670000000002,11.33333,3.833333,0.0,0.0,0.0,0.0,0.0,
1995,6886,4148,183.0909,,15.333329999999998,10.66667,5.6666669999999995,0.0,0.0,0.0,0.0,0.0,
1996,6841,4157,163.3896,,15.0,10.0,7.5,0.0,0.0,0.0,0.0,0.0,
1997,6688,4086,143.6883,,14.666670000000002,9.333333,9.333333,0.0,0.0,0.0,0.0,0.0,
1998,6669,4114,123.98700000000001,,14.333329999999998,8.666667,11.16667,0.0,0.0,0.0,0.0,0.0,
1999,6624,4087,104.2857,,14.0,8.0,13.0,0.0,0.0,0.0,0.0,0.0,
2000,6520,4062,266.0858,375.43610911699994,180.0635,33.5341,180.0635,0.0,0.0,0.0,0.0,0.0,35.7211055276
2001,6303,3954,286.9357,349.98292818699997,146.7434,31.54982,165.0863,0.0,0.0,0.0,0.0,0.0,27.1475227315
2002,6186,3919,309.2081,630.80556081,185.313,51.1464,148.9917,0.0,49.66389,0.0,0.0,0.0,225.34064687
2003,6052,3866,213.7898,571.028924026,208.7312,42.49171,174.4397,0.0,40.2553,0.0,0.0,0.0,35.0370227536
2004,5845,3770,117.5709,473.504784689,225.4785,187.1471,187.1471,0.0,30.81539,0.0,0.0,0.0,22.54784689
2005,5707,3646,819.7885,14.9733059548,228.3429,26.95195,205.1343,0.0,20.962629999999997,0.0,0.0,0.0,29.9466119096
2006,5510,3516,391.1549,15.003200341400001,225.048,24.00512,209.2946,0.0,11.2524,0.0,0.0,0.0,30.0064006827
2007,5238,3395,345.3489,15.115761353499998,256.968,27.208370000000002,207.0859,0.0,1.511576,0.0,0.0,0.0,226.736420303
2008,5191,3369,297.6499,631.023863125,254.0781,28.062359999999998,229.0495,0.0,3.792211,0.0,0.0,0.0,42.472760018
2009,5076,3295,251.8354,80.6280587276,198.8825,48.37683,253.4025,0.0,6.14309,0.0,0.0,0.0,6.14309018877
2010,4916,3202,201.6522,344.417651314,229.6118,70.03159000000001,238.0309,0.0,8.419098,0.0,0.0,0.0,27.5534121051
2011,4886,3174,151.8453,99.2055849784,218.6339,91.57439000000001,222.831,0.0,10.68368,0.0,0.0,0.0,6.10495907559
2012,4874,3171,100.6366,74.8284313725,204.2816,111.1202,204.2816,0.0,12.72083,0.0,0.0,0.0,8.23112745098
2013,4785,3053,51.87764,51.8776423775,241.6016,131.1763,214.9217,0.0,14.82218,0.0,0.0,0.0,241.60159164400002
2014,4677,2976,946.3691,,233.2807,160.4265,112.9609,0.0,117.7442,0.0,0.0,0.0,
2015,4610,2902,1853.884,,228.2159,191.9088,12.59633,0.0,222.2882,0.0,0.7409607,0.7409607,
2016,4563,2863,,,,,,,,,,,
