yfips,year,fips,state,county_name,total_pop,total_pop_15to64,female_pop_15to64,male_pop_15to64,asian_pop_15to64,black_pop_15to64,latino_pop_15to64,native_pop_15to64,other_pop_15to64,white_pop_15to64,urbanicity,region,division,commuting_zone,metro_area,land_area,total_jail_adm,total_jail_adm_dcrp,female_jail_adm_dcrp,male_jail_adm_dcrp,total_jail_pop,female_jail_pop,male_jail_pop,asian_jail_pop,black_jail_pop,latino_jail_pop,native_jail_pop,white_jail_pop,total_jail_pretrial,female_jail_pretrial,male_jail_pretrial,jail_from_state_prison,jail_from_other_state_prison,jail_from_state_jail,jail_from_other_state_jail,jail_from_fed,jail_from_ice,total_jail_pop_dcrp,female_jail_pop_dcrp,male_jail_pop_dcrp,total_prison_pop,female_prison_pop,male_prison_pop,asian_prison_pop,black_prison_pop,latino_prison_pop,native_prison_pop,other_prison_pop,white_prison_pop,total_prison_adm,female_prison_adm,male_prison_adm,asian_prison_adm,black_prison_adm,latino_prison_adm,native_prison_adm,other_prison_adm,white_prison_adm,num_facilites,num_employees,confined_pop,capacity,ucr_population,index_crime,violent_crime,property_crime,murder_crime,rape_crime,robbery_crime,agr_assault_crime,burglary_crime,larceny_crime,mv_theft_crime,arson_crime
197228061,1972,28061,MS,Jasper County,16368,9390,4824,4566,,4028,,,7,5355,rural,South,East South Central,257,29860,676.239,0,,,,15.25,1.888889,13.75,,,,,,5.5,2.086957,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197328061,1973,28061,MS,Jasper County,16493,9519,4892,4627,,4126,,,7,5386,rural,South,East South Central,257,29860,676.239,0,,,,13.875,1.833333,12.625,,,,,,5.25,2.130435,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197428061,1974,28061,MS,Jasper County,16687,9708,4982,4726,,4254,,,8,5446,rural,South,East South Central,257,29860,676.239,0,,,,12.5,1.777778,11.5,,,,,,5,2.173913,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197528061,1975,28061,MS,Jasper County,16687,9765,5013,4752,,4323,,,12,5430,rural,South,East South Central,257,29860,676.239,0,,,,11.125,1.722222,10.375,,,,,,4.75,2.217391,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197628061,1976,28061,MS,Jasper County,16903,9935,5106,4829,,4429,,,12,5494,rural,South,East South Central,257,29860,676.239,0,,,,9.75,1.666667,9.25,,,,,,4.5,2.26087,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197728061,1977,28061,MS,Jasper County,17253,10168,5232,4936,,4574,,,10,5584,rural,South,East South Central,257,29860,676.239,0,,,,8.375,1.611111,8.125,,,,,,4.25,2.304348,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2911,1,0,1,0,0,0,0,1,0,0,0
197828061,1978,28061,MS,Jasper County,17291,10208,5263,4945,,4621,,,11,5576,rural,South,East South Central,257,29860,676.239,521.4286,,,,7,1.555556,7,,,,,,4,2.347826,4,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3034,5,3,2,0,0,0,3,0,2,0,0
197928061,1979,28061,MS,Jasper County,17385,10253,5294,4959,,4678,,,11,5564,rural,South,East South Central,257,29860,676.239,457.1429,,,,8,1.5,8,,,,,,3.4,2.391304,4.4,3.6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
198028061,1980,28061,MS,Jasper County,17274,10174,5252,4922,,4709,,,11,5454,rural,South,East South Central,257,29860,676.239,392.8571,,,,9,1.444444,9,,,,,,2.8,2.434783,4.8,5.2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,16331,96,26,70,2,6,2,16,44,23,3,0
198128061,1981,28061,MS,Jasper County,17373,10269,5296,4973,,4781,,,11,5477,rural,South,East South Central,257,29860,676.239,328.5714,,,,10,1.388889,10,,,,,,2.2,2.478261,5.2,6.8,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1891,31,6,25,0,0,0,6,10,14,0,1
198228061,1982,28061,MS,Jasper County,17674,10458,5389,5069,,4887,,,11,5560,rural,South,East South Central,257,29860,676.239,264.2857,,,,11,1.333333,11,,,,,,1.6,2.521739,5.6,8.4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,16588,78,10,68,1,1,1,7,36,28,3,1
198328061,1983,28061,MS,Jasper County,17598,10429,5375,5054,,4895,,,12,5522,rural,South,East South Central,257,29860,676.239,200,,,,12,1.277778,12,,,,,,1,2.565217,6,10,0,0,0,0,0,,,,11,,,0,9,0,0,2,,4,0,4,0,,0,0,4,,0,0,0,0,1933,23,1,22,0,0,0,1,3,19,0,0
198428061,1984,28061,MS,Jasper County,17721,10513,5415,5098,,4957,,,12,5544,rural,South,East South Central,257,29860,676.239,214.4,,,,12.8,1.222222,12.6,,,,,,2.4,2.608696,6.4,8.2,0,0,0,0,0,,,,10,0,10,0,6,0,0,0,4,4,0,4,0,,0,0,4,,0,0,0,0,2019,8,0,8,0,0,0,0,3,3,2,0
198528061,1985,28061,MS,Jasper County,17762,10548,5432,5116,,4994,,,8,5546,rural,South,East South Central,257,29860,676.239,228.8,,,,13.6,1.166667,13.2,,,,,,3.8,2.652174,6.8,6.4,0,0,0,0,0,,,,7,0,7,0,6,0,0,1,,6,0,6,0,6,0,0,0,0,0,0,0,0,2031,9,0,9,0,0,0,0,4,1,1,3
198628061,1986,28061,MS,Jasper County,17307,10323,5308,5015,,4908,,,8,5407,rural,South,East South Central,257,29860,676.239,243.2,,,,14.4,1.111111,13.8,,,,,,5.2,2.695652,7.2,4.6,0,0,0,0,0,,,,9,0,9,0,7,0,0,2,,7,0,7,0,5,0,0,2,,0,0,0,0,1999,5,3,2,0,3,0,0,1,1,0,0
198728061,1987,28061,MS,Jasper County,17289,10351,5323,5028,,4947,,,8,5396,rural,South,East South Central,257,29860,676.239,257.6,,,,15.2,1.055556,14.4,,,,,,6.6,2.73913,7.6,2.8,0,0,0,0,0,,,,12,0,12,0,8,0,0,0,4,9,0,9,0,5,0,0,0,4,0,0,0,0,,,,,,,,,,,,
198828061,1988,28061,MS,Jasper County,17276,10376,5336,5040,,4989,,,9,5378,rural,South,East South Central,257,29860,676.239,272,,,,16,1,15,,,,,,8,2.782609,8,1,0,0,0,0,0,,,,12,,,0,9,0,0,3,,10,,,0,9,0,0,1,,0,0,0,0,,,,,,,,,,,,
198928061,1989,28061,MS,Jasper County,17120,10306,5303,5003,,4988,,,9,5309,rural,South,East South Central,257,29860,676.239,304.1559,,,,17.8,1.2,16.6,,,,,,7,2.826087,8.090909,2.272727,0,0,0,0,0,,,,10,,,0,5,0,0,0,5,10,,,0,6,0,0,0,4,0,0,0,0,,,,,,,,,,,,
199028061,1990,28061,MS,Jasper County,17105,10392,5342,5050,2,5066,18,2,,5304,rural,South,East South Central,257,29860,676.239,336.3117,,,,19.6,1.4,18.2,0,14.8,0,0,3.2,6,2.869565,8.181818,3.545455,0,0,0,0,0,,,,16,0,16,0,10,0,0,0,6,11,,,0,8,0,0,3,,0,0,0,0,14404,75,17,58,5,0,3,9,50,2,6,0
199128061,1991,28061,MS,Jasper County,16990,10338,5309,5029,2,5072,17,2,,5245,rural,South,East South Central,257,29860,676.239,368.4675,,,,21.4,1.6,19.8,0,16.2,0,0,2.8,5,2.913043,8.272727,4.818182,0,0,0,0,0,,,,22,0,22,0,16,0,0,0,6,12,0,12,0,10,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199228061,1992,28061,MS,Jasper County,17245,10504,5404,5100,2,5222,19,2,,5259,rural,South,East South Central,257,29860,676.239,400.6234,,,,23.2,1.8,21.4,0,17.6,0,0,2.4,4,2.956522,8.363636,6.090909,0,0,0,0,0,,,,18,,,0,15,0,0,3,,25,,,0,23,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199328061,1993,28061,MS,Jasper County,17235,10531,5400,5131,2,5282,19,2,,5226,rural,South,East South Central,257,29860,676.239,432.7792,,,,25,2,23,0,19,0,0,2,3,3,8.454545,7.363636,0,0,0,0,0,,,,17,0,17,0,14,0,0,3,,15,0,15,0,14,0,0,1,,0,0,0,0,,,,,,,,,,,,
199428061,1994,28061,MS,Jasper County,17282,10635,5445,5190,3,5380,20,2,,5230,rural,South,East South Central,257,29860,676.239,464.9351,,,,25.66667,1.833333,24,0,20,0,0,2.333333,4,3,8.545455,8.636364,0,0,0,0,0,,,,21,,,0,15,0,0,0,6,33,,,0,26,0,0,0,7,0,0,0,0,1058,9,1,8,0,0,1,0,3,5,0,0
199528061,1995,28061,MS,Jasper County,17413,10797,5532,5265,3,5497,22,2,,5273,rural,South,East South Central,257,29860,676.239,497.0909,,,,26.33333,1.666667,25,0,21,0,0,2.666667,5,3,8.636364,9.909091,0,0,0,0,0,,,,25,0,25,0,17,0,0,0,8,26,0,26,0,20,0,0,0,6,0,0,0,0,1007,6,1,5,0,0,0,1,2,2,1,0
199628061,1996,28061,MS,Jasper County,17416,10820,5543,5277,3,5557,24,2,,5234,rural,South,East South Central,257,29860,676.239,529.2468,,,,27,1.5,26,0,22,0,0,3,6,3,8.727273,11.18182,0,0,0,0,0,,,,42,0,42,0,31,0,0,0,11,31,,,0,22,0,0,0,9,0,0,0,0,1014,7,2,5,0,0,0,2,1,4,0,0
199728061,1997,28061,MS,Jasper County,17575,10967,5615,5352,3,5655,27,2,,5280,rural,South,East South Central,257,29860,676.239,561.4026,,,,27.66667,1.333333,27,0,23,0,0,3.333333,7,3,8.818182,12.45455,0,0,0,0,0,,,,45,,,0,34,0,0,0,11,24,,,0,18,0,0,0,6,0,0,0,0,1019,18,1,17,0,0,1,0,4,13,0,0
199828061,1998,28061,MS,Jasper County,17689,11134,5713,5421,3,5766,26,2,,5337,rural,South,East South Central,257,29860,676.239,593.5585,,,,28.33333,1.166667,28,0,24,0,0,3.666667,8,3,8.909091,13.72727,0,0,0,0,0,,,,34,,,0,25,0,0,0,9,25,,,0,19,0,0,0,6,0,0,0,0,962,22,3,19,0,0,0,3,5,13,0,1
199928061,1999,28061,MS,Jasper County,18185,11516,5915,5601,8,6012,31,2,,5463,rural,South,East South Central,257,29860,676.239,625.7143,,,,29,1,29,0,25,0,1,4,9,3,9,15,0,5,0,0,0,,,,38,0,38,0,27,0,0,0,11,20,,,0,16,0,0,0,4,0,0,0,0,943,20,2,18,0,0,0,2,10,8,0,0
200028061,2000,28061,MS,Jasper County,18110,11499,5911,5588,13,6003,77,11,,5395,rural,South,East South Central,257,29860,676.239,695.2381,1230,130,1100,30,1.5,29.83333,0,26.16667,0,0,4.333333,12.83333,3,12.33333,12.66667,0,7.357143,0,0,0,40,3,40,39.75,,,0,28.5833333333,0,0,0,11.1666666667,26,,,0,18,0,0,0,8,0,0,0,0,840,12,2,10,0,0,1,1,4,6,0,0
200128061,2001,28061,MS,Jasper County,18230,11585,5983,5602,12,6020,76,11,,5466,rural,South,East South Central,257,29860,676.239,764.7619,1230,130,1100,31,2,30.66667,0,27.33333,0,0,4.666667,16.66667,3,15.66667,10.33333,0,9.714286,0,0,0,48,3,45,41.5,,,0,30.1666666667,0,0,0,11.3333333333,44,,,0,36,0,0,0,8,0,0,0,0,844,23,1,22,0,0,1,0,13,9,0,0
200228061,2002,28061,MS,Jasper County,18068,11549,5952,5597,11,6012,80,12,,5434,rural,South,East South Central,257,29860,676.239,834.2856,900,55,845,32,2.5,31.5,0,28.5,0,0,5,20.5,3,19,8,0,12.07143,0,0,0,35,2,35,43.25,,,0,31.75,0,0,0,11.5,43,7,36,0,32,0,0,0,11,0,0,0,0,848,7,4,3,0,0,2,2,3,0,0,0
200328061,2003,28061,MS,Jasper County,17855,11451,5902,5549,12,5966,80,11,,5382,rural,South,East South Central,257,29860,676.239,903.8094,783,101,682,33,3,32.33333,0,29.66667,0,0,5.333333,24.33333,3,22.33333,5.666667,0,14.42857,0,0,0,32,2,30,45,,,0,33.3333333333,0,0,0,11.6666666667,17,,,0,15,0,0,2,,0,0,0,0,831,13,0,13,0,0,0,0,4,8,0,1
200428061,2004,28061,MS,Jasper County,17751,11374,5866,5508,10,5957,78,11,,5318,rural,South,East South Central,257,29860,676.239,973.3333,934,161,773,34,3.5,33.16667,0,30.83333,0,0,5.666667,28.16667,3,25.66667,3.333333,0,16.78572,0,0,0,65,9,56,46.75,,,0,34.9166666667,0,0,0,11.8333333333,18.125,,,0,15.625,0,0,2.375,,0,0,0,0,16224,318,32,286,1,4,6,21,109,154,21,2
200528061,2005,28061,MS,Jasper County,17496,11221,5718,5503,11,5934,78,7,,5191,rural,South,East South Central,257,29860,676.239,1042.857,807,139,668,35,4,34,0,32,0,0,6,32,3,29,1,0,19.14286,0,0,0,40,4,36,48.5,,,0,36.5,0,0,0,12,19.25,,,0,16.25,0,0,2.75,,0,0,0,0,808,17,7,10,0,0,2,5,8,2,0,0
200628061,2006,28061,MS,Jasper County,17544,11295,5765,5530,11,5986,75,11,,5212,rural,South,East South Central,257,29860,676.239,919.9999,876,142,734,33.5,4.75,34.5,0,32.875,0,0,6.375,30.125,3,29,2.125,0,21.5,0,0,0,72,11,61,50.25,,,0,38.0833333333,0,0,0,12.1666666667,20.375,,,0,16.875,0,0,0,3.125,0,0,0,0,807,26,1,25,1,0,0,0,3,15,7,0
200728061,2007,28061,MS,Jasper County,17492,11235,5702,5533,9,5956,78,12,,5180,rural,South,East South Central,257,29860,676.239,797.1428,1017,213,804,32,5.5,35,0,33.75,0,0,6.75,28.25,3,29,3.25,0,23.85714,0,0,0,26,2,24,52,,,0,39.6666666667,0,0,0,12.3333333333,21.5,,,0,17.5,0,0,0,3.5,0,0,0,0,806,28,0,28,0,0,0,0,8,18,1,1
200828061,2008,28061,MS,Jasper County,17550,11265,5740,5525,9,6024,83,12,,5137,rural,South,East South Central,257,29860,676.239,674.2856,1078,176,902,30.5,6.25,35.5,0,34.625,0,0,7.125,26.375,3,29,4.375,0,26.21428,0,0,0,26,2,24,53.75,,,0,41.25,0,0,0,12.5,22.625,,,0,18.125,0,0,0,3.875,0,0,0,0,802,44,0,44,0,0,0,0,8,32,4,0
200928061,2009,28061,MS,Jasper County,17344,11138,5681,5457,9,5978,85,12,,5054,rural,South,East South Central,257,29860,676.239,551.4285,873,139,734,29,7,36,0,35.5,0,0,7.5,24.5,3,29,5.5,0,28.57143,0,0,0,26,2,24,55.5,,,0,42.8333333333,0,0,0,12.6666666667,23.75,,,0,18.75,0,0,0,4.25,0,0,0,0,809,30,0,30,0,0,0,0,7,22,1,0
201028061,2010,28061,MS,Jasper County,17062,10984,5613,5371,10,5850,83,12,,5029,rural,South,East South Central,257,29860,676.239,428.5714,876,184,692,27.5,7.75,36.5,0,36.375,0,0,7.875,22.625,3,29,6.625,0,30.92857,0,0,0,26,2,24,57.25,,,0,44.4166666667,0,0,0,12.8333333333,24.875,,,0,19.375,0,0,0,4.625,0,0,0,0,718,24,0,24,0,0,0,0,3,20,1,0
201128061,2011,28061,MS,Jasper County,17007,10945,5592,5353,10,5811,86,10,,5028,rural,South,East South Central,257,29860,676.239,305.7143,947,95,852,26,8.5,37,0,37.25,0,0,8.25,20.75,3,29,7.75,0,33.28571,0,0,0,26,2,24,59,,,0,46,0,0,0,13,26,,,0,20,0,0,0,5,0,0,0,0,721,23,1,22,0,0,0,1,6,14,2,0
201228061,2012,28061,MS,Jasper County,16850,10777,5485,5292,22,5774,87,16,,4878,rural,South,East South Central,257,29860,676.239,182.8571,947,95,852,24.5,9.25,37.5,0,38.125,0,0,8.625,18.875,3,29,8.875,0,35.64286,0,0,0,26,2,24,53,0,53,0,41,0,0,0,12,22,,,0,13,0,0,0,9,0,0,0,0,708,12,1,11,0,0,0,1,3,6,2,0
201328061,2013,28061,MS,Jasper County,16553,10516,5387,5129,25,5621,92,18,,4760,rural,South,East South Central,257,29860,676.239,60,947,95,852,23,10,38,0,39,0,0,9,17,3,29,10,0,38,0,0,0,26,2,24,61,,,0,47,0,0,0,14,29,,,0,21,0,0,0,8,0,0,0,0,682,0,0,0,0,0,0,0,0,0,0,0
201428061,2014,28061,MS,Jasper County,16487,10418,5345,5073,22,5627,95,17,,4657,rural,South,East South Central,257,29860,676.239,60,,,,23,10,38,0,39,0,0,9,17,3,29,10,0,38,0,0,0,,,,53,,,0,39,0,0,0,14,27,4,23,0,16,0,0,0,11,0,0,0,0,684,31,2,29,0,0,1,1,6,22,1,0
201528061,2015,28061,MS,Jasper County,16529,10388,5312,5076,22,5652,107,20,,4587,rural,South,East South Central,257,29860,676.239,60,,,,23,10,38,0,39,0,0,9,17,3,29,10,0,38,0,0,0,,,,52,,,,35,0,0,1,16,21,,,,13,0,0,1,7,0,0,0,0,,,,,,,,,,,,
201628061,2016,28061,MS,Jasper County,16548,10299,5262,5037,26,5602,100,23,,4548,rural,South,East South Central,257,29860,676.239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197028067,1970,28067,MS,Jones County,56710,34542,17969,16573,,7509,,,85,26948,rural,South,East South Central,257,29860,694.814,0,,,,67,0,67,,,,,,35,0,35,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197128067,1971,28067,MS,Jones County,58134,35606,18459,17147,,7683,,,96,27827,rural,South,East South Central,257,29860,694.814,0,,,,65.5,0,64.875,,,,,,34.76923,0,36.16667,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197228067,1972,28067,MS,Jones County,58714,36185,18702,17483,,7778,,,99,28308,rural,South,East South Central,257,29860,694.814,0,,,,64,0,62.75,,,,,,34.53846,0,37.33333,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197328067,1973,28067,MS,Jones County,59264,36756,18960,17796,,7865,,,107,28784,rural,South,East South Central,257,29860,694.814,0,,,,62.5,0,60.625,,,,,,34.30769,0,38.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197428067,1974,28067,MS,Jones County,59590,37174,19153,18021,,7911,,,114,29149,rural,South,East South Central,257,29860,694.814,0,,,,61,0,58.5,,,,,,34.07692,0,39.66667,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197528067,1975,28067,MS,Jones County,59925,37554,19332,18222,,7974,,,123,29457,rural,South,East South Central,257,29860,694.814,0,,,,59.5,0,56.375,,,,,,33.84615,0,40.83333,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197628067,1976,28067,MS,Jones County,59925,37688,19421,18267,,7981,,,127,29580,rural,South,East South Central,257,29860,694.814,0,,,,58,0,54.25,,,,,,33.61538,0,42,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197728067,1977,28067,MS,Jones County,60805,38421,19825,18596,,8104,,,137,30180,rural,South,East South Central,257,29860,694.814,0,,,,56.5,0,52.125,,,,,,33.38462,0,43.16667,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,59063,1861,133,1728,2,9,23,99,545,1089,94,0
197828067,1978,28067,MS,Jones County,61458,38895,20098,18797,,8176,,,143,30576,rural,South,East South Central,257,29860,694.814,1303.571,,,,55,5,50,,,,,,33.15385,0,44.33333,10,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,59254,1881,168,1713,6,15,33,114,483,1110,120,0
197928067,1979,28067,MS,Jones County,61928,39220,20285,18935,,8219,,,148,30853,rural,South,East South Central,257,29860,694.814,1354.857,,,,56,5.8,50.2,,,,,,32.92308,0,45.5,9.2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
198028067,1980,28067,MS,Jones County,62271,39470,20430,19040,,8364,,,154,30952,rural,South,East South Central,257,29860,694.814,1406.143,,,,57,6.6,50.4,,,,,,32.69231,0,46.66667,8.4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,21944,1972,56,1916,5,4,32,15,612,1225,74,5
198128067,1981,28067,MS,Jones County,63587,40306,20857,19449,,8628,,,159,31519,rural,South,East South Central,257,29860,694.814,1457.429,,,,58,7.4,50.6,,,,,,32.46154,0,47.83333,7.6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,26793,2338,60,2278,7,5,31,17,708,1488,70,12
198228067,1982,28067,MS,Jones County,64877,41092,21255,19837,,8872,,,168,32052,rural,South,East South Central,257,29860,694.814,1508.714,,,,59,8.2,50.8,,,,,,32.23077,0,49,6.8,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,22289,1928,42,1886,3,8,22,9,599,1245,36,6
198328067,1983,28067,MS,Jones County,64545,40799,21094,19705,,8881,,,172,31746,rural,South,East South Central,257,29860,694.814,1560,,,,60,9,51,,,,,,32,0,50.16667,6,0,0,0,0,0,,,,113,6,107,0,80,0,0,0,33,40,,,0,24,0,0,0,16,0,0,0,0,23387,1669,41,1628,4,6,26,5,405,1170,41,12
198428067,1984,28067,MS,Jones County,64445,40694,21031,19663,,8925,,,171,31598,rural,South,East South Central,257,29860,694.814,1548,,,,61,8.2,52.8,,,,,,37.6,0,51.33333,5.2,0,0,0,0,0,,,,120,4,116,0,79,0,0,0,41,81,,,0,52,0,0,0,29,0,0,0,0,59733,1848,62,1786,4,12,24,22,545,1197,35,9
198528067,1985,28067,MS,Jones County,63765,40202,20792,19410,,8884,,,177,31141,rural,South,East South Central,257,29860,694.814,1536,,,,62,7.4,54.6,,,,,,43.2,0,52.5,4.4,0,0,0,0,0,,,,108,0,108,0,76,0,0,0,32,55,,,0,32,0,0,2,21,0,0,0,0,59661,2507,72,2435,8,10,16,38,639,1725,68,3
198628067,1986,28067,MS,Jones County,63483,40093,20708,19385,,8935,,,183,30975,rural,South,East South Central,257,29860,694.814,1524,,,,63,6.6,56.4,,,,,,48.8,0,53.66667,3.6,0,0,0,0,0,,,,116,,,0,79,0,0,0,37,71,,,0,44,0,0,0,27,0,0,0,0,59987,2380,70,2310,4,13,22,31,700,1556,46,8
198728067,1987,28067,MS,Jones County,63434,40093,20695,19398,,9024,,,188,30881,rural,South,East South Central,257,29860,694.814,1512,,,,64,5.8,58.2,,,,,,54.4,0,54.83333,2.8,0,0,0,0,0,,,,125,,,0,92,0,0,0,33,66,,,0,44,0,0,0,22,0,0,0,0,58488,2367,48,2319,5,9,13,21,773,1502,40,4
198828067,1988,28067,MS,Jones County,63080,39867,20594,19273,,9072,,,192,30603,rural,South,East South Central,257,29860,694.814,1500,,,,65,5,60,,,,,,60,4,56,2,0,1,0,0,0,,,,137,,,0,98,0,0,0,39,79,,,0,62,0,0,0,17,0,0,0,0,57610,2338,84,2254,5,9,41,29,605,1601,40,8
198928067,1989,28067,MS,Jones County,62408,39407,20365,19042,,9047,,,200,30160,rural,South,East South Central,257,29860,694.814,2538,,,,67,7,74,,,,,,52,5,47,3,0,1.529412,0,0,0,,,,134,5,129,0,100,0,0,0,34,78,7,71,0,63,0,0,0,15,0,0,0,0,57729,2575,84,2491,2,10,37,35,675,1767,46,3
199028067,1990,28067,MS,Jones County,61974,39419,20355,19064,58,9120,107,131,,30003,rural,South,East South Central,257,29860,694.814,3021,,,,81,7,69,0,59,0,0,17,53,3,50,4,0,2.058824,0,0,0,,,,178,14,164,0,143,0,0,0,35,85,6.5,78.5,0,68,0,,0.5,16.5,0,0,0,0,58397,2483,84,2399,7,11,35,31,598,1717,79,5
199128067,1991,28067,MS,Jones County,62255,39500,20381,19119,58,9253,121,123,,29945,rural,South,East South Central,257,29860,694.814,2682,,,,84,8,86,0,80,1,1,12,74,7,67,5,0,2.588235,0,0,0,,,,151,6,145,0,121,0,,1,29,92,6,86,0,73,0,,1,18,0,0,0,0,57963,2448,102,2346,5,19,39,39,689,1544,107,6
199228067,1992,28067,MS,Jones County,62508,39530,20380,19150,64,9387,147,127,,29805,rural,South,East South Central,257,29860,694.814,2751.143,,,,87,8,79,0,68,1.857143,0,19,67,1,66,6,0,3.117647,0,0,0,,,,115,7,108,0,89,0,0,0,26,77,6,71,0,61,0,0,0,16,0,0,0,0,58455,2687,116,2571,9,25,43,39,778,1618,167,8
199328067,1993,28067,MS,Jones County,63090,40021,20595,19426,68,9622,168,146,,30017,rural,South,East South Central,257,29860,694.814,2820.286,,,,55,4,51,0,45,2.714286,0,16,44,5,39,7,0,3.647059,0,0,0,,,,157,12,145,0,112,0,0,0,45,103,10,93,0,68,0,0,0,35,0,0,0,0,,,,,,,,,,,,
199428067,1994,28067,MS,Jones County,63622,40420,20756,19664,71,9821,209,149,,30170,rural,South,East South Central,257,29860,694.814,2889.428,,,,68.33334,4.5,62.83333,0,48.08333,3.571429,0,16.75,49.5,5,44.5,6.833333,0,4.176471,0,0,0,,,,205,17,188,0,162,0,0,0,43,103,9,94,0,87,0,0,0,16,0,0,0,0,58947,3165,394,2771,5,16,58,315,958,1619,183,11
199528067,1995,28067,MS,Jones County,63744,40664,20884,19780,77,10007,243,148,,30189,rural,South,East South Central,257,29860,694.814,2958.572,,,,81.66666,5,74.66666,0,51.16667,4.428571,0,17.5,55,5,50,6.666667,0,4.705883,0,0,0,,,,194,13,181,0,151,0,0,0,43,90,7,83,0,62,0,0,0,28,0,0,0,0,59257,3189,383,2806,5,16,54,308,878,1686,238,4
199628067,1996,28067,MS,Jones County,64255,41205,21097,20108,89,10236,317,154,,30409,rural,South,East South Central,257,29860,694.814,3027.714,,,,95,5.5,86.5,0,54.25,5.285714,0,18.25,60.5,5,55.5,6.5,0,5.235294,0,0,0,,,,227,11,216,0,177,0,0,0,50,125,13,112,0,86,0,0,0,39,0,0,0,0,39976,830,32,798,0,3,14,15,429,297,72,0
199728067,1997,28067,MS,Jones County,64672,41574,21267,20307,93,10423,392,149,,30517,rural,South,East South Central,257,29860,694.814,3096.857,,,,108.3333,6,98.33334,0,57.33333,6.142857,0,19,66,5,61,6.333333,0,5.764706,0,0,0,,,,208,12,196,0,156,0,0,0,52,138,12,126,0,96,0,0,0,42,0,0,0,0,60841,2521,211,2310,8,18,47,138,698,1485,127,0
199828067,1998,28067,MS,Jones County,65101,42059,21533,20526,99,10622,478,163,,30697,rural,South,East South Central,257,29860,694.814,3166,,,,121.6667,6.5,110.1667,0,60.41667,7,0,19.75,71.5,5,66.5,6.166667,0,6.294117,0,0,0,,,,257,15,242,0,189,0,0,0,68,210,20,190,0,145,0,0,0,65,0,0,0,0,60119,2645,197,2448,5,23,52,117,775,1518,125,30
199928067,1999,28067,MS,Jones County,64797,41821,21363,20458,106,10653,607,164,,30291,rural,South,East South Central,257,29860,694.814,3235.143,,,,135,7,122,0,63.5,7.857143,0,20.5,77,5,72,6,0,6.823529,0,0,0,,,,237,11,226,0,174,,0,1,62,140,9,131,0,94,,0,1,45,0,0,0,0,59150,2354,166,2188,2,26,55,83,580,1469,123,16
