year,total_pop,total_pop_15to64,total_jail_adm,total_jail_adm_dcrp,total_jail_pop,total_jail_pretrial,jail_from_state_prison,jail_from_other_state_prison,jail_from_state_jail,jail_from_other_state_jail,jail_from_fed,jail_from_ice,total_jail_pop_dcrp
1970,17731,10405,0.0,,17.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,
1971,19101,11312,0.0,,16.375,13.375,0.0,0.0,0.0,0.0,0.0,0.0,
1972,18603,11028,0.0,,15.75,12.75,0.0,0.0,0.0,0.0,0.0,0.0,
1973,18769,11178,0.0,,15.125,12.125,0.0,0.0,0.0,0.0,0.0,0.0,
1974,19069,11402,0.0,,14.5,11.5,0.0,0.0,0.0,0.0,0.0,0.0,
1975,19975,12026,0.0,,13.875,10.875,0.0,0.0,0.0,0.0,0.0,0.0,
1976,20735,12584,0.0,,13.25,10.25,0.0,0.0,0.0,0.0,0.0,0.0,
1977,21281,13022,0.0,,12.625,9.625,0.0,0.0,0.0,0.0,0.0,0.0,
1978,22858,14160,782.1429,,12.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,
1979,23606,14686,781.7143,,16.4,8.8,5.8,0.0,0.0,0.0,0.0,0.0,
1980,24710,15463,781.2857,,20.8,8.6,8.6,0.0,0.0,0.0,0.0,0.0,
1981,25507,15975,780.8572,,25.2,8.4,11.4,0.0,0.0,0.0,0.0,0.0,
1982,26351,16519,780.4286,,29.6,8.2,14.2,0.0,0.0,0.0,0.0,0.0,
1983,27611,17300,780.0,,34.0,8.0,17.0,0.0,0.0,0.0,0.0,0.0,
1984,27871,17470,787.2,,42.8,13.2,15.6,0.0,0.0,0.0,0.0,0.0,
1985,29089,18230,794.4,,51.6,18.4,14.2,0.0,0.0,0.0,0.0,0.0,
1986,30402,19118,801.6,,60.4,23.6,12.8,0.0,0.0,0.0,0.0,0.0,
1987,30906,19476,808.8,,69.2,28.8,11.4,0.0,0.0,0.0,0.0,0.0,
1988,31135,19651,816.0,,78.0,34.0,10.0,0.0,0.0,0.0,0.0,0.0,
1989,31505,19896,896.8235,,81.4,32.0,9.4,0.0,0.0,0.0,0.0,0.0,
1990,31905,20330,977.6469999999999,,84.8,30.0,8.8,0.0,0.0,0.0,0.0,0.0,
1991,32468,20560,1058.471,,88.2,28.0,8.2,0.0,0.0,0.0,0.0,0.0,
1992,33284,20982,1139.2939999999999,,91.6,26.0,7.6,0.0,0.0,0.0,0.0,0.0,
1993,35078,22178,1220.118,,95.0,24.0,7.0,0.0,0.0,0.0,23.0,23.0,
1994,36783,23364,1300.941,,100.8333,35.5,10.83333,0.0,0.0,0.0,24.5,24.5,
1995,37802,24237,1381.765,,106.6667,47.0,14.666670000000002,0.0,0.0,0.0,26.0,26.0,
1996,38824,25015,1462.588,,112.5,58.5,18.5,0.0,0.0,0.0,27.5,27.5,
1997,39885,25748,1543.412,,118.3333,70.0,22.33333,0.0,0.0,0.0,29.0,29.0,
1998,40885,26447,1624.235,,124.1667,81.5,26.16667,0.0,0.0,0.0,30.5,30.5,
1999,42062,27318,1705.059,,130.0,93.0,30.0,0.0,0.0,0.0,32.0,32.0,
2000,43307,28248,1785.882,4282.0,118.3333,86.5,27.0,0.0,0.0,0.0,0.0,0.0,123.0
2001,44172,28831,1866.7060000000001,4282.0,106.6667,80.0,24.0,0.0,0.0,0.0,0.0,0.0,100.0
2002,45058,29454,1947.529,4282.0,95.0,73.5,21.0,0.0,0.0,0.0,0.0,0.0,110.0
2003,45772,29943,2028.3529999999998,4056.0,83.33334,67.0,18.0,0.0,0.0,0.0,0.0,0.0,141.0
2004,46717,30531,2109.177,3482.0,71.66666,60.5,15.0,0.0,0.0,0.0,0.0,0.0,125.0
2005,47715,31287,2190.0,3482.0,60.0,54.0,12.0,0.0,0.0,0.0,0.0,0.0,134.0
2006,40087,26626,1946.0,3482.0,74.375,58.625,23.125,0.0,0.0,0.0,0.0,0.0,134.0
2007,41707,27539,1702.0,3482.0,88.75,63.25,34.25,0.0,0.0,0.0,0.0,0.0,134.0
2008,42764,28104,1458.0,3482.0,103.125,67.875,45.375,0.0,0.0,0.0,0.0,0.0,134.0
2009,43471,28415,1214.0,3482.0,117.5,72.5,56.5,0.0,0.0,0.0,0.0,0.0,134.0
2010,44014,28766,970.0,3482.0,131.875,77.125,67.625,0.0,0.0,0.0,0.0,0.0,134.0
2011,44075,28832,726.0,3482.0,146.25,81.75,78.75,0.0,0.0,0.0,0.0,0.0,134.0
2012,44707,29156,482.0,3482.0,160.625,86.375,89.875,0.0,0.0,0.0,0.0,0.0,134.0
2013,45231,29323,238.0,3482.0,175.0,91.0,101.0,0.0,0.0,0.0,0.0,0.0,134.0
2014,45489,29421,238.0,,175.0,91.0,101.0,0.0,0.0,0.0,0.0,0.0,
2015,45939,29641,238.0,,175.0,91.0,101.0,0.0,0.0,0.0,0.0,0.0,
2016,46255,29887,,,,,,,,,,,
