year,total_pop,total_pop_15to64,total_jail_adm,total_jail_adm_dcrp,total_jail_pop,total_jail_pretrial,jail_from_state_prison,jail_from_other_state_prison,jail_from_state_jail,jail_from_other_state_jail,jail_from_fed,jail_from_ice,total_jail_pop_dcrp
1970,58033,36690,0.0,,44.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,
1971,58779,37315,0.0,,61.375,34.625,0.0,0.0,0.0,0.0,0.0,0.0,
1972,60815,38896,0.0,,78.75,41.25,0.0,0.0,0.0,0.0,0.0,0.0,
1973,61907,39858,0.0,,96.125,47.875,0.0,0.0,0.0,0.0,0.0,0.0,
1974,62484,40391,0.0,,113.5,54.5,0.0,0.0,0.0,0.0,0.0,0.0,
1975,62697,40641,0.0,,130.875,61.125,0.0,0.0,0.0,0.0,0.0,0.0,
1976,63693,41655,0.0,,148.25,67.75,0.0,0.0,0.0,0.0,0.0,0.0,
1977,64422,42401,0.0,,165.625,74.375,0.0,0.0,0.0,0.0,0.0,0.0,
1978,65036,42935,4223.571,,183.0,81.0,59.0,0.0,22.0,0.0,10.0,0.0,
1979,65241,43155,4166.857,,188.2,82.8,63.2,0.0,18.6,0.0,9.0,0.0,
1980,66285,43973,4110.143,,193.4,84.6,67.4,0.0,15.2,0.0,8.0,0.0,
1981,67283,44700,4053.428,,198.6,86.4,71.6,0.0,11.8,0.0,7.0,0.0,
1982,68098,45251,3996.7140000000004,,203.8,88.2,75.8,0.0,8.4,0.0,6.0,0.0,
1983,69483,46115,3940.0,,209.0,90.0,80.0,0.0,5.0,0.0,5.0,0.0,
1984,69747,46266,5272.0,,167.5,71.0,65.5,0.0,4.866667,0.0,3.5,0.0,
1985,69179,45839,6604.0,,126.0,52.0,51.0,0.0,4.733333,0.0,2.0,0.0,
1986,68976,45758,6300.0,,202.0,98.0,80.0,0.0,4.6,0.0,2.0,0.0,
1987,68294,45313,6708.0,,200.0,60.0,80.0,0.0,4.466667,0.0,2.0,0.0,
1988,68036,45112,6500.0,,190.0,94.0,79.0,0.0,4.3333330000000005,0.0,2.0,0.0,
1989,68354,45261,6700.0,,220.0,149.0,114.0,0.0,4.2,0.0,2.0,0.0,
1990,68274,45518,6300.0,,236.0,190.0,115.0,0.0,4.066667,0.0,2.0,0.0,
1991,68745,45898,7000.0,,236.0,217.0,116.5,0.0,3.933333,0.0,1.5,0.0,
1992,69078,45984,6923.673000000001,,282.0,94.0,118.0,0.0,3.8,0.0,1.0,1.0,
1993,69225,46146,6847.347,,251.0,123.0,114.0,0.0,3.666667,0.0,6.0,1.058824,
1994,69823,46703,6771.021,,305.0,130.75,111.2,0.0,3.5333330000000003,0.0,5.4,1.1176469999999998,
1995,71050,47826,6694.694,,360.0,138.5,108.4,0.0,3.4,0.0,4.8,1.1764709999999998,
1996,71705,48548,6618.366999999999,,338.0,146.25,105.6,0.0,3.266667,0.0,4.2,1.2352940000000001,
1997,71941,48811,6542.041,,276.0,154.0,102.8,0.0,3.1333330000000004,0.0,3.6,1.294118,
1998,72490,49360,6465.714,,283.0,193.0,100.0,0.0,3.0,0.0,3.0,1.352941,
1999,72411,49344,4536.429,,280.0,174.0,100.0,0.0,2.0,0.0,6.0,1.411765,
2000,71982,49162,886.4286,87.0,182.0,111.0,53.0,0.0,1.0,0.0,10.0,1.470588,172.0
2001,71846,49246,5527.143,87.0,300.0,184.0,38.0,0.0,1.0,0.0,8.666667,1.529412,200.0
2002,71584,49174,7300.0,87.0,230.0,177.0,50.0,50.0,1.333333,0.0,7.3333330000000005,1.588235,208.0
2003,71747,49221,5005.714,87.0,317.0,186.0,24.0,43.0,1.666667,0.0,6.0,1.647059,199.0
2004,71732,49196,5475.0,87.0,238.0,86.0,76.0,36.0,2.0,0.0,5.0,1.705882,206.0
2005,72043,49576,6152.857,87.0,158.0,13.0,36.0,29.0,8.2,0.0,13.0,1.764706,180.0
2006,73219,50424,2972.143,87.0,208.0,179.0,33.0,22.0,14.4,0.0,17.0,1.8235290000000002,227.0
2007,74057,50976,2659.2859999999996,87.0,209.0,173.0,45.0,15.0,20.6,0.0,14.0,1.882353,227.0
2008,74196,50859,3780.357,87.0,230.0,210.0,32.0,8.0,26.8,0.0,19.0,1.9411759999999998,241.0
2009,74863,51387,4901.429,238.0,331.0,288.0,19.0,1.0,33.0,0.0,24.0,2.0,255.0
2010,74932,51453,7117.5,265.0,279.0,270.5,22.5,1.2,102.25,0.0,13.5,3.333333,268.0
2011,75007,51474,9333.571,145.0,291.0,253.0,26.0,1.4,171.5,0.0,3.0,4.6666669999999995,282.0
2012,75798,51806,4676.286,145.0,300.0,283.0,19.0,1.6,240.75,0.0,10.0,6.0,296.0
2013,76444,52247,19.0,145.0,308.0,313.0,12.0,1.8,310.0,0.0,3.0,3.5,296.0
2014,76614,52234,2607.143,,333.0,270.0,11.0,2.0,310.0,0.0,31.0,1.0,
2015,75808,51479,2607.143,,333.0,270.0,11.0,2.0,310.0,0.0,31.0,0.0,
2016,75643,51169,,,,,,,,,,,
