year,total_pop,total_pop_15to64,total_jail_adm,total_jail_adm_dcrp,total_jail_pop,total_jail_pretrial,jail_from_state_prison,jail_from_other_state_prison,jail_from_state_jail,jail_from_other_state_jail,jail_from_fed,jail_from_ice,total_jail_pop_dcrp
1970,28680,18523,0.0,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
1971,28404,18525,0.0,,6.375,2.625,0.0,0.0,0.0,0.0,0.0,0.0,
1972,30341,19995,0.0,,10.75,3.25,0.0,0.0,0.0,0.0,0.0,0.0,
1973,31153,20746,0.0,,15.125,3.875,0.0,0.0,0.0,0.0,0.0,0.0,
1974,32014,21518,0.0,,19.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,
1975,32595,22093,0.0,,23.875,5.125,0.0,0.0,0.0,0.0,0.0,0.0,
1976,34575,23869,0.0,,28.25,5.75,0.0,0.0,0.0,0.0,0.0,0.0,
1977,35439,24628,0.0,,32.625,6.375,0.0,0.0,0.0,0.0,0.0,0.0,
1978,35454,24790,1042.857,,37.0,7.0,13.0,0.0,4.0,0.0,0.0,0.0,
1979,35404,24884,864.2856,,33.8,8.0,12.2,0.0,7.565217,0.0,0.0,0.0,
1980,36185,25537,685.7142,,30.6,9.0,11.4,0.0,11.13043,0.0,0.0,0.0,
1981,36867,26138,507.1428,,27.4,10.0,10.6,0.0,14.69565,0.0,0.0,0.0,
1982,37018,26320,328.5714,,24.2,11.0,9.8,0.0,18.26087,0.0,0.0,0.0,
1983,37323,26597,150.0,,21.0,12.0,9.0,0.0,21.82609,0.0,0.0,0.0,
1984,37419,26723,204.5,,21.5,7.5,7.8,0.0,25.3913,0.0,0.0,0.0,
1985,37208,26602,259.0,,22.0,3.0,6.6,0.0,28.95652,0.0,0.0,0.0,
1986,37647,27002,1185.0,,12.0,5.0,5.4,0.0,32.52174,0.0,0.0,0.0,
1987,37055,26640,1485.0,,16.0,5.0,4.2,0.0,36.08696,0.0,0.0,0.0,
1988,37366,26899,1024.0,,24.0,13.0,3.0,0.0,39.65217,0.0,0.0,0.0,
1989,38267,27569,1163.182,,32.2,15.4,4.4,0.0,43.21739,0.0,0.0,0.0,
1990,38484,27963,1302.364,,40.4,17.8,5.8,0.0,46.78261,0.0,0.0,0.0,
1991,38636,28132,1441.545,,48.6,20.2,7.2,0.0,50.34783,0.0,0.0,0.0,
1992,38806,28144,1580.727,,56.8,22.6,8.6,0.0,53.91304,0.0,0.0,0.0,
1993,39028,28293,1719.9089999999999,,65.0,25.0,10.0,0.0,57.47826,0.0,0.0,0.0,
1994,39820,28916,1859.0910000000001,,66.16666,28.33333,13.5,0.0,61.04348,0.0,0.0,0.0,
1995,40623,29713,1998.273,,67.33334,31.66667,17.0,0.0,64.6087,0.0,0.0,0.0,
1996,41228,30270,2137.455,,68.5,35.0,20.5,0.0,68.17390999999999,0.0,0.0,0.0,
1997,42160,31156,2276.636,,69.66666,38.33333,24.0,0.0,71.73913,0.0,0.0,0.0,
1998,42095,31121,2415.8179999999998,,70.83334,41.66667,27.5,0.0,75.30434,0.0,0.0,0.0,
1999,42376,31345,2555.0,,72.0,45.0,31.0,0.0,78.86957,0.0,0.0,0.0,
2000,43122,32009,1407.8570000000002,2884.0,95.0,74.0,3.0,0.0,82.43478,0.0,0.0,0.0,103.0
2001,43186,32202,365.0,1500.0,76.0,86.0,29.0,0.0,86.0,0.0,0.0,0.0,101.0
2002,43036,32325,469.2857,4216.0,89.0,74.0,33.0,0.0,74.0,0.0,0.0,0.0,90.0
2003,43188,32493,1772.8570000000002,2430.0,90.0,77.0,15.0,0.0,29.0,0.0,0.0,0.0,91.0
2004,43382,32681,2607.143,3427.0,85.0,75.0,19.0,0.0,3.0,0.0,0.0,0.0,86.0
2005,43985,33135,1720.714,3422.0,101.0,72.0,25.0,0.0,3.0,0.0,1.0,1.0,84.0
2006,45052,33887,2396.5,1991.0,98.5,65.75,25.0,0.0,3.0,0.0,1.0,0.0,79.0
2007,46032,34590,3072.2859999999996,1964.0,96.0,59.5,25.0,0.0,3.0,0.0,1.0,0.0,78.0
2008,46470,35003,3748.072,2540.0,93.5,53.25,25.0,0.0,3.0,0.0,1.0,0.0,66.0
2009,47400,35636,4423.857,1751.0,91.0,47.0,25.0,0.0,3.0,0.0,1.0,0.0,80.0
2010,47671,35900,5099.643,1991.0,88.5,40.75,25.0,0.0,3.0,0.0,1.0,0.0,79.0
2011,47738,35931,5775.429,1851.0,86.0,34.5,25.0,0.0,3.0,0.0,1.0,0.0,88.0
2012,47721,35825,6451.214,2568.0,83.5,28.25,25.0,0.0,3.0,0.0,1.0,0.0,100.0
2013,48808,36696,7127.0,7127.0,81.0,22.0,25.0,0.0,3.0,0.0,1.0,0.0,81.0
2014,49076,36820,7127.0,,81.0,22.0,25.0,0.0,3.0,0.0,1.0,0.0,
2015,49024,36527,7127.0,,81.0,22.0,25.0,0.0,3.0,0.0,1.0,0.0,
2016,49480,36798,,,,,,,,,,,
