year,total_pop,total_pop_15to64,total_jail_adm,total_jail_adm_dcrp,total_jail_pop,total_jail_pretrial,jail_from_state_prison,jail_from_other_state_prison,jail_from_state_jail,jail_from_other_state_jail,jail_from_fed,jail_from_ice,total_jail_pop_dcrp
1970,17448,10233,0.0,,19.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,
1971,17786,10453,0.0,,19.625,7.5,0.0,0.0,0.0,0.0,0.0,0.0,
1972,18054,10663,0.0,,20.25,7.0,0.0,0.0,0.0,0.0,0.0,0.0,
1973,18754,11168,0.0,,20.875,6.5,0.0,0.0,0.0,0.0,0.0,0.0,
1974,19416,11635,0.0,,21.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,
1975,19641,11794,0.0,,22.125,5.5,0.0,0.0,0.0,0.0,0.0,0.0,
1976,19558,11795,0.0,,22.75,5.0,0.0,0.0,0.0,0.0,0.0,0.0,
1977,20026,12163,0.0,,23.375,4.5,0.0,0.0,0.0,0.0,0.0,0.0,
1978,20454,12506,260.7143,,24.0,4.0,12.0,0.0,1.0,0.0,0.0,0.0,
1979,20872,12808,260.5714,,21.0,4.6,10.0,0.0,0.0,0.0,0.0,0.0,
1980,20897,12851,260.4286,,18.0,5.2,8.0,0.0,0.0,0.0,0.0,0.0,
1981,20770,12820,260.2857,,15.0,5.8,6.0,0.0,0.0,0.0,0.0,0.0,
1982,20874,12923,260.1429,,12.0,6.4,4.0,0.0,0.0,0.0,0.0,0.0,
1983,21083,13073,260.0,,9.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,
1984,21173,13167,468.0,,11.2,7.4,1.8,0.0,0.0,0.0,0.0,0.0,
1985,21170,13195,676.0,,13.4,7.8,1.6,0.0,0.0,0.0,0.0,0.0,
1986,21219,13297,884.0,,15.6,8.2,1.4,0.0,0.0,0.0,0.0,0.0,
1987,21347,13438,1092.0,,17.8,8.6,1.2,0.0,0.0,0.0,0.0,0.0,
1988,21734,13730,1300.0,,20.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,
1989,22109,13998,1238.701,,20.4,8.4,2.0,0.0,0.0,0.0,0.0,0.0,
1990,22348,14288,1177.403,,20.8,7.8,3.0,0.0,0.0,0.0,0.0,0.0,
1991,22695,14477,1116.104,,21.2,7.2,4.0,0.0,0.0,0.0,0.0,0.0,
1992,23169,14739,1054.805,,21.6,6.6,5.0,0.0,0.0,0.0,0.0,0.0,
1993,23506,14927,993.5065,,22.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,
1994,24049,15289,932.2078,,23.33333,9.0,7.0,0.0,0.0,0.0,0.0,0.0,
1995,24547,15633,870.9091,,24.66667,12.0,8.0,0.0,0.0,0.0,0.0,0.0,
1996,24971,15961,809.6104,,26.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0,
1997,25427,16267,748.3117,,27.33333,18.0,10.0,0.0,0.0,0.0,0.0,0.0,
1998,26043,16703,687.013,,28.66667,21.0,11.0,0.0,0.0,0.0,0.0,0.0,
1999,26528,17029,625.7143,,30.0,24.0,12.0,0.0,0.0,0.0,0.0,0.0,
2000,26967,17266,634.4048,1191.0,35.16667,27.33333,19.16667,0.0,0.0,0.0,0.0,0.0,44.0
2001,27274,17533,643.0952,1198.0,40.33333,30.66667,26.33333,0.0,0.0,0.0,0.0,0.0,44.0
2002,27427,17725,651.7857,2187.0,45.5,34.0,33.5,0.0,0.0,0.0,0.0,0.0,44.0
2003,27990,18132,660.4762,2190.0,50.66667,37.33333,40.66667,0.0,0.0,0.0,0.0,0.0,44.0
2004,28276,18362,669.1666,2008.0,55.833330000000004,40.66667,47.83333,0.0,0.0,0.0,0.0,0.0,51.0
2005,28567,18573,677.8571,2198.0,61.0,44.0,55.0,0.0,0.0,0.0,0.0,0.0,55.0
2006,29098,18983,934.375,2389.0,61.75,43.875,56.75,0.0,0.0,0.0,0.0,0.0,54.0
2007,29264,19013,1190.893,2535.0,62.5,43.75,58.5,0.0,0.0,0.0,0.0,0.0,82.0
2008,29475,19142,1447.411,2616.0,63.25,43.625,60.25,0.0,0.0,0.0,0.0,0.0,99.0
2009,29770,19263,1703.9289999999999,1999.0,64.0,43.5,62.0,0.0,0.0,0.0,0.0,0.0,99.0
2010,29957,19441,1960.4460000000001,2093.0,64.75,43.375,63.75,0.0,0.0,0.0,0.0,0.0,99.0
2011,30053,19503,2216.964,2093.0,65.5,43.25,65.5,0.0,0.0,0.0,0.0,0.0,99.0
2012,29774,19302,2473.482,2093.0,66.25,43.125,67.25,0.0,0.0,0.0,0.0,0.0,99.0
2013,30301,19528,2730.0,2093.0,67.0,43.0,69.0,0.0,0.0,0.0,0.0,0.0,99.0
2014,30678,19689,2730.0,,67.0,43.0,69.0,0.0,0.0,0.0,0.0,0.0,
2015,30787,19630,2730.0,,67.0,43.0,69.0,0.0,0.0,0.0,0.0,0.0,
2016,30834,19594,,,,,,,,,,,
