year,total_pop,total_pop_15to64,total_jail_adm,total_jail_adm_dcrp,total_jail_pop,total_jail_pretrial,jail_from_state_prison,jail_from_other_state_prison,jail_from_state_jail,jail_from_other_state_jail,jail_from_fed,jail_from_ice,total_jail_pop_dcrp
1970,14140,8075,0.0,,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
1971,14715,8449,0.0,,5.625,2.875,0.0,0.0,0.0,0.0,0.0,0.0,
1972,14201,8149,0.0,,6.25,3.75,0.0,0.0,0.0,0.0,0.0,0.0,
1973,14441,8343,0.0,,6.875,4.625,0.0,0.0,0.0,0.0,0.0,0.0,
1974,14499,8403,0.0,,7.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,
1975,14781,8615,0.0,,8.125,6.375,0.0,0.0,0.0,0.0,0.0,0.0,
1976,15223,8948,0.0,,8.75,7.25,0.0,0.0,0.0,0.0,0.0,0.0,
1977,15398,9119,0.0,,9.375,8.125,0.0,0.0,0.0,0.0,0.0,0.0,
1978,15290,9073,1303.5710000000001,,10.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,
1979,15499,9235,1402.8570000000002,,9.0,8.2,2.142857,0.0,0.0,0.0,0.0,0.0,
1980,15950,9557,1502.1429999999998,,8.0,7.4,3.285714,0.0,0.0,0.0,0.0,0.0,
1981,16049,9645,1601.4289999999999,,7.0,6.6,4.428571,0.0,0.0,0.0,0.0,0.0,
1982,16193,9752,1700.714,,6.0,5.8,5.571429,0.0,0.0,0.0,0.0,0.0,
1983,16097,9711,1800.0,,5.0,5.0,6.714286,0.0,0.0,0.0,0.0,0.0,
1984,16168,9775,1759.1960000000001,,6.4375,6.3125,7.857142999999999,0.0,0.0,0.0,0.0,0.0,
1985,16232,9830,1718.3929999999998,,7.875,7.625,9.0,0.0,0.0,0.0,0.0,0.0,
1986,16507,10052,1677.589,,9.3125,8.9375,10.14286,0.0,0.0,0.0,0.0,0.0,
1987,16426,10047,1636.786,,10.75,10.25,11.28571,0.0,0.0,0.0,0.0,0.0,
1988,16769,10288,1595.9820000000002,,12.1875,11.5625,12.42857,0.0,0.0,0.0,0.0,0.0,
1989,16581,10198,1555.1789999999999,,13.625,12.875,13.57143,0.0,0.0,0.0,0.0,0.0,
1990,16570,10302,1514.375,,15.0625,14.1875,14.71429,0.0,0.0,0.0,0.0,0.0,
1991,16645,10302,1473.5720000000001,,16.5,15.5,15.85714,0.0,0.0,0.0,0.0,0.0,
1992,16764,10340,1432.7679999999998,,17.9375,16.8125,17.0,0.0,0.0,0.0,0.0,0.0,
1993,17113,10586,1391.964,,19.375,18.125,18.14286,0.0,0.0,0.0,0.0,0.0,
1994,17414,10832,1351.161,,20.8125,19.4375,19.28572,0.0,0.0,0.0,0.0,0.0,
1995,17760,11123,1310.357,,22.25,20.75,20.42857,0.0,0.0,0.0,0.0,0.0,
1996,18137,11387,1269.5539999999999,,23.6875,22.0625,21.57143,0.0,0.0,0.0,0.0,0.0,
1997,18414,11579,1228.75,,25.125,23.375,22.71428,0.0,0.0,0.0,0.0,0.0,
1998,18778,11843,1187.947,,26.5625,24.6875,23.85714,0.0,0.0,0.0,0.0,0.0,
1999,19125,12065,1147.143,,28.0,26.0,25.0,0.0,2.0,0.0,0.0,0.0,
2000,19426,12291,260.7143,810.0,18.0,17.0,20.0,0.0,2.0,0.0,0.0,0.0,71.0
2001,19332,12229,156.4286,810.0,17.0,13.0,1.0,0.0,2.0,0.0,0.0,0.0,70.0
2002,19458,12342,521.4286,810.0,14.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,65.0
2003,19660,12463,208.5714,845.0,17.0,11.0,7.0,0.0,2.0,0.0,0.0,0.0,70.0
2004,19621,12428,1199.286,975.0,15.0,8.0,1.0,0.0,2.0,0.0,0.0,0.0,72.0
2005,19480,12259,260.7143,732.0,21.0,27.0,0.0,0.0,2.222222,0.0,0.0,0.0,73.0
2006,19555,12410,296.125,806.0,19.0,24.25,0.0,0.0,2.444444,0.0,0.0,0.0,65.0
2007,19510,12380,331.5357,894.0,17.0,21.5,0.0,0.0,2.666667,0.0,0.0,0.0,57.0
2008,19594,12421,366.9464,957.0,15.0,18.75,0.0,0.0,2.888889,0.0,0.0,0.0,33.0
2009,19516,12388,402.3571,835.0,13.0,16.0,0.0,0.0,3.111111,0.0,0.0,0.0,30.0
2010,19571,12451,437.7679,845.0,11.0,13.25,0.0,0.0,3.333333,0.0,0.0,0.0,36.0
2011,19575,12449,473.1786,845.0,9.0,10.5,0.0,0.0,3.5555559999999997,0.0,0.0,0.0,34.0
2012,19481,12377,508.5893,845.0,7.0,7.75,0.0,0.0,3.777778,0.0,0.0,0.0,41.0
2013,19442,12279,544.0,845.0,5.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,37.0
2014,19207,12131,544.0,,5.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,
2015,19148,12096,544.0,,5.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,
2016,19240,12151,,,,,,,,,,,
