year,total_pop,total_pop_15to64,total_jail_adm,total_jail_adm_dcrp,total_jail_pop,total_jail_pretrial,jail_from_state_prison,jail_from_other_state_prison,jail_from_state_jail,jail_from_other_state_jail,jail_from_fed,jail_from_ice,total_jail_pop_dcrp
1970,26705,14586,0.0,,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
1971,26270,14365,0.0,,6.0,3.625,0.0,0.0,0.0,0.0,0.0,0.0,
1972,26649,14691,0.0,,8.0,5.25,0.0,0.0,0.0,0.0,0.0,0.0,
1973,27391,15251,0.0,,10.0,6.875,0.0,0.0,0.0,0.0,0.0,0.0,
1974,27336,15312,0.0,,12.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,
1975,27250,15338,0.0,,14.0,10.125,0.0,0.0,0.0,0.0,0.0,0.0,
1976,27858,15884,0.0,,16.0,11.75,0.0,0.0,0.0,0.0,0.0,0.0,
1977,27743,15919,0.0,,18.0,13.375,0.0,0.0,0.0,0.0,0.0,0.0,
1978,27687,15980,521.4286,,20.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,
1979,27803,16136,831.6857,,20.4,14.3,0.0,0.0,0.0,0.0,0.0,0.0,
1980,28116,16397,1141.943,,20.8,13.6,0.0,0.0,0.0,0.0,0.0,0.0,
1981,28019,16407,1452.2,,21.2,12.9,0.0,0.0,0.0,0.0,0.0,0.0,
1982,28312,16636,1762.457,,21.6,12.2,0.0,0.0,0.0,0.0,0.0,0.0,
1983,28384,16707,2072.714,,22.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,
1984,28383,16757,2382.971,,22.4,10.8,0.0,0.0,0.0,0.0,0.0,0.0,
1985,28279,16733,2693.2290000000003,,22.8,10.1,0.0,0.0,0.0,0.0,0.0,0.0,
1986,28613,17034,3003.486,,23.2,9.4,0.0,0.0,0.0,0.0,0.0,0.0,
1987,29024,17373,3313.743,,23.6,8.7,0.0,0.0,0.0,0.0,0.0,0.0,
1988,29194,17544,3624.0,,24.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,
1989,29850,17987,3536.2990000000004,,27.2,11.8,5.363636,0.0,0.0,0.0,0.0,0.0,
1990,30114,18383,3448.597,,30.4,15.6,8.727273,0.0,0.0,0.0,0.0,0.0,
1991,30564,18697,3360.8959999999997,,33.6,19.4,12.090910000000001,0.0,0.0,0.0,0.0,0.0,
1992,31130,19034,3273.195,,36.8,23.2,15.45455,0.0,0.0,0.0,0.0,0.0,
1993,31389,19267,3185.493,,40.0,27.0,18.818179999999998,0.0,0.0,0.0,11.0,0.0,
1994,31810,19638,3097.792,,47.66667,29.0,22.181820000000002,0.0,0.0,0.0,0.0,0.0,
1995,32244,20047,3010.091,,55.333330000000004,31.0,25.54545,0.0,0.0,0.0,0.0,0.0,
1996,32610,20415,2922.39,,63.0,33.0,28.909090000000003,0.0,0.0,0.0,0.0,0.0,
1997,32882,20652,2834.688,,70.66666,35.0,32.272729999999996,0.0,0.0,0.0,0.0,0.0,
1998,33360,21101,2746.987,,78.33334,37.0,35.636359999999996,0.0,0.0,0.0,0.0,0.0,
1999,33948,21570,2659.2859999999996,,86.0,39.0,39.0,0.0,0.0,0.0,0.0,0.0,
2000,34379,21961,1564.286,2687.0,86.0,76.0,25.0,0.0,0.0,0.0,0.0,0.0,90.0
2001,34401,22063,521.4286,2687.0,88.0,51.0,34.0,0.0,0.0,0.0,0.0,0.0,90.0
2002,34623,22241,3650.0,2687.0,100.0,63.0,42.0,0.0,0.0,0.0,0.0,0.0,86.0
2003,34661,22444,2346.429,2687.0,90.0,55.0,39.0,0.0,0.0,0.0,0.0,0.0,86.0
2004,34701,22553,2555.0,4200.0,90.0,51.0,34.0,0.0,2.0,1.0,0.0,0.0,91.0
2005,34684,22554,0.0,1678.0,100.0,59.0,37.0,2.0,0.0,0.0,0.0,0.0,99.0
2006,34705,22619,0.0,1678.0,100.0,59.0,37.0,2.0,0.0,0.0,0.0,0.0,120.0
2007,34813,22677,0.0,1678.0,100.0,59.0,37.0,2.0,0.0,0.0,0.0,0.0,126.0
2008,34923,22706,0.0,1678.0,100.0,59.0,37.0,2.0,0.0,0.0,0.0,0.0,122.0
2009,34768,22618,0.0,1678.0,100.0,59.0,37.0,2.0,0.0,0.0,0.0,0.0,104.0
2010,34699,22630,0.0,1678.0,100.0,59.0,37.0,2.0,0.0,0.0,0.0,0.0,104.0
2011,34640,22614,0.0,1678.0,100.0,59.0,37.0,2.0,0.0,0.0,0.0,0.0,104.0
2012,34472,22415,0.0,1678.0,100.0,59.0,37.0,2.0,0.0,0.0,0.0,0.0,104.0
2013,34426,22254,0.0,1678.0,100.0,59.0,37.0,2.0,0.0,0.0,0.0,0.0,104.0
2014,34403,22174,0.0,,100.0,59.0,37.0,2.0,0.0,0.0,0.0,0.0,
2015,34434,22119,0.0,,100.0,59.0,37.0,2.0,0.0,0.0,0.0,0.0,
2016,34153,21932,,,,,,,,,,,
