year,total_pop,total_pop_15to64,total_jail_adm,total_jail_adm_dcrp,total_jail_pop,total_jail_pretrial,jail_from_state_prison,jail_from_other_state_prison,jail_from_state_jail,jail_from_other_state_jail,jail_from_fed,jail_from_ice,total_jail_pop_dcrp
1970,17237,10074,0.0,,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,
1971,17917,10521,0.0,,7.375,5.722222,0.0,0.0,0.0,0.0,0.0,0.0,
1972,17825,10476,0.0,,8.75,5.444445,0.0,0.0,0.0,0.0,0.0,0.0,
1973,17949,10580,0.0,,10.125,5.1666669999999995,0.0,0.0,0.0,0.0,0.0,0.0,
1974,18371,10889,0.0,,11.5,4.888889,0.0,0.0,0.0,0.0,0.0,0.0,
1975,18241,10808,0.0,,12.875,4.611111,0.0,0.0,0.0,0.0,0.0,0.0,
1976,18538,11017,0.0,,14.25,4.3333330000000005,0.0,0.0,0.0,0.0,0.0,0.0,
1977,18619,11065,0.0,,15.625,4.055555,0.0,0.0,0.0,0.0,0.0,0.0,
1978,18619,11060,0.0,,17.0,3.777778,0.0,0.0,0.0,0.0,0.0,0.0,
1979,18855,11189,0.0,,16.8,3.5,0.0,0.0,0.0,0.0,0.0,0.0,
1980,18787,11087,0.0,,16.6,3.222222,0.0,0.0,0.0,0.0,0.0,0.0,
1981,18829,11140,0.0,,16.4,2.944444,0.0,0.0,0.0,0.0,0.0,0.0,
1982,18715,11083,0.0,,16.2,2.666667,0.0,0.0,0.0,0.0,0.0,0.0,
1983,18832,11160,0.0,,16.0,2.388889,0.0,0.0,0.0,0.0,0.0,0.0,
1984,18858,11193,0.0,,15.8,2.111111,0.0,0.0,0.0,0.0,0.0,0.0,
1985,18560,11024,0.0,,15.6,1.833333,0.0,0.0,0.0,0.0,0.0,0.0,
1986,18585,11087,0.0,,15.4,1.555556,0.0,0.0,0.0,0.0,0.0,0.0,
1987,18657,11179,0.0,,15.2,1.277778,0.0,0.0,0.0,0.0,0.0,0.0,
1988,18394,11047,270.0,,15.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,
1989,18390,11074,302.3377,,16.8,4.636364,29.636359999999996,0.0,0.0,0.0,0.0,0.0,
1990,18503,11278,334.6753,,18.6,8.272727,51.272729999999996,0.0,0.0,0.0,0.0,0.0,
1991,18659,11372,367.01300000000003,,20.4,11.909089999999999,72.90909,0.0,0.0,0.0,0.0,0.0,
1992,18778,11426,399.3506,,22.2,15.54545,94.54545999999999,0.0,0.0,0.0,0.0,0.0,
1993,19033,11658,431.6883,,24.0,19.181820000000002,116.1818,0.0,0.0,0.0,0.0,0.0,
1994,19397,11963,464.026,,69.66666,22.818179999999998,137.8182,0.0,0.0,0.0,0.0,0.0,
1995,19850,12284,496.3636,,115.3333,26.45455,159.4545,0.0,0.0,0.0,0.0,0.0,
1996,20105,12510,528.7013,,161.0,30.090909999999997,181.0909,0.0,0.0,0.0,0.0,0.0,
1997,20280,12655,561.0389,,206.6667,33.727270000000004,202.7273,0.0,0.0,0.0,0.0,0.0,
1998,20503,12890,593.3766,,252.3333,37.363640000000004,224.3636,0.0,0.0,0.0,0.0,0.0,
1999,20812,13127,625.7143,,298.0,41.0,246.0,0.0,0.0,0.0,0.0,0.0,
2000,20964,13320,2085.714,2036.0,320.0,50.0,250.0,0.0,0.0,0.0,0.0,0.0,305.0
2001,21563,13694,1703.3329999999999,2036.0,261.0,8.0,198.0,0.0,19.0,0.0,0.0,0.0,290.0
2002,21884,13944,1320.9520000000002,860.0,288.0,17.0,200.0,0.0,10.0,0.0,0.0,0.0,315.0
2003,22240,14113,938.5714,1200.0,332.0,66.0,272.0,0.0,29.0,0.0,0.0,0.0,330.0
2004,22561,14330,1772.8570000000002,1212.0,323.0,56.0,287.0,0.0,11.0,0.0,0.0,0.0,326.0
2005,22869,14531,2242.143,1616.0,321.0,50.0,278.0,0.0,10.0,0.0,0.0,0.0,366.0
2006,23159,14648,1877.1429999999998,1604.0,323.0,48.0,300.0,0.0,10.0,0.0,0.0,0.0,345.0
2007,23353,14701,7612.857,1760.0,363.0,68.0,359.0,0.0,10.0,0.0,0.0,0.0,355.0
2008,23641,14791,9750.714,840.0,419.0,84.0,417.0,0.0,10.0,0.0,0.0,0.0,375.0
2009,23790,14940,2242.143,1080.0,373.0,45.0,264.0,0.0,10.0,0.0,0.0,0.0,385.0
2010,23803,14923,1303.5710000000001,1820.0,343.0,56.0,276.0,0.0,16.0,0.0,0.0,0.0,339.0
2011,23738,14919,2815.7140000000004,1682.0,340.0,41.0,292.0,0.0,14.5,0.0,0.0,0.0,350.0
2012,23255,14741,2659.2859999999996,440.0,390.0,58.0,310.0,0.0,13.0,0.0,0.0,0.0,390.0
2013,23194,14753,1920.0,1920.0,385.0,1.0,328.0,0.0,11.5,0.0,0.0,0.0,385.0
2014,23264,14775,782.1429,,380.0,40.0,291.5,0.0,10.0,0.0,2.0,2.0,
2015,23182,14750,2155.0,,292.0,29.0,255.0,0.0,10.0,0.0,2.0,0.0,
2016,22780,14454,,,,,,,,,,,
