"RACE","MALE","% OF TOTAL MALE POPULATION","FEMALE","% OF TOTAL FEMALE POPULATION","NO. OF OFFENDERS","% OF TOTAL OFFENDERS"
"Black","12,525","59.83%","3,035","48.26%","15,560","57.16%"
"White","8,065","38.53%","3,154","50.15%","11,219","41.21%"
"Hispanic","140",".67%","24",".38%","164",".60%"
"Native American","18",".09%","7",".11%","25",".09%"
"Asian","63",".30%","15",".24%","78",".29%"
"Data Unavailable","123",".59%","54",".86%","177",".65%"
"TOTAL","20,934","100.00%","6,289","100.00%","27,223","100.00%"
