"RACE","MALE","% OF TOTAL MALE POPULATION","FEMALE","% OF TOTAL FEMALE POPULATION","NO. OF OFFENDERS","% OF TOTAL OFFENDERS"
"Black","15,588","60.76%","3,416","46.14%","19,004","57.48%"
"White","9,686","37.75%","3,869","52.26%","13,555","41.00%"
"Hispanic","199","0.78%","53",".72%","252",".76%"
"Native American","24",".09%","13",".18%","37",".11%"
"Asian","79",".31%","17",".23%","96",".29%"
"Data Unavailable","81",".32%","35",".47%","116",".35%"
"TOTAL","25,657","100.00%","7,403","100.00%","33,060","100.00%"
