"","Northern County with highest number convictions","Lee","303"
"","Central County with highest number convictions","Hinds","622"
"","Southern County with highest number convictions","Harrison","704"
"RECAP","","",""
"","Northern County with lowest number convictions","Benton","12"
"","Central County with lowest number convictions","Issaquena","2"
"","Southern County with lowest number convictions","Noxubee","15"
