"OFFENSE","AVERAGE AGE AT TIME OF OFFENSE","",""
"Sex Offense","","35.11",""
"Property","","34.38",""
"Possession of Drugs","","31.81",""
"Sale of Drugs","","30.69",""
"Violent","","30.17",""
"Homicide/Manslaughter","","29.44",""
"Burglary","","28.05",""
"Robbery","","25.27",""
