"","","TOTAL","3,274","39.85"
"","","Number","","Percent"
"","Northern","2,788","","33.97"
"","Central","2,112","","25.73"
"TOTAL","","","",""
"","Southern","3,274","","39.85"
"","Verification Pending","35","",".43"
"","TOTAL","24,897","","100.00"
