"OFFENSE","AVERAGE SENTENCE LENGTH IN YEARS","",""
"Homicide/Manslaughter","","26.01",""
"Robbery","","8.18",""
"Sex Offenses","","8.09",""
"Sale of Drugs","","6.55",""
"Violent","","6.42",""
"Burglary","","5.14",""
"Possession of Drugs","","4.00",""
"Property","","3.42",""
