"COUNTY","OFFENDERS","%"
"Adams","86","1.05"
"Lincoln","88","1.07"
"Amite","19",".23"
"Madison","227","2.77"
"Claiborne","18",".22"
"Pike","216","2.63"
"Copiah","88","1.07"
"Rankin","367","4.47"
"Franklin","18",".22"
"Sharkey","11",".13"
"Hinds","622","7.58"
"Walthall","40",".49"
"Holmes","49",".60"
"Warren","144","1.75"
"Humphreys","40",".49"
"Wilkinson","10",".12"
"Issaquena","2",".02"
"Yazoo","55",".67"
"Jefferson","12",".15"
"TOTAL","2,112","25.73"
