"COUNTY","OFFENDERS","%"
"Adams","84","3.77"
"Lincoln","125","5.61"
"Amite","28","1.26"
"Madison","312","14.00"
"Claiborne","21",".94"
"Pike","241","10.81"
"Copiah","89","3.99"
"Rankin","419","18.80"
"Franklin","23","1.03"
"Sharkey","15",".67"
"Hinds","478","21.44"
"Walthall","65","2.92"
"Holmes","42","1.88"
"Warren","146","6.55"
"Humphreys","31","1.39"
"Wilkinson","14",".63"
"Issaquena","5",".22"
"Yazoo","72","3.23"
"Jefferson","19",".85"
"TOTAL","2,229","23.84"
